PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	IGNORANCE_CLASSIFICATION
PMC4352710.nxml.gz	0	['Should Men Take Prenatal Vitamins?']	(0, 34)	FALSE
PMC4352710.nxml.gz	1	['Short Communication\nCongenital abnormalities are the leading cause of infant mortalities in the United States (25%) and across the world [1].']	(36, 177)	FALSE
PMC4352710.nxml.gz	2	['Public health interventions have included reducing maternal disease, prenatal care of mothers, reduction of exposure to teratogens (agent that can disturb the development of an embryo or fetus), and nutritional interventions [2].']	(178, 407)	TRUE
PMC4352710.nxml.gz	3	['Potentially the most significant nutritional intervention has been the prenatal supplementation of folate, which has been shown to reduce the incidence of neural tube defects [3], limb malformations, urogenital abnormalities, cardiovascular malformations [4], and cleft lip or palate [5].']	(408, 696)	FALSE
PMC4352710.nxml.gz	4	['The influence of paternal diet on congenital abnormalities and fertility is still being elucidated.']	(697, 796)	TRUE
PMC4352710.nxml.gz	5	['A recent mouse study by Lambrot et al.']	(797, 835)	FALSE
PMC4352710.nxml.gz	6	['furthered our understanding of the effects of paternal folate deficiency [6].']	(836, 913)	TRUE
PMC4352710.nxml.gz	7	['Mice were fed a Folate Deficient (FD) or Folate Sufficient (FS) diet, and were assessed for birth defects.']	(914, 1020)	FALSE
PMC4352710.nxml.gz	8	['Additionally, genome-wide and spermatic methylation studies were performed.']	(1021, 1096)	FALSE
PMC4352710.nxml.gz	9	['Folate deficiency was associated with an increase in DNA damage in spermatocytes.']	(1097, 1178)	TRUE
PMC4352710.nxml.gz	10	['However, there was no difference in sperm tail DNA fragmentation, tail length, or motility (p>0.05).']	(1179, 1279)	FALSE
PMC4352710.nxml.gz	11	['Mice fed with a folate deficient diet were less fertile (52% vs. 85%) and experienced a greater post-implantation loss than mice fathered by mice with a folate sufficient diet.']	(1280, 1456)	FALSE
PMC4352710.nxml.gz	12	['Gross anatomical abnormalities were greater in mice fathered by FD mice (27% vs. 3%) which included craniofacial, hydrocephalus, limb, and muscle/skeletal defects.']	(1457, 1620)	FALSE
PMC4352710.nxml.gz	13	['Another study investigating the effect of a paternal folate-deficient diet in mice found a relationship with decreased placental weight, placental folate and an increased expression of the folate transporter folate receptor [7].']	(1621, 1849)	TRUE
PMC4352710.nxml.gz	14	['A link has been found between paternal dioxin exposure, a component of the herbicide Agent Orange used in the Vietnam War, and spermatazoidfolate deficiency resulting in an increased rate of spina bifida [8].']	(1850, 2058)	TRUE
PMC4352710.nxml.gz	15	['Although the precise mechanism is unclear, it is thought that epigenetic modifications (study of heritable changes in gene activity that are not caused by changes in the DNA sequence) play a role in both neural tube defects and decreased fertility of men with a folate deficiency [8].']	(2059, 2343)	TRUE
PMC4352710.nxml.gz	16	['However, a prospective study of 42 couples, who had paternal methotrxate exposure at the time of conception, did not identify any congenital abnormalities [9].']	(2344, 2503)	FALSE
PMC4352710.nxml.gz	17	['In the literature, 2 out of 23 children fathered by men on methotrexate were found to have congenital abnormalities.']	(2504, 2620)	FALSE
PMC4352710.nxml.gz	18	['The role of paternal nutrition on epigenetically linked heritable diseases such as cardiovascular and obesity have been suggested in epidemiological studies [10].']	(2621, 2783)	TRUE
PMC4352710.nxml.gz	19	['Human studies examining the role of paternal micronutrient supplementation are scant.']	(2784, 2869)	TRUE
PMC4352710.nxml.gz	20	['In 2008, Young et al.']	(2870, 2891)	FALSE
PMC4352710.nxml.gz	21	['investigated the role of supplemental folate, zinc and antioxidants (vitamins C, E, and β-carotene) on spermatocyte aneuploidy.']	(2892, 3019)	TRUE
PMC4352710.nxml.gz	22	['Men consuming the most folate (>75thpercentile) had a lower frequency of disomy 21, X, sex nullisomy, and lower overall sperm aneuploidy [11].']	(3020, 3162)	FALSE
PMC4352710.nxml.gz	23	['It is clear that a deficiency of paternal micronutrients could affect the development of offspring through epigenetic regulation.']	(3163, 3292)	TRUE
PMC4352710.nxml.gz	24	['However, it is unclear at this time whether or not supplementation of vitamins such as folate can reduce congenital anomalies in men with an otherwise well-balanced diet.']	(3293, 3463)	FALSE
PMC4352710.nxml.gz	25	['A prospective randomized control trial is necessary to adequately determine the role for male prenatal vitamins.']	(3464, 3576)	TRUE
PMC4352710.nxml.gz	26	['Due to the lack of conclusive evidence, we cannot recommend the ubiquitous use of prenatal vitamins, in particular folate, in men attempting to plan a pregnancy with their female partner at this time.']	(3577, 3777)	FALSE
PMC4352710.nxml.gz	27	['PubMed Central:']	(3779, 3794)	FALSE
