PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES
PMC3342123.nxml.gz	0	["A low protein diet during pregnancy provokes a lasting shift of hepatic expression of genes related to cell cycle throughout ontogenesis in a porcine model\n\nAbstract\n\nBackground\nIn rodent models and in humans the impact of gestational diets on the offspring's phenotype was shown experimentally and epidemiologically."]	(0, 317)
PMC3342123.nxml.gz	1	["Adverse environmental conditions during fetal development provoke an intrauterine adaptive response termed 'fetal programming', which may lead to both persistently biased responsiveness to extrinsic factors and permanent consequences for the organismal phenotype."]	(318, 581)
PMC3342123.nxml.gz	2	["This leads to the hypothesis that the offspring's transcriptome exhibits short-term and long-term changes, depending on the maternal diet."]	(582, 720)
PMC3342123.nxml.gz	3	['In order to contribute to a comprehensive inventory of genes and functional networks that are targets of nutritional programming initiated during fetal life, we applied whole-genome microarrays for expression profiling in a longitudinal experimental design covering prenatal, perinatal, juvenile, and adult ontogenetic stages in a porcine model.']	(721, 1066)
PMC3342123.nxml.gz	4	['Pregnant sows were fed either a gestational low protein diet (LP, 6% CP) or an adequate protein diet (AP, 12% CP).']	(1067, 1181)
PMC3342123.nxml.gz	5	['All offspring was nursed by foster sows receiving standard diets.']	(1182, 1247)
PMC3342123.nxml.gz	6	['After weaning, all offspring was fed standard diets ad libitum .']	(1248, 1312)
PMC3342123.nxml.gz	7	['Results\nAnalyses of the hepatic gene expression of the offspring at prenatal (94 dies post conceptionem , dpc) and postnatal stages (1, 28, 188 dies post natum , dpn) included comparisons between dietary groups within stages as well as comparisons between ontogenetic stages within diets to separate diet-specific transcriptional changes and maturation processes.']	(1314, 1677)
PMC3342123.nxml.gz	8	['We observed differential expression of genes related to lipid metabolism (e.g.']	(1678, 1756)
PMC3342123.nxml.gz	9	['Fatty acid metabolism, Biosynthesis of steroids, Synthesis and degradation of ketone bodies, FA elongation in mitochondria, Bile acid synthesis) and cell cycle regulation (e.g.']	(1757, 1933)
PMC3342123.nxml.gz	10	['Mitotic roles of PLK, G1/S checkpoint regulation, G2/M DNA damage checkpoint regulation).']	(1934, 2023)
PMC3342123.nxml.gz	11	['Notably, at stage 1 dpn no regulation of a distinct pathway was found in LP offspring.']	(2024, 2110)
PMC3342123.nxml.gz	12	["Conclusions\nThe transcriptomic modulations point to persistent functional demand on the liver towards cell proliferation in the LP group but not in the AP group at identical nutritional conditions during postnatal life due to divergent 'programming' of the genome."]	(2112, 2376)
PMC3342123.nxml.gz	13	['Together with the observation that the offspring of both groups did not differ in body weight but in body composition and fat content, the data indicate that the activity of various genes led to diverse partitioning of nutrients among peripheral and visceral organs and tissues.']	(2377, 2655)
PMC3342123.nxml.gz	14	['Background\nPregnancy and fetal development are periods of rapid growth and cell differentiation when mother and offspring are vulnerable to changes in dietary supply.']	(2657, 2823)
PMC3342123.nxml.gz	15	["Adverse environmental conditions during fetal development provoke an intrauterine adaptive response termed 'fetal programming', which may lead to both persistently biased responsiveness to extrinsic factors and permanent consequences for the organismal phenotype [1-6]."]	(2824, 3093)
PMC3342123.nxml.gz	16	["Due to developmental plasticity, environmental factors induce altered expression of the genome and ultimately modify the offspring's phenotype [7]."]	(3094, 3241)
PMC3342123.nxml.gz	17	['In various human and animal studies a gestational low protein intake during pregnancy was accompanied by low birth weight offspring, which was subsequently predisposed for metabolic disorders and alterations in body composition [6,8-10].']	(3242, 3479)
PMC3342123.nxml.gz	18	['Interestingly, epidemiological studies in women showed that maternal malnutrition during pregnancy can result in fetal growth retardation [11,12].']	(3480, 3626)
PMC3342123.nxml.gz	19	['In order to contribute to a comprehensive inventory of genes and functional networks that are targets of nutritional programming initiated during fetal life, we applied whole-genome microarrays for expression profiling in a longitudinal experimental design covering prenatal, perinatal, juvenile and adult ontogenetic stages in a porcine model.']	(3627, 3971)
PMC3342123.nxml.gz	20	['On an isoenergetic basis, pregnant sows were fed either a gestational low protein diet (LP, 6% CP) or an adequate protein diet (AP, 12% CP) to investigate the effects on hepatic gene expression in their fetuses and offspring.']	(3972, 4197)
PMC3342123.nxml.gz	21	["The experiment comprises a valuable model especially for 'fetal' programming, because cross-fostering enabled assessment of solely the nutritional effects during gestation."]	(4198, 4370)
