PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	IGNORANCE_CLASSIFICATION
PMC3789799.nxml.gz	0	['Characterization of Two ENU-Induced Mutations Affecting Mouse Skeletal Morphology\n\nAbstract\nUsing the N -ethyl- N -nitrosourea (ENU) mutagenesis screen, we have identified two skeletal morphology mutants, Skm1 and Skm2 .']	(0, 220)	TRUE
PMC3789799.nxml.gz	1	['Positional cloning and candidate gene sequencing localized the causative point mutations within the genes coding for natriuretic peptide receptor C (NPR-C) and filamin b (FLNB), respectively.']	(221, 412)	TRUE
PMC3789799.nxml.gz	2	['Mice that carry a mutation in Npr3 exhibit a skeletal overgrowth phenotype, resulting in an elongated body and kyphosis.']	(413, 533)	FALSE
PMC3789799.nxml.gz	3	['Skm2 mice, carrying a mutation in Flnb , present with scoliosis and lordosis.']	(534, 611)	FALSE
PMC3789799.nxml.gz	4	['These mutant mice will serve as useful models for the study of vertebral malformations.']	(612, 699)	FALSE
PMC3789799.nxml.gz	5	['Vertebral malformations that cause kyphosis or scoliosis are an important health problem that can result in disability and suffering attributable to both physical pain and psychological distress from the disfigurement.']	(700, 918)	FALSE
PMC3789799.nxml.gz	6	['Congenital spine deformities occur with an approximate frequency of 0.5–1 per 1000 live births (Sparrow et al.']	(919, 1029)	FALSE
PMC3789799.nxml.gz	7	['2011) and may arise sporadically or as the result of an underlying heritable abnormality in genes that contribute to vertebral development.']	(1030, 1169)	FALSE
PMC3789799.nxml.gz	8	['Although there is evidence that the embryonic environment, including oxygen tension, exposure to teratogens, and prenatal vitamin deficiencies, can all contribute to congenital defects (Hensinger 2009), the genetic contribution to the pathogenesis of vertebral malformation syndromes is less understood.']	(1170, 1473)	TRUE
PMC3789799.nxml.gz	9	['This is largely attributable to the fact that, in humans, vertebral malformation syndromes often represent a sporadic occurrence within a family and traditional linkage analysis to identify the chromosomal regions responsible for these defects is often not possible.']	(1474, 1740)	FALSE
PMC3789799.nxml.gz	10	['As a result, the genetic etiology of many congenital vertebral malformation syndromes remains unknown.']	(1741, 1843)	FALSE
PMC3789799.nxml.gz	11	['However, familial occurrences (Miller et al.']	(1844, 1888)	FALSE
PMC3789799.nxml.gz	12	['2006;Wynne-Davies 1975) and twin studies (Kesling and Reinker 1997) have shown that the cause of spinal deformities, including scoliosis and kyphosis, can have a genetic component.']	(1889, 2069)	FALSE
PMC3789799.nxml.gz	13	['Using model organisms and using a phenotype-driven approach to identify causal genes underlying spinal deformities can overcome some of the limitations to studying the genetic basis of these syndromes.']	(2070, 2271)	FALSE
PMC3789799.nxml.gz	14	['Mouse models have contributed greatly to our understanding of molecular embryonic development, including vertebral formation and segmentation (Sparrow et al.']	(2272, 2429)	TRUE
PMC3789799.nxml.gz	15	['2011), and the use of forward genetics screens has been shown to be a valuable tool for the discovery of mutations that are important during skeletogenesis in the mouse (Mohan et al.']	(2430, 2612)	FALSE
PMC3789799.nxml.gz	16	['2008).']	(2613, 2619)	FALSE
PMC3789799.nxml.gz	17	['N -ethyl- N -nitrosourea (ENU) is a chemical mutagen that introduces random point mutations into the mouse genome that, together with positional cloning or exome sequencing, permits the identification of phenotype–genotype relationships in an unbiased manner (Probst and Justice 2010).']	(2620, 2905)	TRUE
PMC3789799.nxml.gz	18	['In this article, we report the identification of two mutations affecting skeletal morphology, skeletal morphology 1 ( skm1 ) and skeletal morphology 2 ( Skm2 ), in a recessive ENU mutagenesis screen for infectious disease susceptibility.']	(2906, 3143)	TRUE
PMC3789799.nxml.gz	19	['Homozygous Skm1 mice show kyphosis or an elongated torso and homozygous Skm2 mice exhibit shortened stature, scoliosis, and lordosis.']	(3144, 3277)	FALSE
PMC3789799.nxml.gz	20	['We show that Skm1 and Skm2 mice carry a missense mutation in the Npr3 and Flnb genes, respectively.']	(3278, 3377)	FALSE
PMC3789799.nxml.gz	21	['These mutants provide important tools for the study of skeletal malformation disorders that result from the loss of a functional Npr3 or Flnb gene.']	(3378, 3525)	FALSE
PMC3789799.nxml.gz	22	['Materials and Methods\n\nMice\nThe 129S1/SvImJ (129S1) males, 129X1/SvJ (129X1) females, and DBA/2J mice were purchased from the Jackson Laboratory (Bar Harbor, ME) at age 6 wk.']	(3527, 3701)	FALSE
PMC3789799.nxml.gz	23	['Mice were housed at the McGill University Life Sciences Centre Animal Facility in accordance with the guidelines specified by the Canadian Council on Animal Care.']	(3702, 3864)	FALSE
PMC3789799.nxml.gz	24	['The Animal Use Protocol was approved by the McGill University Animal Care Committee.']	(3865, 3949)	FALSE
PMC3789799.nxml.gz	25	['ENU mutagenesis\nMale 129S1 mice received one intraperitoneal injection of ENU at a dose of 150 mg/kg at age 8–12 wk.']	(3951, 4067)	TRUE
PMC3789799.nxml.gz	26	['Infertility of the mutagenized mice was confirmed after treatment and mice were allowed 8–12 wk to recover fertility and then were bred to 129X1 females.']	(4068, 4221)	FALSE
PMC3789799.nxml.gz	27	['Mice were outcrossed to DBA/2J at the first generation (G1) to facilitate mapping using a panel of markers polymorphic between 129S1 and DBA/2J strains, and second generation (G2) progeny were backcrossed to G1 mice to generate homozygosity.']	(4222, 4463)	TRUE
PMC3789799.nxml.gz	28	['Mice with visible abnormalities in the third generation (G3) were kept for further analysis.']	(4464, 4556)	FALSE
PMC3789799.nxml.gz	29	['Genotyping/mapping\nDNA was isolated from tail biopsy specimens using overnight digestion in a lysis buffer containing proteinase K (10 \u2009nM Tris, 2 \u2009mM EDTA, 0.5% SDS, 0.4 \u2009M NaCl, and 0.2 \u2009mg/ml proteinase K), followed by a phenol/chloroform extraction.']	(4558, 4811)	TRUE
PMC3789799.nxml.gz	30	['The genome scan was conducted using an Illumina Mouse Medium density SNP panel (Genetic Analysis Facility, Centre for Applied Genomics, Hospital for Sick Children, Toronto, ON).']	(4812, 4989)	FALSE
PMC3789799.nxml.gz	31	['Chromosome distances were established using NCBI build 37.1.']	(4990, 5050)	FALSE
PMC3789799.nxml.gz	32	['Genetic analysis\nJ/QTL software (http://churchill.jax.org/software/jqtl.shtml) was used to calculate LOD scores for the whole-genome SNP analysis.']	(5052, 5198)	FALSE
PMC3789799.nxml.gz	33	['The software assembled a genetic map from the SNP data using the settings of binary model, expectation-maximum algorithm, and 1000 permutations.']	(5199, 5343)	FALSE
PMC3789799.nxml.gz	34	['Sequence analysis\nExons of candidate genes were sequenced for wild-type and mutant mice, as well as parental controls, at the McGill University and Génome Québec Innovation Centre.']	(5345, 5525)	FALSE
PMC3789799.nxml.gz	35	['X-ray measurement\nMice (age approximately 7 wk) were anesthetized using a combination of 100 mg/kg ketamine HCl, 10 mg/kg xyaline HCl, and 3 mg/kg acepromazine administered by subcutaneous injection and radiographs were performed using a Faxitron (Hewlett Packard, Palo Alto, CA).']	(5527, 5807)	TRUE
