PMC2722408.nxml.gz-1023,"[['6696'], ['6700'], 'Thus', 'thus', 'PROBABLE_UNDERSTANDING', 'PMC2722408.nxml.gz_42']"
PMC2722408.nxml.gz-105,"[['16698'], ['16706'], 'at least', 'at_least', 'PROBABLE_UNDERSTANDING', 'PMC2722408.nxml.gz_104']"
PMC2722408.nxml.gz-1140,"[['21293'], ['21299'], 'chance', 'chance', 'PROBABLE_UNDERSTANDING', 'PMC2722408.nxml.gz_129']"
PMC2722408.nxml.gz-1142,"[['16971'], ['16976'], 'leads', 'probable_understanding', 'probable_understanding', 'PMC2722408.nxml.gz_105']"
PMC2722408.nxml.gz-1144,"[['12510'], ['12521'], 'more common', 'more_common', 'PROBABLE_UNDERSTANDING', 'PMC2722408.nxml.gz_76']"
PMC2722408.nxml.gz-121,"[['8164'], ['8171'], 'because', 'probable_understanding', 'probable_understanding', 'PMC2722408.nxml.gz_49']"
PMC2722408.nxml.gz-1214,"[['564'], ['573'], 'considers', 'considers', 'PROBABLE_UNDERSTANDING', 'PMC2722408.nxml.gz_3']"
PMC2722408.nxml.gz-211,"[['23705'], ['23716'], 'consequence', 'consequence', 'PROBABLE_UNDERSTANDING', 'PMC2722408.nxml.gz_145']"
PMC2722408.nxml.gz-348,"[['14932'], ['14944'], 'evolved from', 'probable_understanding', 'probable_understanding', 'PMC2722408.nxml.gz_91']"
PMC2722408.nxml.gz-401,"[['22807'], ['22812'], 'focus', 'probable_understanding', 'probable_understanding', 'PMC2722408.nxml.gz_140']"
PMC2722408.nxml.gz-405,"[['10564'], ['10579'], 'For this reason', 'for_this_reason', 'PROBABLE_UNDERSTANDING', 'PMC2722408.nxml.gz_64']"
PMC2722408.nxml.gz-41,"[['818'], ['820'], 'As', 'as', 'PROBABLE_UNDERSTANDING', 'PMC2722408.nxml.gz_6']"
PMC2722408.nxml.gz-43547,"[['4105'], ['4114'], 'typically', 'probable_understanding', 'probable_understanding', 'PMC2722408.nxml.gz_29']"
PMC2722408.nxml.gz-43551,"[['5058'], ['5080'], 'could not be explained', 'probable_understanding', 'probable_understanding', 'PMC2722408.nxml.gz_33']"
PMC2722408.nxml.gz-43555,"[['6910'], ['6919'], 'typically', 'probable_understanding', 'probable_understanding', 'PMC2722408.nxml.gz_43']"
PMC2722408.nxml.gz-43567,"[['15565'], ['15574'], 'typically', 'probable_understanding', 'probable_understanding', 'PMC2722408.nxml.gz_95']"
PMC2722408.nxml.gz-43581,"[['18641'], ['18650'], 'typically', 'probable_understanding', 'probable_understanding', 'PMC2722408.nxml.gz_114']"
PMC2722408.nxml.gz-580,"[['1921'], ['1928'], 'lead to', 'probable_understanding', 'probable_understanding', 'PMC2722408.nxml.gz_13']"
PMC2722408.nxml.gz-584,"[['14535'], ['14542'], 'lead to', 'probable_understanding', 'probable_understanding', 'PMC2722408.nxml.gz_88']"
