PMC4231606.nxml.gz-125,"[['7338'], ['7346'], 'based on', 'probable_understanding', 'probable_understanding', 'PMC4231606.nxml.gz_52']"
PMC4231606.nxml.gz-127,"[['7384'], ['7392'], 'based on', 'probable_understanding', 'probable_understanding', 'PMC4231606.nxml.gz_52']"
PMC4231606.nxml.gz-131,"[['24064'], ['24072'], 'Based on', 'probable_understanding', 'probable_understanding', 'PMC4231606.nxml.gz_153']"
PMC4231606.nxml.gz-13702,"[['1518'], ['1528'], 'thresholds', 'probable_understanding', 'probable_understanding', 'PMC4231606.nxml.gz_12']"
PMC4231606.nxml.gz-13704,"[['7251'], ['7261'], 'thresholds', 'probable_understanding', 'probable_understanding', 'PMC4231606.nxml.gz_52']"
PMC4231606.nxml.gz-13706,"[['7447'], ['7456'], 'threshold', 'probable_understanding', 'probable_understanding', 'PMC4231606.nxml.gz_52']"
PMC4231606.nxml.gz-13776,"[['23968'], ['23976'], 'provided', 'probable_understanding', 'probable_understanding', 'PMC4231606.nxml.gz_152']"
PMC4231606.nxml.gz-13778,"[['24104'], ['24112'], 'conclude', 'probable_understanding', 'probable_understanding', 'PMC4231606.nxml.gz_153']"
PMC4231606.nxml.gz-13782,"[['24461'], ['24466'], 'clear', 'probable_understanding', 'probable_understanding', 'PMC4231606.nxml.gz_155']"
PMC4231606.nxml.gz-13888,"[['15809'], ['15818'], 'threshold', 'probable_understanding', 'probable_understanding', 'PMC4231606.nxml.gz_98']"
PMC4231606.nxml.gz-13890,"[['15899'], ['15908'], 'threshold', 'probable_understanding', 'probable_understanding', 'PMC4231606.nxml.gz_99']"
PMC4231606.nxml.gz-13922,"[['19837'], ['19841'], 'odds', 'probable_understanding', 'probable_understanding', 'PMC4231606.nxml.gz_118']"
PMC4231606.nxml.gz-193,"[['23831'], ['23844'], 'comprehensive', 'comprehensive', 'PROBABLE_UNDERSTANDING', 'PMC4231606.nxml.gz_151']"
PMC4231606.nxml.gz-27,"[['2259'], ['2261'], 'as', 'as', 'PROBABLE_UNDERSTANDING', 'PMC4231606.nxml.gz_17']"
PMC4231606.nxml.gz-289,"[['21313'], ['21321'], 'expected', 'probable_understanding', 'probable_understanding', 'PMC4231606.nxml.gz_128']"
PMC4231606.nxml.gz-29,"[['3804'], ['3806'], 'as', 'as', 'PROBABLE_UNDERSTANDING', 'PMC4231606.nxml.gz_30']"
PMC4231606.nxml.gz-291,"[['23471'], ['23481'], 'explaining', 'explaining', 'PROBABLE_UNDERSTANDING', 'PMC4231606.nxml.gz_147']"
PMC4231606.nxml.gz-31,"[['4357'], ['4359'], 'as', 'as', 'PROBABLE_UNDERSTANDING', 'PMC4231606.nxml.gz_34']"
PMC4231606.nxml.gz-327,"[['2524'], ['2533'], 'generally', 'generally', 'PROBABLE_UNDERSTANDING', 'PMC4231606.nxml.gz_19']"
PMC4231606.nxml.gz-37,"[['8960'], ['8962'], 'As', 'as', 'PROBABLE_UNDERSTANDING', 'PMC4231606.nxml.gz_66']"
PMC4231606.nxml.gz-372,"[['4189'], ['4199'], 'In general', 'in_general', 'PROBABLE_UNDERSTANDING', 'PMC4231606.nxml.gz_33']"
PMC4231606.nxml.gz-428,"[['1469'], ['1475'], 'likely', 'likely', 'PROBABLE_UNDERSTANDING', 'PMC4231606.nxml.gz_12']"
PMC4231606.nxml.gz-430,"[['2064'], ['2070'], 'likely', 'likely', 'PROBABLE_UNDERSTANDING', 'PMC4231606.nxml.gz_16']"
PMC4231606.nxml.gz-432,"[['15739'], ['15745'], 'likely', 'likely', 'PROBABLE_UNDERSTANDING', 'PMC4231606.nxml.gz_97']"
PMC4231606.nxml.gz-434,"[['16881'], ['16887'], 'likely', 'likely', 'PROBABLE_UNDERSTANDING', 'PMC4231606.nxml.gz_105']"
PMC4231606.nxml.gz-436,"[['16956'], ['16962'], 'likely', 'likely', 'PROBABLE_UNDERSTANDING', 'PMC4231606.nxml.gz_105']"
PMC4231606.nxml.gz-438,"[['19725'], ['19731'], 'likely', 'likely', 'PROBABLE_UNDERSTANDING', 'PMC4231606.nxml.gz_118']"
PMC4231606.nxml.gz-440,"[['21973'], ['21979'], 'likely', 'likely', 'PROBABLE_UNDERSTANDING', 'PMC4231606.nxml.gz_133']"
PMC4231606.nxml.gz-442,"[['24281'], ['24287'], 'likely', 'likely', 'PROBABLE_UNDERSTANDING', 'PMC4231606.nxml.gz_154']"
PMC4231606.nxml.gz-452,"[['23246'], ['23254'], 'majority', 'majority', 'PROBABLE_UNDERSTANDING', 'PMC4231606.nxml.gz_145']"
PMC4231606.nxml.gz-47,"[['19687'], ['19689'], 'as', 'as', 'PROBABLE_UNDERSTANDING', 'PMC4231606.nxml.gz_118']"
PMC4231606.nxml.gz-490,"[['2679'], ['2683'], 'most', 'most', 'PROBABLE_UNDERSTANDING', 'PMC4231606.nxml.gz_20']"
