PMC5030620.nxml.gz-1076,"[['63282'], ['63291'], 'variation', 'variation', 'DIFFICULT_TASK', 'PMC5030620.nxml.gz_345']"
PMC5030620.nxml.gz-1083,"[['63496'], ['63508'], 'considerable', 'difficult_task', 'difficult_task', 'PMC5030620.nxml.gz_346']"
PMC5030620.nxml.gz-1084,"[['63542'], ['63551'], 'variation', 'variation', 'DIFFICULT_TASK', 'PMC5030620.nxml.gz_346']"
PMC5030620.nxml.gz-1087,"[['63631'], ['63642'], 'challenging', 'challenging', 'DIFFICULT_TASK', 'PMC5030620.nxml.gz_346']"
PMC5030620.nxml.gz-1092,"[['63688'], ['63697'], 'variation', 'variation', 'DIFFICULT_TASK', 'PMC5030620.nxml.gz_347']"
PMC5030620.nxml.gz-1158,"[['65848'], ['65862'], 'rarely able to', 'difficult_task', 'difficult_task', 'PMC5030620.nxml.gz_357']"
PMC5030620.nxml.gz-1307,"[['72893'], ['72897'], 'vary', 'vary', 'DIFFICULT_TASK', 'PMC5030620.nxml.gz_385']"
PMC5030620.nxml.gz-1327,"[['73493'], ['73503'], 'unworkable', 'difficult_task', 'difficult_task', 'PMC5030620.nxml.gz_388']"
PMC5030620.nxml.gz-1328,"[['73509'], ['73518'], 'unethical', 'difficult_task', 'difficult_task', 'PMC5030620.nxml.gz_388']"
PMC5030620.nxml.gz-1351,"[['74338', '74345'], ['74341', '74360'], 'not ... straightforward', 'difficult_task', 'difficult_task', 'PMC5030620.nxml.gz_394']"
PMC5030620.nxml.gz-1403,"[['75768'], ['75778'], 'challenges', 'challenges', 'DIFFICULT_TASK', 'PMC5030620.nxml.gz_401']"
PMC5030620.nxml.gz-242,"[['21264'], ['21271'], 'complex', 'complex', 'DIFFICULT_TASK', 'PMC5030620.nxml.gz_109']"
PMC5030620.nxml.gz-247,"[['21467'], ['21474'], 'variety', 'variety', 'DIFFICULT_TASK', 'PMC5030620.nxml.gz_110']"
PMC5030620.nxml.gz-546,"[['38205'], ['38216'], 'complicated', 'complicated', 'DIFFICULT_TASK', 'PMC5030620.nxml.gz_194']"
PMC5030620.nxml.gz-556,"[['38512'], ['38523'], 'challenging', 'challenging', 'DIFFICULT_TASK', 'PMC5030620.nxml.gz_195']"
PMC5030620.nxml.gz-614,"[['40487'], ['40497'], 'variations', 'variations', 'DIFFICULT_TASK', 'PMC5030620.nxml.gz_205']"
PMC5030620.nxml.gz-68,"[['2623'], ['2630'], 'complex', 'complex', 'DIFFICULT_TASK', 'PMC5030620.nxml.gz_12']"
PMC5030620.nxml.gz-716,"[['51126'], ['51135'], 'difficult', 'difficult', 'DIFFICULT_TASK', 'PMC5030620.nxml.gz_269']"
PMC5030620.nxml.gz-748,"[['52469'], ['52480'], 'complicated', 'complicated', 'DIFFICULT_TASK', 'PMC5030620.nxml.gz_275']"
PMC5030620.nxml.gz-762,"[['53117'], ['53124'], 'complex', 'complex', 'DIFFICULT_TASK', 'PMC5030620.nxml.gz_277']"
PMC5030620.nxml.gz-798,"[['54238'], ['54248'], 'restricted', 'difficult_task', 'difficult_task', 'PMC5030620.nxml.gz_282']"
PMC5030620.nxml.gz-804,"[['54493'], ['54503'], 'restricted', 'difficult_task', 'difficult_task', 'PMC5030620.nxml.gz_284']"
PMC5030620.nxml.gz-876,"[['56730'], ['56736'], 'failed', 'failed', 'DIFFICULT_TASK', 'PMC5030620.nxml.gz_298']"
PMC5030620.nxml.gz-892,"[['57175', '57186'], ['57178', '57190'], 'not ... easy', 'difficult_task', 'difficult_task', 'PMC5030620.nxml.gz_300']"
PMC5030620.nxml.gz-905,"[['57471'], ['57475'], 'vary', 'vary', 'DIFFICULT_TASK', 'PMC5030620.nxml.gz_303']"
