PMC3828574.nxml.gz-2012,"[['16953'], ['16962'], 'variation', 'variation', 'DIFFICULT_TASK', 'PMC3828574.nxml.gz_82']"
PMC3828574.nxml.gz-301,"[['14956'], ['14962'], 'cannot', 'cannot', 'DIFFICULT_TASK', 'PMC3828574.nxml.gz_72']"
PMC3828574.nxml.gz-307,"[['18394'], ['18401'], 'complex', 'complex', 'DIFFICULT_TASK', 'PMC3828574.nxml.gz_91']"
PMC3828574.nxml.gz-309,"[['15156'], ['15166'], 'complexity', 'complexity', 'DIFFICULT_TASK', 'PMC3828574.nxml.gz_73']"
PMC3828574.nxml.gz-45554,"[['6127'], ['6136'], 'attempted', 'difficult_task', 'difficult_task', 'PMC3828574.nxml.gz_30']"
PMC3828574.nxml.gz-45597,"[['26210'], ['26220'], 'innovation', 'difficult_task', 'difficult_task', 'PMC3828574.nxml.gz_121']"
PMC3828574.nxml.gz-45673,"[['46840'], ['46851'], 'innovations', 'difficult_task', 'difficult_task', 'PMC3828574.nxml.gz_221']"
PMC3828574.nxml.gz-45677,"[['46995'], ['47004'], 'ambitious', 'difficult_task', 'difficult_task', 'PMC3828574.nxml.gz_223']"
PMC3828574.nxml.gz-45685,"[['50761'], ['50771'], 'innovative', 'difficult_task', 'difficult_task', 'PMC3828574.nxml.gz_240']"
PMC3828574.nxml.gz-45689,"[['52739'], ['52749'], 'innovative', 'difficult_task', 'difficult_task', 'PMC3828574.nxml.gz_251']"
PMC3828574.nxml.gz-45699,"[['54994'], ['55004'], 'innovation', 'difficult_task', 'difficult_task', 'PMC3828574.nxml.gz_265']"
PMC3828574.nxml.gz-631,"[['24726'], ['24732'], 'failed', 'failed', 'DIFFICULT_TASK', 'PMC3828574.nxml.gz_113']"
