PMC4377896.nxml.gz-110,"[['14088'], ['14101'], 'heterogeneous', 'heterogeneous', 'DIFFICULT_TASK', 'PMC4377896.nxml.gz_57']"
PMC4377896.nxml.gz-112,"[['14270'], ['14278'], 'differed', 'difficult_task', 'difficult_task', 'PMC4377896.nxml.gz_58']"
PMC4377896.nxml.gz-115,"[['14315'], ['14328'], 'heterogeneity', 'heterogeneity', 'DIFFICULT_TASK', 'PMC4377896.nxml.gz_59']"
PMC4377896.nxml.gz-17,"[['1207'], ['1220'], 'heterogeneity', 'heterogeneity', 'DIFFICULT_TASK', 'PMC4377896.nxml.gz_8']"
PMC4377896.nxml.gz-175,"[['18666'], ['18673'], 'variety', 'variety', 'DIFFICULT_TASK', 'PMC4377896.nxml.gz_82']"
PMC4377896.nxml.gz-179,"[['18784'], ['18788'], 'vary', 'vary', 'DIFFICULT_TASK', 'PMC4377896.nxml.gz_82']"
PMC4377896.nxml.gz-234,"[['20620'], ['20628'], 'prevents', 'difficult_task', 'difficult_task', 'PMC4377896.nxml.gz_102']"
PMC4377896.nxml.gz-242,"[['20846'], ['20856'], 'difficulty', 'difficulty', 'DIFFICULT_TASK', 'PMC4377896.nxml.gz_103']"
PMC4377896.nxml.gz-255,"[['21532'], ['21543'], 'variability', 'variability', 'DIFFICULT_TASK', 'PMC4377896.nxml.gz_108']"
PMC4377896.nxml.gz-257,"[['21668'], ['21680'], 'difficulties', 'difficulties', 'DIFFICULT_TASK', 'PMC4377896.nxml.gz_109']"
PMC4377896.nxml.gz-320,"[['24226'], ['24233'], 'varying', 'difficult_task', 'difficult_task', 'PMC4377896.nxml.gz_138']"
