PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	IGNORANCE_CLASSIFICATION
PMC2885310.nxml.gz	0	['Glucose intolerance and gestational diabetes risk in relation to sleep duration and snoring during pregnancy: a pilot study\n\nAbstract\n\nBackground\nInsufficient sleep and poor sleep quality, considered endemic in modern society, are associated with obesity, impaired glucose tolerance and diabetes.']	(0, 296)	FALSE
PMC2885310.nxml.gz	1	['Little, however, is known about the consequences of insufficient sleep and poor sleep quality during pregnancy on glucose tolerance and gestational diabetes.']	(297, 454)	FALSE
PMC2885310.nxml.gz	2	['Methods\nA cohort of 1,290 women was interviewed during early pregnancy.']	(456, 527)	FALSE
PMC2885310.nxml.gz	3	['We collected information about sleep duration and snoring during early pregnancy.']	(528, 609)	FALSE
PMC2885310.nxml.gz	4	['Results from screening and diagnostic testing for gestational diabetes mellitus (GDM) were abstracted from medical records.']	(610, 733)	FALSE
PMC2885310.nxml.gz	5	['Generalized linear models were fitted to derive relative risk (RR) and 95% confidence intervals (95% CIs) of GDM associated with sleep duration and snoring, respectively.']	(734, 904)	FALSE
PMC2885310.nxml.gz	6	['Results\nAfter adjusting for maternal age and race/ethnicity, GDM risk was increased among women sleeping ≤ 4 hours compared with those sleeping 9 hours per night (RR = 5.56; 95% CI 1.31-23.69).']	(906, 1099)	FALSE
PMC2885310.nxml.gz	7	['The corresponding RR for lean women (<25 kg/m2) was 3.23 (95% CI 0.34-30.41) and 9.83 (95% CI 1.12-86.32) for overweight women (≥ 25 kg/m2).']	(1100, 1240)	FALSE
PMC2885310.nxml.gz	8	['Overall, snoring was associated with a 1.86-fold increased risk of GDM (RR = 1.86; 95% CI 0.88-3.94).']	(1241, 1342)	FALSE
PMC2885310.nxml.gz	9	['The risk of GDM was particularly elevated among overweight women who snored.']	(1343, 1419)	FALSE
PMC2885310.nxml.gz	10	['Compared with lean women who did not snore, those who were overweight and snored had a 6.9-fold increased risk of GDM (95% CI 2.87-16.6).']	(1420, 1557)	FALSE
PMC2885310.nxml.gz	11	['Conclusions\nThese preliminary findings suggest associations of short sleep duration and snoring with glucose intolerance and GDM.']	(1559, 1688)	FALSE
PMC2885310.nxml.gz	12	['Though consistent with studies of men and non-pregnant women, larger studies that include objective measures of sleep duration, quality and apnea are needed to obtain more precise estimates of observed associations.']	(1689, 1904)	FALSE
PMC2885310.nxml.gz	13	['Background\nInsufficient sleep duration and poor sleep quality are considered to be endemic in modern society.']	(1906, 2015)	FALSE
PMC2885310.nxml.gz	14	['Findings from epidemiological and animal experimental studies indicate that chronic partial sleep loss is associated with increased risks of obesity and a myriad of obesity-related disorders including impaired glucose tolerance, hypertension, diabetes, metabolic syndrome, coronary heart disease, stroke and premature mortality [1-8].']	(2016, 2350)	FALSE
PMC2885310.nxml.gz	15	['The impact of short sleep duration on the risk of diabetes has been shown in several epidemiological studies, with significant increases in the incidence of diabetes among individuals who report habitual short sleep duration and those who report having difficulty maintaining sleep [4,9-11].']	(2351, 2642)	FALSE
PMC2885310.nxml.gz	16	['Moreover, accumulating evidence link habitual snoring and sleep apnea, both part of a spectrum of sleep-related breathing disorders, with cardiometabolic abnormalities that include hypertension, dyslipidemia, obesity, hyperglycemia, insulin resistance and type 2 diabetes [2,7,12-15].']	(2643, 2927)	FALSE
PMC2885310.nxml.gz	17	['Although the exact mechanisms underlying these associations have yet to be fully elucidated, evidence from experimental studies suggest that insufficient sleep and sleep fragmentation result in metabolic and neuroendocrine alterations, particularly alterations in the hypothalamic-pituitary adrenal (HPA) axis, that may contribute to the development of impaired glucose tolerance, insulin resistance and type 2 diabetes mellitus [16-20].']	(2928, 3365)	FALSE
PMC2885310.nxml.gz	18	['Moreover, experimental studies in humans [21,22] and animals [23,24] have demonstrated that intermittent hypoxia, known to occur in sleep apnea, exerts adverse effects on glucose metabolism.']	(3366, 3556)	FALSE
PMC2885310.nxml.gz	19	['Most sleep studies, however, have excluded pregnant women; hence very little is known about how insufficient sleep and sleep disordered breathing during gestation contribute to increased risks of medical complications of pregnancy including gestational diabetes mellitus (GDM).']	(3557, 3834)	FALSE
PMC2885310.nxml.gz	20	['To the best of our knowledge no one has evaluated the impact of sleep duration and snoring on maternal glucose metabolism in pregnancy.']	(3835, 3970)	FALSE
PMC2885310.nxml.gz	21	['In this pilot study, we assessed associations of maternal self-reported sleep duration and snoring during early pregnancy with glucose intolerance and a diagnosis of GDM later in pregnancy.']	(3971, 4160)	TRUE
PMC2885310.nxml.gz	22	['We analyzed maternal plasma glucose concentrations 1 hour after a 50-gram oral glucose challenge as part of routine mid-pregnancy screening for GDM.']	(4161, 4309)	FALSE
PMC2885310.nxml.gz	23	['We hypothesized that maternal habitual short sleep duration and snoring during early pregnancy were positively associated with post load glucose concentrations later in pregnancy and with an increased risk of clinically diagnosed GDM.']	(4310, 4544)	FALSE
PMC2885310.nxml.gz	24	['Methods\n\nStudy population and setting\nThis preliminary (pilot) study is based on data collected from a cohort of women attending prenatal care clinics affiliated with Swedish Medical Center in Seattle, Washington.']	(4546, 4759)	TRUE
PMC2885310.nxml.gz	25	['The cohort study was designed to evaluate the influence of maternal diet, physical activity and the other life style factors on the occurrence of preeclampsia, gestational diabetes mellitus and other adverse pregnancy outcomes.']	(4760, 4987)	TRUE
PMC2885310.nxml.gz	26	['Eligible women initiated prenatal care before 20 weeks gestation, were 18 years of age or older, could speak and read English, and planned to carry the pregnancy to term and to deliver at either hospital.']	(4988, 5192)	FALSE
PMC2885310.nxml.gz	27	['At 14 weeks gestation, on average, participants reported sociodemographic, behavioral, and health characteristics in a structured interview.']	(5193, 5333)	FALSE
PMC2885310.nxml.gz	28	["After delivery, study personnel abstracted data from participants' hospital labor and delivery medical records and clinic records."]	(5334, 5464)	FALSE
PMC2885310.nxml.gz	29	['Between December 2003 and July 2006, 1,393 (82%) of 1,685 approached women consented to participate.']	(5465, 5565)	FALSE
PMC2885310.nxml.gz	30	['We sequentially excluded 12 women with early pregnancy losses, 52 who were lost to follow-up, and 23 who did not complete the interview.']	(5566, 5702)	FALSE
PMC2885310.nxml.gz	31	['We also excluded 16 women with pre-gestational diabetes.']	(5703, 5759)	FALSE
PMC2885310.nxml.gz	32	['Thus, 1,290 women remained for analysis.']	(5760, 5800)	FALSE
PMC2885310.nxml.gz	33	['All study procedures were approved by the Institutional Review Board of Swedish Medical Center.']	(5801, 5896)	FALSE
PMC2885310.nxml.gz	34	['All participants provided written informed consent.']	(5897, 5948)	FALSE
PMC2885310.nxml.gz	35	['Description of covariates\nAt the time of enrollment in the study, a 45 to 60-minute structured questionnaire was administered by a trained interviewer.']	(5950, 6101)	FALSE
PMC2885310.nxml.gz	36	['Information on medical and reproductive histories and sociodemographic and lifestyle characteristics including average number of hours of sleep before and during early pregnancy was collected.']	(6102, 6294)	FALSE
