PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	IGNORANCE_CLASSIFICATION
PMC7222517	0	['"Acta Neuropathol CommunActa Neuropathol CommunActa Neuropathologica Communications2051-5960BioMed CentralLondon32404202722251793910.1186/s40478-020-00939-0ResearchTranscriptional analyses of adult and pediatric adamantinomatous craniopharyngioma reveals similar expression signatures regarding potential therapeutic targetshttp://orcid.org/0000-0001-7359-6608PrinceEricEric.Prince@CUAnschutz.edu12WhelanRos3DonsonAndrew24StaulcupSusan1HengartnerAstrid12VijmasiTrinka12AgwuChibueze5LilleheiKevin O.3ForemanNicholas K.24JohnstonJames M.6MassimiLuca78AndersonRichard C. E.9SouweidaneMark M.1011NaftelRobert P.12LimbrickDavid D.1314GrantGerald15NiaziToba N.16DudleyRoy17KilburnLindsay1819JacksonEric M.20JalloGeorge I.21GinnKevin22SmithAmy23ChernJoshua J.2425LeeAmy2627DrapeauAnnie28KriegerMark D.29HandlerMichael H.1HankinsonTodd C.12on behalf of the Advancing Treatment for Pediatric Craniopharyngioma Consortium1grid.413957.d0000 0001 0690 7621Division of Pediatric Neurosurgery, Children<U+2019>s Hospital Colorado, Aurora, USA 2Morgan Adams Foundation Pediatric Brain Tumor Research Program, Aurora, USA 3grid.430503.10000 0001 0703 675XDepartment of Neurosurgery, University of Colorado School of Medicine, Aurora, USA 4grid.413957.d0000 0001 0690 7621Division of Pediatric Neurooncology, Children<U+2019>s Hospital Colorado, Aurora, USA 5grid.4367.60000 0001 2355 7002Washington University in St. Louis, St. Louis, USA 6grid.265892.20000000106344187Division of Pediatric Neurosurgery, Department of Neurosurgery, University of Alabama at Birmhingham, Birmingham, USA 7grid.414603.4Neurochirurgia Pediatrica, Fondazione Policlinico Universitario A. Gemelli IRCCS, Roma, Italy 8grid.8142.f0000 0001 0941 3192Istituto di Neurochirurgia, Universit<U+00E0> Cattolica del Sacro Cuore, Roma, Italy 9grid.21729.3f0000000419368729Department of Neurosurgery, Columbia University, Morgan Stanley Children<U+2019>s Hospital of NewYork-Presbyterian, New York, USA 10grid.51462.340000 0001 2171 9952Department of Neurosurgery, Memorial Sloan Kettering Cancer Center, New York, USA 11grid.5386.8000000041936877XDepartment of Neurological Surgery, Weill Cornell Medical College, New York, USA 12grid.416074.00000 0004 0433 6783Department of Neurological Surgery, Vanderbilt University Medical Center, Monroe Carell Jr. Children<U+2019>s Hospital at Vanderbilt, Nashville, USA 13grid.4367.60000 0001 2355 7002Department of Pediatrics, Washington University School of Medicine, St. Louis, USA 14grid.4367.60000 0001 2355 7002Department of Neurosurgery, Washington University School of Medicine, St. Louis, USA 15grid.414123.10000 0004 0450 875XDepartment of Pediatric Neurosurgery, Lucile Packard Children<U+2019>s Hospital at Stanford University, Palo Alto, USA 16grid.415486.a0000 0000 9682 6720Department of Pediatric Neurosurgery, Nicklaus Children<U+2019>s Hospital, Miami, USA 17grid.14709.3b0000 0004 1936 8649Department of Neurosurgery, McGill University, Montreal, Canada 18grid.239560.b0000 0004 0482 1586Children<U+2019>s National Health System, Center for Cancer and Blood Disorders, Washington, DC USA 19grid.239560.b0000 0004 0482 1586Children<U+2019>s National Health System, Brain Tumor Institute, Washington, DC USA 20grid.21107.350000 0001 2171 9311Department of Neurosurgery, Johns Hopkins University School of Medicine, Baltimore, USA 21grid.413611.00000 0004 0467 2330Johns Hopkins All Children<U+2019>s Hospital, Institute of Brain Protection Sciences, St Petersburg, USA 22grid.239559.10000 0004 0415 5050The Division of Pediatric Hematology and Oncology, the Department of Pediatrics, Children<U+2019>s Mercy Hospital, Kansas City, USA 23grid.413939.50000 0004 0456 3548Department of Pediatric Hematology-Oncology, Arnold Palmer Hospital, Orlando, USA 24grid.189967.80000 0001 0941 6502Departments of Pediatrics and Neurosurgery, Emory University School of Medicine, Atlanta, USA 25grid.428158.20000 0004 0371 6071Department of Pediatric Neurosurgery, Children<U+2019>s Healthcare of Atlanta, Atlanta, USA 26grid.240741.40000 0000 9026 4165Department of Pediatric Neurosurgery, Seattle Children<U+2019>s Hospital, Seattle, USA 27grid.34477.330000000122986657Department of Neurological Surgery, University of Washington School of Medicine, Seattle, USA 28grid.240344.50000 0004 0392 3476Division of Pediatric Neurosurgery, Nationwide Children<U+2019>s Hospital, Columbus, USA 29grid.239546.f0000 0001 2153 6013Department of Neurosurgery, Children<U+2019>s Hospital Los Angeles, Los Angeles, USA 13520201352020202086827120202742020<U+00A9> The Author(s) 2020Open AccessThis article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made.']	(0, 4924)	FALSE
PMC7222517	1	["The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material."]	(4925, 5098)	FALSE
PMC7222517	2	["If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder."]	(5099, 5332)	FALSE
PMC7222517	3	['To view a copy of this licence, visit http://creativecommons.org/licenses/by/4.0/.']	(5333, 5415)	FALSE
PMC7222517	4	['The Creative Commons Public Domain Dedication waiver (http://creativecommons.org/publicdomain/zero/1.0/) applies to the data made available in this article, unless otherwise stated in a credit line to the data.']	(5416, 5626)	FALSE
PMC7222517	5	['Adamantinomatous craniopharyngioma (ACP) is a biologically benign but clinically aggressive lesion that has a significant impact on quality of life.']	(5628, 5776)	FALSE
PMC7222517	6	['The incidence of the disease has a bimodal distribution, with peaks occurring in children and older adults.']	(5777, 5884)	FALSE
PMC7222517	7	['Our group previously published the results of a transcriptome analysis of pediatric ACPs that identified several genes that were consistently overexpressed relative to other pediatric brain tumors and normal tissue.']	(5885, 6100)	FALSE
PMC7222517	8	['We now present the results of a transcriptome analysis comparing pediatric to adult ACP to identify biological differences between these groups that may provide novel therapeutic insights or support the assertion that potential therapies identified through the study of pediatric ACP may also have a role in adult ACP.']	(6101, 6419)	FALSE
PMC7222517	9	['Using our compiled transcriptome dataset of 27 pediatric and 9 adult ACPs, obtained through the Advancing Treatment for Pediatric Craniopharyngioma Consortium, we interrogated potential age-related transcriptional differences using several rigorous mathematical analyses.']	(6420, 6691)	FALSE
