PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	IGNORANCE_CLASSIFICATION
PMC4564405.nxml.gz	0	["Perceptions of antenatal care services by pregnant women attending government health centres in the Buea Health District, Cameroon: a cross sectional study\n\nAbstract\n\nIntroduction\nUser'sperception of quality of ANC services crucially impacts continuity of use of these services and hence pregnancy outcome."]	(0, 306)	TRUE
PMC4564405.nxml.gz	1	["However in our community, ANC user's perceptions of quality are not known."]	(307, 381)	FALSE
PMC4564405.nxml.gz	2	['Methods\nAn observational analytic cross-sectional study was carried out amongst pregnant women attending selected government health centres in the Buea Health District.']	(383, 551)	FALSE
PMC4564405.nxml.gz	3	['We recruited 385 consenting pregnant women for the study.']	(552, 609)	FALSE
PMC4564405.nxml.gz	4	['Demographic and clinical data were collected using structured questionnaires.']	(610, 687)	FALSE
PMC4564405.nxml.gz	5	['The data was entered into Microsoft Excel and exported toEpi-Info (Version 3.5.1) for analysis.']	(688, 783)	FALSE
PMC4564405.nxml.gz	6	['Results\nGeographical accessibility and perceived quality of care were the predominant reasons for choosing or changing a site for ANC.']	(785, 919)	FALSE
PMC4564405.nxml.gz	7	['One third of respondents (30.1%) attended a health centre out of their catchment health area with Buea Town health centre receiving the highest proportion of women out of the health area (56.8% of attendees).']	(920, 1128)	FALSE
PMC4564405.nxml.gz	8	['Knowledge about antenatal care varied and majority of respondents (96.4%) were satisfied with the antenatal services received.']	(1129, 1255)	FALSE
PMC4564405.nxml.gz	9	['However, there were elements of dissatisfaction with health centre services, poor sitting facilities, amenities, few health education talks and poor nursing skills.']	(1256, 1420)	FALSE
PMC4564405.nxml.gz	10	['High educational level (high school and university) (X2= 8.714; p = 0.01) and first time pregnancy(X2= 4.217; p= 0.04) were significantly associated with poor satisfaction.']	(1421, 1593)	FALSE
PMC4564405.nxml.gz	11	['Conclusion\nPolicy makers should implement changes in the health care delivery system taking into account the users’ preferences, more so in the light of increasing female education in Cameroon.']	(1595, 1788)	FALSE
PMC4564405.nxml.gz	12	['Introduction\nThe fifth Millennium Development Goal (MDG), “Improvement of Maternal Health” [1] has Antenatal Care (ANC) coverage or attendance as a progress indicator.']	(1790, 1957)	FALSE
PMC4564405.nxml.gz	13	['ANC coverage in Cameroon in 2007 stood at 82% with 60% of pregnant women having four or more visits [2].']	(1958, 2062)	FALSE
PMC4564405.nxml.gz	14	['Maternal mortality ratio (MMR) has dropped by 47% worldwide during the past 20years.']	(2063, 2147)	FALSE
PMC4564405.nxml.gz	15	['However, in Cameroon, MMR has risen by 8 %from 680 to 872 deaths per 100 000 in the past 9 years after the initial decrease [3].']	(2148, 2276)	FALSE
PMC4564405.nxml.gz	16	['Studies on ANC in low income countries have mainly focused on monitoring quantifiable data such as the number of antennal visits during ANC [3,4] and its effects on pregnancy outcome [5].']	(2277, 2464)	FALSE
PMC4564405.nxml.gz	17	['However, the perspective is changing from one of not just needing any service to one in which quality is a key component in health care provision [6,7].']	(2465, 2617)	FALSE
PMC4564405.nxml.gz	18	['In Cameroon, there are few reported studies on the quality of ANC services rendered; meanwhile the study of consumer perceptions in relation to behavioral outcomes has been on the rise in other countries [8].']	(2618, 2826)	FALSE
PMC4564405.nxml.gz	19	["This study is therefore designed to investigate pregnant women's perception of quality of ANC services rendered in health facilities within the Buea Health District area."]	(2827, 2997)	TRUE
PMC4564405.nxml.gz	20	['Methods\nThe cross sectional study was carried out in the Buea Health District, one of the 18 health districts in the South West Region of Cameroon with an estimated population of 86,272 inhabitants [9].']	(2999, 3201)	FALSE
PMC4564405.nxml.gz	21	['The health district has a total of 25 health facilities which are inequitably distributed in terms of population coverage over the 7 health areas.']	(3202, 3348)	FALSE
PMC4564405.nxml.gz	22	['Antenatal care services are offered in all the government and in some of the private Health facilities.']	(3349, 3452)	FALSE
PMC4564405.nxml.gz	23	['Nine integrated public health centres which accounted for about two thirds of the total study population were selected as study sites.']	(3453, 3587)	FALSE
PMC4564405.nxml.gz	24	['The health centres are run by senior nurses or midwives (Head of centres) with the exception of Muea health centre which is headed by a medical doctor.']	(3588, 3739)	FALSE
PMC4564405.nxml.gz	25	['The study population were pregnant women attending ANC facilities in any of the selected sites in the Buea Health District.']	(3740, 3863)	FALSE
PMC4564405.nxml.gz	26	['Ethical clearance was obtained from the Faculty of Health Sciences’ Institutional Review Board (IRB) of the University of Buea, administrative Clearance from the Regional Delegation of Public Health of the South West Region in Buea and from the heads of the different health centres involved in the study.']	(3864, 4169)	FALSE
PMC4564405.nxml.gz	27	['All participants provided written or verbal informed consent.']	(4170, 4231)	FALSE
PMC4564405.nxml.gz	28	['With the approval from the IRB, pregnant women aged less than the legal age of consent in Cameroon (21 years) and attending antenatal care services were considered emancipated minors and thus allowed to provide consent for themselves.']	(4232, 4466)	FALSE
PMC4564405.nxml.gz	29	['Apart from the inconvenience of taking time to answer the research questionnaire, participants were not exposed to undue risk.']	(4467, 4593)	FALSE
PMC4564405.nxml.gz	30	['Confidentiality of the respondents was observed by coding questionnaires and the database was password-protected.']	(4594, 4707)	FALSE
PMC4564405.nxml.gz	31	['The women benefitted from knowledge about their care and positive notions about ANC after their interview.']	(4708, 4814)	FALSE
PMC4564405.nxml.gz	32	['Pregnant women who fulfilled the inclusion criteria (pregnant women presenting for the second or subsequent visit) and consented to participate in the study were enrolled into the study.']	(4815, 5001)	FALSE
PMC4564405.nxml.gz	33	['Women presenting for other services than ANC visits were excluded on the grounds that they did not have any experience of a particular health centre and so could not give an opinion on the ANC services.']	(5002, 5204)	FALSE
PMC4564405.nxml.gz	34	["Between 15thNovember 2011 and 15thJuly 2012, a total of 385 women were recruited into the study based on the calculated sample size using the Eng's formula [10] assuming that 50% of the women were satisfied with ANC offered them."]	(5205, 5434)	FALSE
PMC4564405.nxml.gz	35	['Volunteering women reporting for ANC planned visits at the study sites were sensitized on the purpose and the procedure of the study.']	(5435, 5568)	FALSE
PMC4564405.nxml.gz	36	['Those who consented and signed the content form were enrolled into the study.']	(5569, 5646)	FALSE
PMC4564405.nxml.gz	37	["Data was collected using a pretested interviewer-administered semi-structured questionnaire modeled according to that devised by the WHO in assessing women's perceptions about quality of care [11] and after due consultation on questionnaire design [12]."]	(5647, 5900)	FALSE
PMC4564405.nxml.gz	38	['The responses in the questionnaires were transcribed into EPIInfo version 3.5.1 database (CDC/WHO, Atlanta, USA).']	(5901, 6014)	FALSE
PMC4564405.nxml.gz	39	['Questionnaire data were systematically checked for errors during data entry by using legal values and specified ranges in Epi-info.']	(6015, 6146)	FALSE
PMC4564405.nxml.gz	40	['In addition, 10% of the questionnaires were doubled-checked by a co-investigator, different from the original data entry person.']	(6147, 6275)	FALSE
PMC4564405.nxml.gz	41	['Prior to proper analysis, the frequencies and ranges of every variable were verified for consistency with the study population.']	(6276, 6403)	FALSE
PMC4564405.nxml.gz	42	['Data analysis was done using EPI info version 3.5.1.']	(6404, 6456)	FALSE
PMC4564405.nxml.gz	43	['Software.Socio-demographic data was expressed using descriptive statistics and means (± Standard Deviation).']	(6457, 6565)	FALSE
PMC4564405.nxml.gz	44	["Perceptions about the knowledge of ANC and the service ratings for quality were compared among these different groups using the Chi-squared test to determine associations and where it was not valid, the Fisher's exact test was used."]	(6566, 6798)	FALSE
PMC4564405.nxml.gz	45	['The level of significance was designated at P\n\nResults\n\nCharacteristics of respondents\nA total of 385 participants were recruited into the study out of 399 women who were approached for informed consent.']	(6799, 7002)	FALSE
PMC4564405.nxml.gz	46	['Fourteen women withheld consent and declined to participate in the study partly because they did not have time or they did not want to answer any questions.']	(7003, 7159)	FALSE
PMC4564405.nxml.gz	47	['The characteristics of the study participants are summarized in (Table 1).']	(7160, 7234)	FALSE
PMC4564405.nxml.gz	48	['The mean age of the respondents was 25.2 years (SD 5.1).']	(7235, 7291)	FALSE
PMC4564405.nxml.gz	49	['One third of respondents were single (n=113).']	(7292, 7337)	FALSE
PMC4564405.nxml.gz	50	['The pregnancies ranged from 1 to 7, with women with the first pregnancy constituting the highest population.']	(7338, 7446)	FALSE
PMC4564405.nxml.gz	51	['Most of the women were attending their second consultation and two women were at their ninth visit.']	(7447, 7546)	FALSE
PMC4564405.nxml.gz	52	['Very few women (6%) enrolled for ANC during their first trimester of pregnancy, the median gestational age was 28 weeks (range 15 to 41 weeks).']	(7547, 7690)	FALSE
PMC4564405.nxml.gz	53	['Most of the respondents were in secondary school (n= 141, 36.5%).']	(7691, 7756)	FALSE
PMC4564405.nxml.gz	54	["Respondent's occupations varied with the highest proportion consisting of students (n = 87, 22.6%) (Figure 1)."]	(7757, 7867)	FALSE
PMC4564405.nxml.gz	55	['Caption (FIG): FIGURE 1\n\nPercentage of distribution of respondents’ occupations\n\nCaption (TABLE-WRAP): TABLE 1\n\nCharacteristics of the study populationCharacteristicFrequency n = 385Percentage (%)Mean ±SDAge group (years)15 – 207118.425.2 ±5.121 – 2515740.826 – 309825.531 – 354210.936 – 40174.4Marital StatusMarried27270.6Single11329.4Number of Pregnancy115240.8210226.535815.144210.9≥5166.8Number of visits212733.039624.945815.155915.3≥64511.7Trimester at first visitFirst trimester0030.3 ±5.6Second trimester30579.2Third trimester8020.8Educational levelPrimary10627.5Secondary20252.5Tertiary7720.0\n\nArea of residence and reasons for choice of site\nThe most attended health centres were those of Buea Road, PMI (“Prevention Maternelle et Infantile”), Muea and Buea Town (32.5%, 26.2% and 19.2% respectively).']	(7869, 8679)	FALSE
PMC4564405.nxml.gz	56	['Meanwhile, the least attended were Bonakanda and Bova health centres (0.5% and 0.3% respectively).']	(8680, 8778)	FALSE
PMC4564405.nxml.gz	57	['Two hundred and seventy (69.9%) respondents attended ANC at the health centre corresponding to their catchment health area while 30.1% attended at a different health centre out of their catchment health area (Figure 2).']	(8779, 8998)	FALSE
PMC4564405.nxml.gz	58	['Caption (FIG): FIGURE 2\n\nPercentage of respondents attending a particular health centre with respect to their health area of origin\nThe respondents’ reasons for attending ANC at their respective health centreswere accessibility, recommendation from colleague or friend, cleanliness of centre and presence of a doctor amongst others (Figure 2).Out of the 228 respondents attending subsequent ANC visits(2 or more), 127, (55.2%)of them changed their initial site of ANC visit.']	(9000, 9474)	FALSE
PMC4564405.nxml.gz	59	["Perceptions of pregnant women\nThe respondent's knowledge about ANC was evaluated using three questions."]	(9476, 9579)	FALSE
PMC4564405.nxml.gz	60	['Ninety-nine percent (99%) of the respondents affirmed that ANC was important not only for the mother but for the foetus as well.']	(9580, 9708)	FALSE
PMC4564405.nxml.gz	61	['The other two questions concerned the timing of the first visit and the total number of ANC visits.']	(9709, 9808)	FALSE
PMC4564405.nxml.gz	62	['These responses were compared to the socio-demographic characteristics; marital status, age groups, number of pregnancy (primigravidavs?2 pregnancies), number of visits and educational level (Table 2).']	(9809, 10010)	FALSE
PMC4564405.nxml.gz	63	['Women who had attended antenatal visits in their previous pregnancy thought that it was beneficial to start ANC early in pregnancy unlike those who did not have this experience and who opted for third trimester enrollment.']	(10011, 10233)	FALSE
