	PMCID	SENTENCE_NUM	SENTENCE_START	SENTENCE_END	WORD	POS_TAG	WORD_START	WORD_END
0	PMC4897523.nxml.gz	PMC4897523.nxml.gz_0	0	94	Are	NNP	0	3
1	PMC4897523.nxml.gz	PMC4897523.nxml.gz_0	0	94	Attributes	NNP	4	14
2	PMC4897523.nxml.gz	PMC4897523.nxml.gz_0	0	94	of	IN	15	17
3	PMC4897523.nxml.gz	PMC4897523.nxml.gz_0	0	94	Pregnancy	NNP	18	27
4	PMC4897523.nxml.gz	PMC4897523.nxml.gz_0	0	94	and	CC	28	31
5	PMC4897523.nxml.gz	PMC4897523.nxml.gz_0	0	94	the	DT	32	35
6	PMC4897523.nxml.gz	PMC4897523.nxml.gz_0	0	94	Delivery	NNP	36	44
7	PMC4897523.nxml.gz	PMC4897523.nxml.gz_0	0	94	Room	NNP	45	49
8	PMC4897523.nxml.gz	PMC4897523.nxml.gz_0	0	94	Experience	NNP	50	60
9	PMC4897523.nxml.gz	PMC4897523.nxml.gz_0	0	94	Related	NNP	61	68
10	PMC4897523.nxml.gz	PMC4897523.nxml.gz_0	0	94	to	TO	69	71
11	PMC4897523.nxml.gz	PMC4897523.nxml.gz_0	0	94	Development	NNP	72	83
12	PMC4897523.nxml.gz	PMC4897523.nxml.gz_0	0	94	of	IN	84	86
13	PMC4897523.nxml.gz	PMC4897523.nxml.gz_0	0	94	Autism	NNP	87	93
14	PMC4897523.nxml.gz	PMC4897523.nxml.gz_0	0	94	?	.	93	94
15	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	A	DT	95	96
16	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	Review	NNP	97	103
17	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	of	IN	104	106
18	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	the	DT	107	110
19	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	Perinatal	NNP	111	120
20	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	and	CC	121	124
21	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	Labor	NNP	125	130
22	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	Risk	NNP	131	135
23	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	Factors	NNP	136	143
24	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	and	CC	144	147
25	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	Autism	NNP	148	154
26	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	Abstract	NNP	156	164
27	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	Autism	NNP	165	171
28	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	is	VBZ	172	174
29	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	a	DT	175	176
30	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	neurodevelopmental	JJ	177	195
31	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	disorder	NN	196	204
32	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	marked	VBN	205	211
33	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	by	IN	212	214
34	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	severe	JJ	215	221
35	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	deficits	NNS	222	230
36	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	in	IN	231	233
37	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	social	JJ	234	240
38	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	communication	NN	241	254
39	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	and	CC	255	258
40	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	interactions	NNS	259	271
41	PMC4897523.nxml.gz	PMC4897523.nxml.gz_1	95	272	.	.	271	272
42	PMC4897523.nxml.gz	PMC4897523.nxml.gz_2	273	419	It	PRP	273	275
43	PMC4897523.nxml.gz	PMC4897523.nxml.gz_2	273	419	is	VBZ	276	278
44	PMC4897523.nxml.gz	PMC4897523.nxml.gz_2	273	419	a	DT	279	280
45	PMC4897523.nxml.gz	PMC4897523.nxml.gz_2	273	419	complex	JJ	281	288
46	PMC4897523.nxml.gz	PMC4897523.nxml.gz_2	273	419	condition	NN	289	298
47	PMC4897523.nxml.gz	PMC4897523.nxml.gz_2	273	419	that	WDT	299	303
48	PMC4897523.nxml.gz	PMC4897523.nxml.gz_2	273	419	lacks	VBZ	304	309
49	PMC4897523.nxml.gz	PMC4897523.nxml.gz_2	273	419	an	DT	310	312
50	PMC4897523.nxml.gz	PMC4897523.nxml.gz_2	273	419	established	VBN	313	324
51	PMC4897523.nxml.gz	PMC4897523.nxml.gz_2	273	419	preventive	NN	325	335
52	PMC4897523.nxml.gz	PMC4897523.nxml.gz_2	273	419	method	NN	336	342
53	PMC4897523.nxml.gz	PMC4897523.nxml.gz_2	273	419	,	,	342	343
54	PMC4897523.nxml.gz	PMC4897523.nxml.gz_2	273	419	warranting	VBG	344	354
55	PMC4897523.nxml.gz	PMC4897523.nxml.gz_2	273	419	a	DT	355	356
56	PMC4897523.nxml.gz	PMC4897523.nxml.gz_2	273	419	need	NN	357	361
57	PMC4897523.nxml.gz	PMC4897523.nxml.gz_2	273	419	for	IN	362	365
58	PMC4897523.nxml.gz	PMC4897523.nxml.gz_2	273	419	research	NN	366	374
59	PMC4897523.nxml.gz	PMC4897523.nxml.gz_2	273	419	to	TO	375	377
60	PMC4897523.nxml.gz	PMC4897523.nxml.gz_2	273	419	identify	VB	378	386
61	PMC4897523.nxml.gz	PMC4897523.nxml.gz_2	273	419	possible	JJ	387	395
