PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	IGNORANCE_CLASSIFICATION
PMC4327187.nxml.gz	0	['Dose-Response Effects of the Text4baby Mobile Health Program: Randomized Controlled Trial\n\nAbstract\n\nBackground\nMobile health (mHealth) is growing rapidly, but more studies are needed on how to optimize programs, including optimal timing of messaging, dose of exposure, and value of interactive features.']	(0, 304)	FALSE
PMC4327187.nxml.gz	1	['This study evaluates final outcomes of text4baby (a text message service for pregnant and postpartum women) from a randomized trial performed in a population of pregnant female soldiers and family members.']	(305, 510)	TRUE
PMC4327187.nxml.gz	2	['Objective\nThe study aims were to evaluate (1) treatment effects and (2) dose-response effects of text4baby on behavioral outcomes compared to control (no text4baby) condition.']	(512, 687)	FALSE
PMC4327187.nxml.gz	3	['Methods\nThe study was a randomized trial of text4baby at Madigan Army Medical Center.']	(689, 774)	FALSE
PMC4327187.nxml.gz	4	['Female military health beneficiaries who met inclusion criteria were eligible for the study.']	(775, 867)	FALSE
PMC4327187.nxml.gz	5	['Participants provided consent, completed a baseline questionnaire, and then were randomized to enroll in text4baby or not.']	(868, 990)	FALSE
PMC4327187.nxml.gz	6	['They were followed up at 3 time points thereafter through delivery of their baby.']	(991, 1072)	FALSE
PMC4327187.nxml.gz	7	['Generalized estimating equation models were used to evaluate outcomes.']	(1073, 1143)	FALSE
PMC4327187.nxml.gz	8	['We examined treatment effects and the effects of higher doses of text4baby messages on outcomes.']	(1144, 1240)	TRUE
PMC4327187.nxml.gz	9	['Results\nWe report descriptive statistics including dosage of text messages delivered.']	(1242, 1327)	TRUE
PMC4327187.nxml.gz	10	['The main finding was a significant effect of high exposure to text4baby on self-reported alcohol consumption postpartum (OR 0.212, 95% CI 0.046-0.973, P =.046), as measured by the question “Since you found out about your pregnancy, have you consumed alcoholic beverages?” The text4baby participants also reported lower quantities of alcohol consumed postpartum.']	(1328, 1689)	FALSE
PMC4327187.nxml.gz	11	['Conclusions\nStudies of text4baby have helped to build the mHealth evidence base.']	(1691, 1771)	FALSE
PMC4327187.nxml.gz	12	['The effects of text4baby offer lessons for future scalable mHealth programs and suggest the need to study dose-response effects of these interventions.']	(1772, 1923)	FALSE
PMC4327187.nxml.gz	13	['Introduction\nMobile health (mHealth), the use of mobile phones as a tool for health care treatment and public health behavior change, is a rapidly expanding field that has significant promise to improve public health and increase the effectiveness of disease prevention and health promotion programs [1-3].']	(1925, 2231)	FALSE
PMC4327187.nxml.gz	14	['Mobile phones are poised to be powerful tools to promote health in a number of domains and settings worldwide [4].']	(2232, 2346)	TRUE
PMC4327187.nxml.gz	15	['In particular, mHealth programs have proven effective in drug adherence, as patient reminder systems, and in some areas of areas of chronic disease management, prevention, and control [5,6].']	(2347, 2537)	FALSE
PMC4327187.nxml.gz	16	['Researchers from multiple disciplines, including population health, social sciences, computing, and engineering sciences are engaged in mHealth [1], and major government research sponsors including the National Institutes of Health and major private sponsors such as the Bill and Melinda Gates Foundation have initiatives in these areas [7-8].']	(2538, 2881)	FALSE
PMC4327187.nxml.gz	17	['Some of the best mHealth evidence comes from smoking cessation studies [9,10].']	(2882, 2960)	FALSE
PMC4327187.nxml.gz	18	['Free and colleagues [11] systematically reviewed the evidence on mHealth interventions and found that antiretroviral treatment (ART) and smoking cessation interventions had sufficient evidence of effectiveness to be considered for inclusion in health care services.']	(2961, 3226)	FALSE
PMC4327187.nxml.gz	19	['The authors noted that the ART and smoking cessation studies exhibited no evidence of bias and had significant effects on reduced viral load (ART) and biochemically validated smoking cessation [11].']	(3227, 3425)	FALSE
PMC4327187.nxml.gz	20	['Abroms and colleagues designed and evaluated the text2quit intervention, which delivers text messages using a tailored feedback approach to promote smoking cessation, and found that 11.1% of former smokers who participated in the intervention remained abstinent after 6 months compared to 5.0% among the comparison group [12].']	(3426, 3752)	TRUE
PMC4327187.nxml.gz	21	['Whitaker and colleagues [13] specifically reviewed mobile phone-based cessation interventions and found them to be effective in long-term quitting outcomes.']	(3753, 3909)	FALSE
PMC4327187.nxml.gz	22	['Although the evidence from mobile phone studies is less conclusive in these areas, preliminary research has shown promise in delivering healthy eating and active living (HEAL) interventions.']	(3910, 4100)	FALSE
PMC4327187.nxml.gz	23	['Patrick and colleagues [14] found that, compared to control, short message service (SMS) text messaging and multimedia message service (MMS) participants achieved 1.97 kg greater weight loss.']	(4101, 4292)	TRUE
PMC4327187.nxml.gz	24	['A follow-up study among overweight men also found higher weight loss using Internet and mobile phone [15].']	(4293, 4399)	FALSE
PMC4327187.nxml.gz	25	['Hurling and colleagues [16] found that an Internet and mHealth intervention among overweight adults that included reminders produced more than 2 hours more physical activity (PA) per week compared to adults with no access.']	(4400, 4622)	FALSE
PMC4327187.nxml.gz	26	['Joo and colleagues [17] found that weekly text messages about diet and PA behavior promoted weight loss.']	(4623, 4727)	TRUE
