Also	O
chemokines	O
,	O
for	O
example	O
,	O
IL	O
-	O
8	O
,	O
a	O
cytokine	O
that	O
is	O
regulated	O
on	O
activation	O
with	O
normal	O
T	O
cell	O
expressed	O
and	O
secreted	O
(	O
RANTES	O
),	O
IFN	O
-	O
γ	O
-	O
inducible	O
protein	O
10	O
,	O
and	O
monokine	O
induced	O
by	O
IFN	O
-	O
γ	O
have	O
been	O
detected	O
in	O
breast	O
milk	O
[	O
66	O
,	O
67	O
].	O

At	O
the	O
earlier	O
time	O
point	O
,	O
34	O
.	O
5	O
%	O
of	O
women	O
had	O
vitamin	O
D	O
levels	O
<	O
50	O
nmol	O
/	O
L	O
;	O
at	O
the	O
later	O
time	O
point	O
,	O
29	O
.	O
1	O
%	O
did	O
.	O

Variables	O
included	O
in	O
the	O
PSM	O
model	O
that	O
could	O
explain	O
probability	O
of	O
receiving	O
vaccination	O
were	O
selected	O
a	O
priori	O
(	O
age	O
,	O
race	O
,	O
education	O
level	O
,	O
number	O
of	O
antenatal	O
visits	O
,	O
reporting	O
at	O
least	O
one	O
chronic	O
condition	O
(	O
obesity	O
,	O
diabetes	O
,	O
asthma	O
,	O
renal	O
disease	O
,	O
liver	O
disease	O
,	O
blood	O
disease	O
,	O
neurologic	O
disease	O
)	O
and	O
because	O
of	O
a	O
crude	O
association	O
with	O
vaccination	O
and	O
/	O
or	O
birth	O
outcomes	O
(	O
type	O
of	O
fuel	O
used	O
for	O
cooking	O
,	O
number	O
of	O
people	O
in	O
the	O
household	O
,	O
reporting	O
receiving	O
at	O
least	O
one	O
tetanus	O
vaccine	O
,	O
iron	O
and	O
vitamin	O
B12	O
consumption	O
during	O
pregnancy	O
,	O
albendazole	O
consumption	O
during	O
pregnancy	O
,	O
calcium	O
consumption	O
during	O
pregnancy	O
,	O
aspirin	O
consumption	O
during	O
pregnancy	O
,	O
alcohol	O
consumption	O
before	O
pregnancy	O
,	O
body	O
mass	O
index	O
(	O
BMI	O
)	O
calculated	O
from	O
height	O
and	O
weight	O
measurements	O
taken	O
at	O
first	O
antenatal	O
visit	O
,	O
number	O
of	O
parturitions	O
).	O

The	O
results	O
of	O
the	O
LiST	O
analysis	O
found	O
that	O
84	O
%	O
of	O
premature	O
babies	O
(	O
more	O
than	O
921	O
,	O
000	O
lives	O
)	O
could	O
be	O
saved	O
in	O
2025	O
if	O
these	O
interventions	O
were	O
made	O
universally	O
available	O
(	O
95	O
%).	O

Therefore	O
,	O
the	O
adverse	O
effects	O
of	O
vitamin	O
D	O
restriction	O
during	O
kidney	O
development	O
need	O
further	O
exploration	O
.	O

Obesity	O
prevention	O
efforts	O
at	O
this	O
stage	O
of	O
development	O
have	O
typically	B
focused	O
on	O
encouraging	O
healthy	O
prenatal	O
nutrition	O
and	O
breast	O
-	O
feeding	O
;	O
however	O
,	O
interventions	O
to	O
reduce	O
maternal	O
obesity	O
during	O
pregnancy	O
have	O
been	O
limited	O
.	O

In	O
addition	O
,	O
3	O
-	O
month	O
25	O
(	O
OH	O
)	O
D	O
levels	O
were	O
not	O
closely	O
related	O
to	O
BMC	O
at	O
3	O
months	O
,	O
r	O
=	O
0	O
.	O
22	O
,	O
p	O
=	O
0	O
.	O
18	O
.	O

This	O
study	O
is	O
therefore	B
designed	O
to	O
investigate	O
pregnant	O
women	O
'	O
s	O
perception	O
of	O
quality	O
of	O
ANC	O
services	O
rendered	O
in	O
health	O
facilities	O
within	O
the	O
Buea	O
Health	O
District	O
area	O
.	O

Sunshine	O
in	O
not	O
adequate	O
in	O
many	O
parts	O
of	O
world	O
.	O

We	O
collected	O
baseline	O
demographics	O
using	O
a	O
questionnaire	O
including	O
race	O
/	O
ethnicity	O
and	O
education	O
obtained	O
data	O
from	O
the	O
medical	O
record	O
.	O

Additionally	O
,	O
16	O
(	O
6	O
.	O
1	O
%)	O
had	O
deficient	O
vitamin	O
D	O
concentrations	O
(<	O
35	O
nmol	O
/	O
L	O
).	O

INTRODUCTION	O
Diets	O
consumed	O
during	O
pregnancy	O
and	O
early	O
postnatal	O
life	O
shape	O
the	O
developmental	O
trajectory	O
of	O
the	O
offspring	O
.	O
1	O
,	O
2Although	O
vitamins	O
contribute	O
to	O
all	O
phases	O
of	O
development	O
,	O
3the	O
effects	O
of	O
multivitamin	O
consumption	O
above	O
requirements	O
(	O
but	O
at	O
non	O
-	O
toxic	O
levels	O
)	O
during	O
pregnancy	O
as	B
determinants	O
of	O
physiologic	O
