PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	IGNORANCE_CLASSIFICATION
PMC5540678.nxml.gz	0	['Maternal intake of sugar during pregnancy and childhood respiratory and\xa0atopic outcomes\n\nAbstract\nThe possible role of maternal consumption of free sugar during pregnancy in the inception of respiratory and atopic diseases has not been studied.']	(0, 244)	FALSE
PMC5540678.nxml.gz	1	['We aimed to study the relationship between maternal intake of free sugar during pregnancy and respiratory and atopic outcomes in the offspring in a population-based birth cohort, the Avon Longitudinal Study of Parents and Children.']	(245, 476)	FALSE
PMC5540678.nxml.gz	2	['We analysed associations between maternal intake of free sugar in pregnancy (estimated by a food frequency questionnaire), and current doctor-diagnosed asthma, wheezing, hay fever, eczema, atopy, serum total IgE and lung function in children aged 7–9\u2005years (n=8956 with information on maternal diet in pregnancy and at least one outcome of interest).']	(477, 827)	FALSE
PMC5540678.nxml.gz	3	['After controlling for potential confounders, maternal intake of free sugar was positively associated with atopy (OR for highest versus lowest quintile of sugar intake 1.38, 95% CI 1.06–1.78; per quintile p-trend=0.006) and atopic asthma (OR 2.01, 95% CI 1.23–3.29; per quintile p-trend=0.004).']	(828, 1121)	FALSE
PMC5540678.nxml.gz	4	['These associations were not confounded by intake of sugar in early childhood, which was unrelated to these outcomes.']	(1122, 1238)	FALSE
PMC5540678.nxml.gz	5	['Our results suggest that a higher maternal intake of free sugar during pregnancy is associated with an increased risk of atopy and atopic asthma in the offspring, independently of sugar intake in early childhood.']	(1239, 1451)	FALSE
PMC5540678.nxml.gz	6	['Abstract:SHORT\nHigher maternal intake of sugar in pregnancy may increase the risk of allergy and allergic asthma in the offspring http://ow.ly/zehc30bFswP\n\nIntroduction\nThere has been considerable interest in the role of maternal diet in pregnancy in the aetiology of childhood asthma and atopy [1].']	(1453, 1752)	FALSE
PMC5540678.nxml.gz	7	['Studies have focused particularly on the potentially beneficial effects of antioxidants, following the hypothesis that a declining intake of antioxidants in Westernised countries has led to a reduction in pulmonary antioxidant defences, and hence to an increase in prevalence of asthma and atopy in recent decades [2].']	(1753, 2071)	FALSE
PMC5540678.nxml.gz	8	['An alternative hypothesis, which has received less attention, is that the epidemic of asthma and atopy in the West could partly be explained by an increasing dietary intake of foods and constituents which may be harmful.']	(2072, 2292)	FALSE
PMC5540678.nxml.gz	9	['Between 1970 and 2000, there was a 25% increase in the per capita consumption of all refined sugars in the USA, matching a worldwide trend [3].']	(2293, 2436)	FALSE
PMC5540678.nxml.gz	10	['Current international dietary guidelines advise people to reduce their consumption of sugar, and more particularly free sugars, which comprise sugars (monosaccharides and disaccharides) added to foods or drinks by the manufacturer, cook or consumer, and sugars naturally present in honey, syrups and unsweetened fruit juices [4].']	(2437, 2766)	FALSE
PMC5540678.nxml.gz	11	['While in children a high consumption of sugar-sweetened beverages [5–7] and fruit juice [7,8] has been linked to asthma, and particularly atopic asthma [7], the relation between total maternal consumption of free sugar during pregnancy and respiratory and atopic outcomes in the offspring has not been studied.']	(2767, 3077)	FALSE
PMC5540678.nxml.gz	12	['One ecological study reported a correlation between perinatal consumption of sugar and severe childhood asthma symptoms [9], but could not specifically address maternal sugar intake in pregnancy.']	(3078, 3273)	FALSE
PMC5540678.nxml.gz	13	['A recent Danish birth cohort study investigated the relation between soft drink consumption, but not total free sugar intake, during pregnancy and childhood asthma and allergic rhinitis [10].']	(3274, 3465)	FALSE
PMC5540678.nxml.gz	14	['We have investigated whether a high intake of free sugar in pregnancy is associated with adverse respiratory and atopic outcomes in the offspring in a large population-based UK birth cohort.']	(3466, 3656)	FALSE
PMC5540678.nxml.gz	15	['Methods\n\nParticipants\nThe Avon Longitudinal Study of Parents and Children (ALSPAC) is a population-based birth cohort that recruited 14\u200a541 predominantly white pregnant women resident in Avon, UK with expected dates of delivery from April 1, 1991 to December 31, 1992.']	(3658, 3926)	FALSE
PMC5540678.nxml.gz	16	['These pregnancies resulted in 13\u200a972 singleton or twin children who were alive at 1\u2005year of age.']	(3927, 4023)	FALSE
PMC5540678.nxml.gz	17	['The cohort has been followed since birth with annual questionnaires and, since age 7\u2005years, with objective measures in annual research clinics.']	(4024, 4167)	FALSE
PMC5540678.nxml.gz	18	['The study protocol has been described previously [11,12] and further information can be found atwww.alspac.bris.ac.uk, which contains details of all the data that are available (www.bris.ac.uk/alspac/researchers/data-access/data-dictionary/).']	(4168, 4410)	FALSE
PMC5540678.nxml.gz	19	['Ethics approval was obtained from the ALSPAC Ethics and Law Committee (IRB 00003312) and the Local National Health Service Research Ethics Committees.']	(4411, 4561)	FALSE
PMC5540678.nxml.gz	20	['Exposure assessment\nData on maternal diet in pregnancy were collected by a food frequency questionnaire (FFQ) at 32\u2005weeks gestation, covering all the main foods consumed in Britain [13].']	(4563, 4749)	FALSE
PMC5540678.nxml.gz	21	['The questionnaire asked about their current weekly frequency of consumption of 43 food groups and food items.']	(4750, 4859)	FALSE
PMC5540678.nxml.gz	22	['More detailed questions were asked about daily consumption of a further eight basic foods (including sugar, coffee and tea).']	(4860, 4984)	FALSE
PMC5540678.nxml.gz	23	['The FFQ was used to estimate total energy intake and daily nutrient intake, by multiplying the daily frequency of consumption of a food by the nutrient content [14] of a standard portion [15] of that food, and summing this for all the foods consumed.']	(4985, 5235)	FALSE
PMC5540678.nxml.gz	24	['In this way free sugar intake was estimated.']	(5236, 5280)	FALSE
PMC5540678.nxml.gz	25	['Free sugar does not include lactose when naturally present in milk and milk products or the sugars contained within the cellular structure of fruits and vegetables.']	(5281, 5445)	FALSE
PMC5540678.nxml.gz	26	["Information on the child's free sugar consumption at age 3\u2005years, as well as maternal and paternal sugar consumption at 4\u2005years post-partum, was collected by a similar FFQ."]	(5446, 5618)	FALSE
PMC5540678.nxml.gz	27	['Information from a questionnaire at recruitment and from the obstetric records was used to classify women into four mutually exclusive categories: no evidence of glycosuria or diabetes, existing diabetes mellitus before the pregnancy, gestational diabetes and persistent glycosuria during pregnancy.']	(5619, 5918)	FALSE
PMC5540678.nxml.gz	28	['For the purposes of analysis we combined the last three categories to create a binary maternal “diabetes” variable (see supplementary material for further details).']	(5919, 6083)	FALSE
PMC5540678.nxml.gz	29	['Outcome assessment\n\nBinary variables\nCurrent doctor-diagnosed asthma was defined in children at age 7.5\u2005years (primary outcome) if mothers responded positively to the question “Has a doctor ever actually said that your study child has asthma?” and to one or both of the questions “Has your child had any of the following in the past 12\u2005months: wheezing with whistling; asthma?”\nCurrent wheezing, eczema and hay fever in children at age 7.5\u2005years were defined by a positive answer to the question: “Has your child had any of the following in the past 12\u2005months: wheezing with whistling; eczema; hay fever?”\nAtopy at age 7\u2005years was defined as a positive reaction (maximum diameter of any detectable weal) to Dermatophagoidespteronyssinus , cat or grass (after subtracting positive saline reactions from histamine and allergen weals, and excluding children unreactive to 1% histamine).']	(6085, 6968)	FALSE
PMC5540678.nxml.gz	30	['Categorical variables\nChildren were further classified, post hoc , according to their asthmatic/atopic status, thus defining a four-category variable (no atopy or asthma, atopy only, nonatopic asthma and atopic asthma), and according to their number of positive reactions to cat, grass and dust mite allergens (n=0, 1 and ≥2).']	(6970, 7296)	FALSE
