PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	IGNORANCE_CLASSIFICATION
PMC2727050.nxml.gz	0	['Pre- and Postnatal Nutritional Histories Influence Reproductive Maturation and Ovarian Function in the Rat\n\nAbstract\n\nBackground\nWhile prepubertal nutritional influences appear to play a role in sexual maturation, there is a need to clarify the potential contributions of maternal and childhood influences in setting the tempo of reproductive maturation.']	(0, 354)	FALSE
PMC2727050.nxml.gz	1	['In the present study we employed an established model of nutritional programming to evaluate the relative influences of prenatal and postnatal nutrition on growth and ovarian function in female offspring.']	(355, 559)	TRUE
PMC2727050.nxml.gz	2	['Methods\nPregnant Wistar rats were fed either a calorie-restricted diet, a high fat diet, or a control diet during pregnancy and/or lactation.']	(561, 702)	FALSE
PMC2727050.nxml.gz	3	['Offspring then were fed either a control or a high fat diet from the time of weaning to adulthood.']	(703, 801)	FALSE
PMC2727050.nxml.gz	4	['Pubertal age was monitored and blood samples collected in adulthood for endocrine analyses.']	(802, 893)	FALSE
PMC2727050.nxml.gz	5	["Results\nWe report that in the female rat, pubertal timing and subsequent ovarian function is influenced by the animal's nutritional status in utero , with both maternal caloric restriction and maternal high fat nutrition resulting in early pubertal onset."]	(895, 1150)	FALSE
PMC2727050.nxml.gz	6	["Depending on the offspring's nutritional history during the prenatal and lactational periods, subsequent nutrition and body weight gain did not further influence offspring reproductive tempo, which was dominated by the effect of prenatal nutrition."]	(1151, 1399)	FALSE
PMC2727050.nxml.gz	7	['Whereas maternal calorie restriction leads to early pubertal onset, it also leads to a reduction in adult progesterone levels later in life.']	(1400, 1540)	FALSE
PMC2727050.nxml.gz	8	['In contrast, we found that maternal high fat feeding which also induces early maturation in offspring was associated with elevated progesterone concentrations.']	(1541, 1700)	FALSE
PMC2727050.nxml.gz	9	['Conclusions\nThese observations are suggestive of two distinct developmental pathways leading to the acceleration of pubertal timing but with different consequences for ovarian function.']	(1702, 1887)	FALSE
PMC2727050.nxml.gz	10	['We suggest different adaptive explanations for these pathways and for their relationship to altered metabolic homeostasis.']	(1888, 2010)	FALSE
PMC2727050.nxml.gz	11	['Introduction\nThe past century has seen a dramatic decline in the age of menarche: in Europe the age of menarche has fallen from 17 to ∼12.5 years of age[1]–[5], although the rate of decline is slowing[6],[7].']	(2012, 2220)	FALSE
PMC2727050.nxml.gz	12	['This fall is usually attributed to improvements in child health and nutrition since the early 19thcentury, when the age of menarche was highest.']	(2221, 2365)	FALSE
PMC2727050.nxml.gz	13	['This led to the hypothesis that the age of menarche is directly linked to a critical degree of body fat[8]; however although prepubertal nutrition and the age of puberty are certainly associated in some way, this concept did not stand up to critical analysis of the data[9].']	(2366, 2640)	FALSE
PMC2727050.nxml.gz	14	['Data in humans suggest the possibility that complex interactions between prenatal and postnatal events influence the timing of puberty within one generation[2],[10],[11].']	(2641, 2811)	FALSE
PMC2727050.nxml.gz	15	['In the 1948 UK birth cohort, both being born smaller and accelerated weight gain in childhood led to independent and interactive effects on the age of menarche[12], and we have recently confirmed this observation in an Australian cohort[13].']	(2812, 3053)	FALSE
PMC2727050.nxml.gz	16	['Opposing influences of prenatal and postnatal growth have previously been described for adrenarche[14], central fat distribution[15]and insulin sensitivity at age 8 years[16].']	(3054, 3229)	FALSE
PMC2727050.nxml.gz	17	['In data derived from adoption studies[17],[18], young girls who migrated from underprivileged countries to developed countries entered puberty significantly earlier than girls who remained in their country of origin[19],[20], and in unrelated studies such children have shown persistent differences in ovarian function later in life[11].']	(3230, 3567)	FALSE
PMC2727050.nxml.gz	18	['It has been argued that the effects of intrauterine cues such as prenatal undernutrition on later metabolic function have an adaptive origin[21], in that they are a result of evolved processes designed to maintain reproductive fitness across a range of potential environments.']	(3568, 3844)	FALSE
PMC2727050.nxml.gz	19	['Gluckman et al .']	(3845, 3861)	FALSE
PMC2727050.nxml.gz	20	['[22]have proposed that the fetus uses nutritional signals (and/or changes in the endocrine environment) to anticipate its future energetic environment, and through developmental plasticity adjusts its phenotype accordingly[23],[24].']	(3861, 4093)	FALSE
PMC2727050.nxml.gz	21	["In this regard, developmental plasticity would confer a phenotype that is better suited for the environment and thereby increase the organism's chances of reproducing successfully."]	(4094, 4274)	FALSE
PMC2727050.nxml.gz	22	['Life history theory links earlier ages of maturation to ecological circumstances including energy availability, risks of predation and other causes of extrinsic mortality[25].']	(4275, 4450)	FALSE
PMC2727050.nxml.gz	23	['Part of an adaptive response to early life nutritional challenge might therefore be expected to be an acceleration in the age of reproductive maturation, provided that the organism can metabolically sustain earlier reproduction without further compromising its own viability.']	(4451, 4726)	FALSE
PMC2727050.nxml.gz	24	['In general, life history concepts suggest that poor nutrition or threatening circumstances in early life lead to accelerated maturation, through which the organism trades body size and longevity for earlier reproduction in a threatening environment[26].']	(4727, 4980)	FALSE
