The	O
association	O
of	O
autism	O
prevalence	O
and	O
the	O
mean	O
annual	O
precipitation	O
received	O
by	O
a	O
county	O
between	O
1987	O
and	O
2001	O
was	O
positive	O
and	O
significant	O
(	O
p	O
=	O
0	O
.	O
0034	O
;	O
95	O
%	O
confidence	O
interval	O
,	O
0	O
.	O
0018	O
–	O
0	O
.	O
0050	O
).	O

No	O
child	O
had	O
any	O
clinical	O
signs	O
of	O
endocrine	O
,	O
renal	O
or	O
cardiovascular	O
disease	O
.	O

The	O
seasonal	O
differences	O
outlined	O
in	O
the	O
studies	O
above	O
could	O
be	O
attributed	O
to	O
seasonal	O
25OHD	O
,	O
or	O
evolutionary	O
circannual	O
rhythms	O
to	O
protect	O
mother	O
and	O
fetus	O
.	O

Our	O
results	O
also	O
concur	O
with	O
findings	O
by	O
Morley	O
et	O
al	O
.	O

Visfatin	O
is	O
expressed	O
in	O
bovine	O
mammary	O
epithelial	O
cells	O
,	O
lactating	O
mammary	O
gland	O
,	O
and	O
milk	O
,	O
which	O
is	O
regulated	O
by	O
the	O
cAMP	O
pathway	O
(	O
24	O
).	O

It	O
may	O
be	O
hypothesised	O
that	O
during	O
winter	O
months	O
,	O
which	O
are	O
characterised	O
by	O
increased	O
darkness	O
,	O
women	O
may	O
be	O
exposed	O
to	O
melatonin	O
close	O
to	O
morning	O
and	O
evening	O
meals	O
,	O
reducing	O
their	O
ability	O
to	O
deal	O
with	O
carbohydrate	O
based	O
foods	O
.	O

Design	O
:	O
Within	O
-	O
randomization	O
group	O
analysis	O
of	O
the	O
Maternal	O
Vitamin	O
D	O
Osteoporosis	O
Study	O
trial	O
of	O
antenatal	O
cholecalciferol	O
supplementation	O
.	O

Caption	O
(	O
FIG	O
):	O
FIGURE	O
5	O
Arachnodactyly	O
and	O
kinked	O
tail	O
in	O
skeletal	O
morphology	O
mutant	O
1	O
(	O
Skm1	O
).	O

Moreover	O
,	O
further	B
research	I
is	O
required	O
in	O
order	O
to	O
separate	O
the	O
effects	O
of	O
polytherapy	O
from	O
the	O
baseline	O
mental	O
illness	O
,	O
as	O
well	O
as	O
the	O
genetic	O
and	O
environmental	O
confounders	O
on	O
pregnancy	O
outcome	O
,	O
particularly	O
as	O
those	O
receiving	O
psychotropic	O
polytherapy	O
may	O
suffer	O
from	O
more	O
severe	O
and	O
persistent	O
psychiatric	O
disorders	O
.	O

This	O
finding	O
is	O
partly	O
consistent	O
with	O
previous	O
studies	O
where	O
25OHD	O
concentrations	O
of	O
25	O
–	O
30	O
nmol	O
/	O
L	O
were	O
associated	O
with	O
higher	O
probability	O
of	O
SGA	O
[	O
5	O
–	O
7	O
].	O

Low	O
25	O
(	O
OH	O
)	O
D	O
levels	O
are	O
correlated	O
with	O
increased	O
bacterial	O
vaginosis	O
in	O
the	O
first	O
trimester	O
.	O

EDCs	O
with	O
measurements	O
below	O
the	O
limit	O
of	O
detection	O
(	O
LOD	O
)	O
were	O
assigned	O
LOD	O
/√	O
2	O
[	O
10	O
,	O
35	O
,	O
36	O
].	O

In	O
an	O
additional	O
analysis	O
of	O
the	O
association	O
between	O
alcohol	O
intake	O
and	O
psychotic	O
-	O
like	O
symptoms	O
,	O
we	O
categorized	O
women	O
into	O
never	O
drinkers	O
or	O
drinkers	O
,	O
and	O
used	O
drinkers	O
