PMC4037583.nxml.gz-1083,"[['14271'], ['14282'], 'significant', 'significant', 'IMPORTANT_CONSIDERATION', 'PMC4037583.nxml.gz_107']"
PMC4037583.nxml.gz-1087,"[['14734'], ['14745'], 'significant', 'significant', 'IMPORTANT_CONSIDERATION', 'PMC4037583.nxml.gz_110']"
PMC4037583.nxml.gz-1097,"[['17357'], ['17368'], 'significant', 'significant', 'IMPORTANT_CONSIDERATION', 'PMC4037583.nxml.gz_131']"
PMC4037583.nxml.gz-1105,"[['27090'], ['27101'], 'significant', 'significant', 'IMPORTANT_CONSIDERATION', 'PMC4037583.nxml.gz_194']"
PMC4037583.nxml.gz-19236,"[['22143'], ['22156'], 'complications', 'important_consideration', 'important_consideration', 'PMC4037583.nxml.gz_160']"
PMC4037583.nxml.gz-19238,"[['22171'], ['22181'], 'especially', 'important_consideration', 'important_consideration', 'PMC4037583.nxml.gz_160']"
PMC4037583.nxml.gz-218,"[['1791'], ['1798'], 'crucial', 'crucial', 'IMPORTANT_CONSIDERATION', 'PMC4037583.nxml.gz_12']"
PMC4037583.nxml.gz-256,"[['23828'], ['23839'], 'detrimental', 'detrimental', 'IMPORTANT_CONSIDERATION', 'PMC4037583.nxml.gz_173']"
PMC4037583.nxml.gz-415,"[['27102'], ['27114'], 'implications', 'implications', 'IMPORTANT_CONSIDERATION', 'PMC4037583.nxml.gz_194']"
PMC4037583.nxml.gz-417,"[['19523'], ['19532'], 'important', 'important', 'IMPORTANT_CONSIDERATION', 'PMC4037583.nxml.gz_141']"
PMC4037583.nxml.gz-419,"[['26456'], ['26465'], 'important', 'important', 'IMPORTANT_CONSIDERATION', 'PMC4037583.nxml.gz_191']"
PMC4037583.nxml.gz-467,"[['25355'], ['25358'], 'key', 'key', 'IMPORTANT_CONSIDERATION', 'PMC4037583.nxml.gz_184']"
PMC4037583.nxml.gz-489,"[['13889'], ['13894'], 'major', 'major', 'IMPORTANT_CONSIDERATION', 'PMC4037583.nxml.gz_104']"
PMC4037583.nxml.gz-57551,"[['22031'], ['22035'], 'high', 'important_consideration', 'important_consideration', 'PMC4037583.nxml.gz_160']"
PMC4037583.nxml.gz-690,"[['27119'], ['27132'], 'public health', 'public_health', 'IMPORTANT_CONSIDERATION', 'PMC4037583.nxml.gz_194']"
PMC4037583.nxml.gz-716,"[['3602'], ['3610'], 'relevant', 'relevant', 'IMPORTANT_CONSIDERATION', 'PMC4037583.nxml.gz_24']"
PMC4037583.nxml.gz-933,"[['27341'], ['27348'], 'benefit', 'benefit', 'IMPORTANT_CONSIDERATION', 'PMC4037583.nxml.gz_195']"
PMC4037583.nxml.gz-939,"[['26543'], ['26563'], 'should be emphasized', 'should_be_emphasized', 'IMPORTANT_CONSIDERATION', 'PMC4037583.nxml.gz_192']"
PMC4037583.nxml.gz-967,"[['26505'], ['26515'], 'prevalence', 'prevalence', 'IMPORTANT_CONSIDERATION', 'PMC4037583.nxml.gz_191']"
