PMC3710985.nxml.gz-1096,"[['27582'], ['27591'], 'relevance', 'relevance', 'IMPORTANT_CONSIDERATION', 'PMC3710985.nxml.gz_138']"
PMC3710985.nxml.gz-1098,"[['32504'], ['32513'], 'relevance', 'relevance', 'IMPORTANT_CONSIDERATION', 'PMC3710985.nxml.gz_162']"
PMC3710985.nxml.gz-1168,"[['33435'], ['33443'], 'required', 'required', 'IMPORTANT_CONSIDERATION', 'PMC3710985.nxml.gz_166']"
PMC3710985.nxml.gz-1178,"[['374'], ['380'], 'safety', 'safety', 'IMPORTANT_CONSIDERATION', 'PMC3710985.nxml.gz_1']"
PMC3710985.nxml.gz-1180,"[['2201'], ['2207'], 'safety', 'safety', 'IMPORTANT_CONSIDERATION', 'PMC3710985.nxml.gz_14']"
PMC3710985.nxml.gz-1182,"[['2404'], ['2410'], 'safety', 'safety', 'IMPORTANT_CONSIDERATION', 'PMC3710985.nxml.gz_15']"
PMC3710985.nxml.gz-1184,"[['2926'], ['2932'], 'safety', 'safety', 'IMPORTANT_CONSIDERATION', 'PMC3710985.nxml.gz_19']"
PMC3710985.nxml.gz-1186,"[['5916'], ['5922'], 'safety', 'safety', 'IMPORTANT_CONSIDERATION', 'PMC3710985.nxml.gz_32']"
PMC3710985.nxml.gz-1188,"[['6978'], ['6984'], 'safety', 'safety', 'IMPORTANT_CONSIDERATION', 'PMC3710985.nxml.gz_35']"
PMC3710985.nxml.gz-1190,"[['8836'], ['8842'], 'safety', 'safety', 'IMPORTANT_CONSIDERATION', 'PMC3710985.nxml.gz_39']"
PMC3710985.nxml.gz-1196,"[['33348'], ['33354'], 'safety', 'safety', 'IMPORTANT_CONSIDERATION', 'PMC3710985.nxml.gz_165']"
PMC3710985.nxml.gz-1198,"[['37381'], ['37387'], 'safety', 'safety', 'IMPORTANT_CONSIDERATION', 'PMC3710985.nxml.gz_184']"
PMC3710985.nxml.gz-1202,"[['5143'], ['5150'], 'serious', 'serious', 'IMPORTANT_CONSIDERATION', 'PMC3710985.nxml.gz_29']"
PMC3710985.nxml.gz-1394,"[['33662'], ['33668'], 'suffer', 'suffer', 'IMPORTANT_CONSIDERATION', 'PMC3710985.nxml.gz_166']"
PMC3710985.nxml.gz-1501,"[['4542'], ['4554'], 'Uncontrolled', 'important_consideration', 'important_consideration', 'PMC3710985.nxml.gz_27']"
PMC3710985.nxml.gz-1503,"[['4710'], ['4722'], 'uncontrolled', 'important_consideration', 'important_consideration', 'PMC3710985.nxml.gz_27']"
PMC3710985.nxml.gz-1596,"[['4313'], ['4323'], 'prevalence', 'prevalence', 'IMPORTANT_CONSIDERATION', 'PMC3710985.nxml.gz_27']"
PMC3710985.nxml.gz-15992,"[['5050'], ['5058'], 'profound', 'important_consideration', 'important_consideration', 'PMC3710985.nxml.gz_29']"
PMC3710985.nxml.gz-15994,"[['5166'], ['5179'], 'complications', 'important_consideration', 'important_consideration', 'PMC3710985.nxml.gz_29']"
PMC3710985.nxml.gz-15996,"[['5546'], ['5559'], 'complications', 'important_consideration', 'important_consideration', 'PMC3710985.nxml.gz_31']"
PMC3710985.nxml.gz-16002,"[['6495'], ['6507'], 'particularly', 'important_consideration', 'important_consideration', 'PMC3710985.nxml.gz_34']"
PMC3710985.nxml.gz-16012,"[['8304'], ['8311'], 'growing', 'important_consideration', 'important_consideration', 'PMC3710985.nxml.gz_38']"
PMC3710985.nxml.gz-16014,"[['8312'], ['8319'], 'concern', 'important_consideration', 'important_consideration', 'PMC3710985.nxml.gz_38']"
PMC3710985.nxml.gz-16022,"[['26363'], ['26378'], 'increased risks', 'important_consideration', 'important_consideration', 'PMC3710985.nxml.gz_132']"
PMC3710985.nxml.gz-16036,"[['30354'], ['30369'], 'increased risks', 'important_consideration', 'important_consideration', 'PMC3710985.nxml.gz_154']"
PMC3710985.nxml.gz-16065,"[['33601'], ['33613'], 'particularly', 'important_consideration', 'important_consideration', 'PMC3710985.nxml.gz_166']"
PMC3710985.nxml.gz-16077,"[['35117'], ['35129'], 'considerable', 'important_consideration', 'important_consideration', 'PMC3710985.nxml.gz_171']"
PMC3710985.nxml.gz-1658,"[['29664'], ['29668'], 'risk', 'risk', 'IMPORTANT_CONSIDERATION', 'PMC3710985.nxml.gz_152']"
PMC3710985.nxml.gz-1660,"[['30254'], ['30258'], 'risk', 'risk', 'IMPORTANT_CONSIDERATION', 'PMC3710985.nxml.gz_154']"
PMC3710985.nxml.gz-1662,"[['30832'], ['30836'], 'risk', 'risk', 'IMPORTANT_CONSIDERATION', 'PMC3710985.nxml.gz_156']"
PMC3710985.nxml.gz-1664,"[['31989'], ['31993'], 'risk', 'risk', 'IMPORTANT_CONSIDERATION', 'PMC3710985.nxml.gz_160']"
PMC3710985.nxml.gz-1696,"[['4502'], ['4507'], 'risks', 'risks', 'IMPORTANT_CONSIDERATION', 'PMC3710985.nxml.gz_27']"
