PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	IGNORANCE_CLASSIFICATION
PMC2009866.nxml.gz	0	['Oesophageal cancer studies in the Caspian Littoral of Iran: results of a case-control study.']	(0, 92)	TRUE
PMC2009866.nxml.gz	1	['Abstract\nThe results are presented of a case-control study conducted in the north of Iran.']	(94, 184)	FALSE
PMC2009866.nxml.gz	2	['The main aim was to study factors identified in a previous study as potentially causally related to cancer of the oesophagus.']	(185, 310)	FALSE
PMC2009866.nxml.gz	3	['Other tumours (lung, stomach, breast, large bowel, larynx and pharynx) were included to distinguish findings specific for oesophageal cancer from general characteristics of cancer patients, due for example to ascertainment bias, and to verify that expected associations, such as between lung cancer and cigarette smoking, would emerge under the prevailing field conditions.']	(311, 684)	TRUE
PMC2009866.nxml.gz	4	['Two controls were chosen per case, matched for village of residence, age, sex and language group, Reinterviewing was performed to a limited extent to assess the accuracy of replies to questionnaires.']	(685, 884)	FALSE
PMC2009866.nxml.gz	5	["The following were found not to be associated with oesophageal cancer: consumption of sheep's milk and yoghurt, sesame oil, chewing of nass, making of carpets, use of pregnancy diets, salting and sun-drying of meat and use of wild spinach."]	(885, 1124)	TRUE
PMC2009866.nxml.gz	6	['The use of opium, bread and tea could not be assessed in the retrospective framework.']	(1125, 1210)	FALSE
PMC2009866.nxml.gz	7	['Strongly associated with risk of oesophageal cancer were low socio-economic status and low intake of fresh fruit and vegetables.']	(1211, 1339)	TRUE
PMC2009866.nxml.gz	8	['The two factors each had an independent effect, and were more marked for oesophageal cancer than for the other tumours.']	(1340, 1459)	TRUE
PMC2009866.nxml.gz	9	['Images\n\nPubMed Central:']	(1461, 1484)	FALSE
