PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	IGNORANCE_CLASSIFICATION
PMC6000839.nxml.gz	0	['Major Maternal Dietary Patterns during Early Pregnancy and Their Association with Neonatal Anthropometric Measurement\n\nAbstract\n\nBackground\nAnthropometric measurements of newborn infant are widely assessed as determinants of maternal nutrition.']	(0, 244)	FALSE
PMC6000839.nxml.gz	1	['Although earlier studies have mostly examined the effects of particular nutrients or foods during gestational period on neonatal anthropometric measurements, there are few studies regarding the association of dietary patterns and mentioned measurements.']	(245, 498)	FALSE
PMC6000839.nxml.gz	2	['So, the purpose of the current study was to investigate the association between major maternal dietary patterns and neonatal anthropometric measurements including body weight, head circumference, and height.']	(499, 706)	FALSE
PMC6000839.nxml.gz	3	['Methods\nThe current prospective observational study is based on the data collected from 812 pregnant women.']	(708, 815)	FALSE
PMC6000839.nxml.gz	4	['Dietary data was collected using a validated semiquantitative food frequency questionnaire.']	(816, 907)	FALSE
PMC6000839.nxml.gz	5	['Results\nThree identified major dietary patterns according to the results obtained from the factor loading matrix were (i) “western dietary pattern”; (ii) “traditional dietary pattern”; (iii) “healthy dietary pattern”.']	(909, 1126)	FALSE
PMC6000839.nxml.gz	6	['Overall, this study demonstrated a positive significant association between high adherences to western dietary pattern and chance of having low birth weight infant.']	(1127, 1291)	FALSE
PMC6000839.nxml.gz	7	['However, such associations were not seen in women taking healthy and traditional dietary patterns.']	(1292, 1390)	FALSE
PMC6000839.nxml.gz	8	['Conclusion\nWe found that healthier maternal dietary patterns during early pregnancy might be associated with lower risk of low birth weight.']	(1392, 1532)	FALSE
PMC6000839.nxml.gz	9	['Further studies are required to confirm these findings.']	(1533, 1588)	FALSE
PMC6000839.nxml.gz	10	['1.']	(1590, 1592)	FALSE
PMC6000839.nxml.gz	11	['Introduction\nAnthropometric measurements, including body weight, head circumference, and height of newborn infants, are widely assessed as determinants of impaired fetal growth, intrauterine environment, and maternal nutrition [1].']	(1593, 1824)	FALSE
PMC6000839.nxml.gz	12	['Restricted fetal growth is one of the most important global public health problems which provides a foundation for developing chronic diseases throughout their life [2].']	(1825, 1994)	FALSE
PMC6000839.nxml.gz	13	['Low birth weight infants are susceptible to higher risk of developing iron deficiency anemia leading to impaired development and altered longer term neurodevelopment [3].']	(1995, 2165)	FALSE
PMC6000839.nxml.gz	14	['Also, impaired fetal growth, in particular in head circumference, is associated with nonoptimal neurodevelopmental outcome [4].']	(2166, 2293)	FALSE
PMC6000839.nxml.gz	15	['There are also several evidences regarding the association between the impaired growth indices at birth and increased risk of developing some chronic disorders such as obesity, diabetes [5], cardiovascular diseases [5], endothelial dysfunction [6], nonalcoholic fatty liver disease [7], and chronic kidney disease [8].']	(2294, 2612)	FALSE
PMC6000839.nxml.gz	16	['In addition to genetic factors [9], placenta structural [10] and environmental factors affect fetal growth in utero [9], and maternal nutritional status could impact on fetal growth and development [11].']	(2613, 2816)	TRUE
PMC6000839.nxml.gz	17	['There is increasing evidence that nutrients [12] and some foods [13,14] play an important role in the fetal growth.']	(2817, 2932)	FALSE
PMC6000839.nxml.gz	18	['Earlier studies have also shown that high-quality diet in the first trimester of pregnancy is positively associated with birth size including birth weight and birth length [15].']	(2933, 3110)	FALSE
PMC6000839.nxml.gz	19	['However, due to a wide range of nutrient interactions, maternal dietary patterns should be explored to achieve the association between maternal nutrition and fetal growth.']	(3111, 3282)	FALSE
PMC6000839.nxml.gz	20	['It is noteworthy that there are few studies assessing the birth anthropometric measurements along the maternal dietary patterns [16].']	(3283, 3416)	FALSE
PMC6000839.nxml.gz	21	['Dietary patterns are different based on cultural, geographical, and regional influence in each area and can have effects on health outcomes [17,18].']	(3417, 3565)	FALSE
PMC6000839.nxml.gz	22	['Limited data are available regarding the association of maternal dietary patterns and neonatal anthropometric measurements in Middle Eastern countries, where mentioned factors are different from western population [19].']	(3566, 3785)	FALSE
PMC6000839.nxml.gz	23	['So, the purpose of the current study was to investigate the association between major maternal dietary patterns during the first-trimester period and neonatal anthropometric measurements including body weight, head circumference, and height.']	(3786, 4027)	FALSE
PMC6000839.nxml.gz	24	['Such findings will be used to implement informative interventional programs to control impaired fetal growth and develop practical policies to improve the diet quality among pregnant women.']	(4028, 4217)	FALSE
PMC6000839.nxml.gz	25	['2.']	(4219, 4221)	FALSE
PMC6000839.nxml.gz	26	['Methods\n\n2.1.']	(4222, 4235)	FALSE
PMC6000839.nxml.gz	27	['Study Design and Participants\nThe current prospective observational study was conducted among pregnant women during the first trimester, who were being attended at health centers across Isfahan city in the central part of Iran during 2015-2016.']	(4236, 4480)	FALSE
PMC6000839.nxml.gz	28	['A random sample of 812 pregnant women was selected from 20 various health centers by the multistage cluster random sampling method.']	(4481, 4612)	FALSE
PMC6000839.nxml.gz	29	['Eligible criteria included singleton pregnant women during the first trimester without any medical condition, use of medications, and without following a specific diet.']	(4613, 4781)	FALSE
PMC6000839.nxml.gz	30	['Exclusion criteria were avoiding of follow-up during the study and current-smoker women.']	(4782, 4870)	FALSE
PMC6000839.nxml.gz	31	['Also we exclude twin pregnancies.']	(4871, 4904)	FALSE
PMC6000839.nxml.gz	32	['Informed consent was obtained from all participants.']	(4905, 4957)	FALSE
