PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	IGNORANCE_CLASSIFICATION
PMC5273824.nxml.gz	0	['Investigation of the vitamin D nutritional status in women with gestational diabetes mellitus in Beijing\n\nAbstract\n\nBackground\nVitamin D deficiency is a common issue, which has relation with GDM, during the pregnant period.']	(0, 223)	TRUE
PMC5273824.nxml.gz	1	['To study the Vitamin D nutritional status of pregnant women with gestational diabetes mellitus (GDM) in the middle and late pregnancy and analyze the different sources of Vitamin D intake.']	(224, 412)	FALSE
PMC5273824.nxml.gz	2	['Methods\nA total of ninety-eight pregnant women with GDM were enrolled voluntarily in this study.']	(414, 510)	FALSE
PMC5273824.nxml.gz	3	['The patients were divided into two groups, Vitamin D supplement intake and control group.']	(511, 600)	FALSE
PMC5273824.nxml.gz	4	['The level of 25-hydroxy Vitamin D (25-OH Vit D) and the sources of Vitamin D intake and the frequency of food consumption rich in Vitamin D were investigated.']	(601, 759)	FALSE
PMC5273824.nxml.gz	5	['Results\nThe incidence rate of Vitamin D deficiency (<50\xa0nmol/L) was 20.4%.']	(761, 835)	FALSE
PMC5273824.nxml.gz	6	['The range of serum 25-OH Vitamin D2 level was 0–24.71\xa0nmol/L, with the detection rate of 19.4% (19/98).']	(836, 939)	FALSE
PMC5273824.nxml.gz	7	['Eighty-four cases (85.7%) took Vitamin D supplements with duration of 2w-31w, and with average daily intake dose of 517.5\u2009±\u2009113.1\xa0IU.']	(940, 1073)	FALSE
PMC5273824.nxml.gz	8	['Patients who took Vitamin D supplements had higher serum level of 25-OH Vitamin D than who did not (74.35\u2009±\u200926.13 vs 60.45\u2009±\u200923.63\xa0nmol/L, p \u2009=\u20090.031), and the rates of deficiency were 17.9% and 35.7%, respectively.']	(1074, 1289)	FALSE
PMC5273824.nxml.gz	9	['In terms of seasonal difference, during autumn, the serum 25-OH Vitamin D2 level in the group who took Vitamin D supplements was significantly higher than control group (78.59\u2009±\u200927.54 vs 46.18\u2009±\u200918.77\xa0nmol/L, p \u2009=\u20090.045).']	(1290, 1511)	FALSE
PMC5273824.nxml.gz	10	['The diet records showed that the frequencies of consumption of dairy products and eggs among patients were 7.5\u2009±\u20093.8/week and 5.6\u2009±\u20092.2/week, respectively.']	(1512, 1667)	TRUE
PMC5273824.nxml.gz	11	['Conclusion\nMost of the patients took Vitamin D supplements which may help to maintain the nutritional balance of Vitamin D.\n\nBackground\nVitamin D promotes calcium absorption in the gut and maintains adequate serum calcium and phosphate concentrations to ensure normal mineralization of the bone.']	(1669, 1964)	TRUE
PMC5273824.nxml.gz	12	['It is also needed for bone growth and bone remodeling by osteoblasts.']	(1965, 2034)	TRUE
PMC5273824.nxml.gz	13	['Without sufficient Vitamin D, bones can become thin and brittle.']	(2035, 2099)	FALSE
PMC5273824.nxml.gz	14	['Vitamin D deficiency has been linked to rickets in children and osteomalacia in adults [1].']	(2100, 2191)	TRUE
PMC5273824.nxml.gz	15	['There are two major forms of active Vitamin D, Vitamin D2 (ergocalciferol) and Vitamin D3 (cholecalciferol).']	(2192, 2300)	FALSE
PMC5273824.nxml.gz	16	['The main food sources of Vitamin D3 are dairy, egg, fish and meat.']	(2301, 2367)	FALSE
PMC5273824.nxml.gz	17	['Vitamin D3 also comes from endogenous sources where it can be synthesized by skin when exposed to ultraviolet irradiation.']	(2368, 2490)	FALSE
PMC5273824.nxml.gz	18	['In that reaction, the cutaneous precursor of Vitamin D, 7-dehydrocholesterol undergoes photochemical cleavage of the carbon bond between carbons 9 and 10 of the steroid ring to become active Vitamin D3.']	(2491, 2693)	FALSE
PMC5273824.nxml.gz	19	['Vitamin D2 cannot be synthesized endogenously, i.e., it is an exogenous only Vitamin D, which comes from artificially synthesized compounds or some plant foods such as edible mushroom grown in natural environment.']	(2694, 2907)	FALSE
PMC5273824.nxml.gz	20	['Study has shown that exposing edible mushroom to ultraviolet B light could increase its Vitamin D2 content and raise serum 25-OH VitD2 in healthy adults [2,3].']	(2908, 3067)	TRUE
PMC5273824.nxml.gz	21	['Study also has shown that serum 25-OH VitD2 detection rate is less than 5% in China [4].']	(3068, 3156)	TRUE
PMC5273824.nxml.gz	22	['According to USDA nutrition data, the main food sources of Vitamin D are cheese (7.4\xa0μg/100\xa0g), egg yolk (5.4\xa0μg/100\xa0g), canned sardine (4.8\xa0μg/100\xa0g), butter (1.4\xa0μg/100\xa0g), and animal organs and meat products (less than 1%) [5].']	(3157, 3387)	FALSE
PMC5273824.nxml.gz	23	['Serum 25-OH Vitamin D level is recognized as the best indicator of Vitamin D status.']	(3388, 3472)	FALSE
PMC5273824.nxml.gz	24	['Adequate Vitamin D status (>30\xa0nmol/L) significantly promotes calcium absorption and reduces rickets risks, which was deemed as good Vitamin D nutritional status.']	(3473, 3635)	FALSE
PMC5273824.nxml.gz	25	['Some researchers defined serum 25-OH Vitamin D lower than 50\xa0nmol/L as diagnostic criteria for Vitamin D deficiency, 50–75\xa0nmol/L as inadequate, and higher than 75\xa0nmol/L as adequate [4,6,7].']	(3636, 3827)	TRUE
PMC5273824.nxml.gz	26	['Previously, ELISA was used to measure serum 25-OH Vitamin D level.']	(3828, 3894)	TRUE
PMC5273824.nxml.gz	27	['Recently, LC-MS/MS became the gold standard of measuring Vitamin D level due to its ability to differentiate and accurately quantify the two subgroups of 25-OH Vitamin D (25-OH Vitamin D2 and 25-OH Vitamin D3); (2) high specificity, which allows differentiation of the target molecule from other metabolic intermediates, as well as avoiding interference as seen in immunological methods; (3) high sensitivity, which allows detection at ng/mL level.']	(3895, 4343)	TRUE
PMC5273824.nxml.gz	28	['Such method allows nutrition researchers to identify Vitamin D food sources and evaluate dietary pattern.']	(4344, 4449)	FALSE
PMC5273824.nxml.gz	29	['Vitamin D deficiency is closely associated with Gestational Diabetes Mellitus (GDM).']	(4450, 4534)	TRUE
PMC5273824.nxml.gz	30	['Vitamin D induces insulin receptor expression through Vitamin D receptor (VDR), enhancing insulin-dependent glucose transport.']	(4535, 4661)	FALSE
PMC5273824.nxml.gz	31	['Vitamin D is also a potential immunosuppressant, which down-regulates the expression of pro-inflammation markers, such as TNF-α and IL-2, among pregnant women with GDM [8].']	(4662, 4834)	TRUE
PMC5273824.nxml.gz	32	['There is an increased risk of Vitamin D deficiency during pregnancy [9].']	(4835, 4907)	FALSE
PMC5273824.nxml.gz	33	['Study has found that the prevalence of Vitamin D deficiency during pregnancy is 66–96% [7].']	(4908, 4999)	TRUE
PMC5273824.nxml.gz	34	['Currently, it is recommended to use multiVitamin or calcium supplements containing Vitamin D for women during pregnancy to increase their Vitamin D intake.']	(5000, 5155)	TRUE
PMC5273824.nxml.gz	35	['The dosage is based on dietary intake recommendations [10,11].']	(5156, 5218)	TRUE
PMC5273824.nxml.gz	36	['It is important to pay attention to Vitamin D nutritional status in GDM pregnancy nutrition management.']	(5219, 5322)	TRUE
PMC5273824.nxml.gz	37	['Using a new assessment technique, we investigated Vitamin D nutritional status among outpatients with GDM in our hospital, and analyzed Vitamin D sources and its association with dietary pattern.']	(5323, 5518)	TRUE
PMC5273824.nxml.gz	38	['Methods\n\nStudy objects\nPregnant women in middle and late pregnancy who were diagnosed with GDM by 75-g oral glucose tolerance test (OGTT) at the outpatient nutrition clinic in Peking Union Medical College Hospital from October 2013 to July 2015 were enrolled in this study.']	(5520, 5793)	FALSE
PMC5273824.nxml.gz	39	['The OGTT diagnostic criteria for GDM was as follows: oral intake of 83\xa0g glucose powder; the normal fasting glucose level was 5.1\xa0mmol/L; 1\xa0h post oral glucose intake was 10.0\xa0mmol/L; 2\xa0h post oral glucose intake was 8.5\xa0mmol/L; diagnosis of GDM was reached if the glucose level of more than one time point was high than normal.']	(5794, 6122)	FALSE
PMC5273824.nxml.gz	40	['Patients with medical history of bone mineral metabolic disease, liver or kidney dysfunction were excluded.']	(6123, 6230)	FALSE
PMC5273824.nxml.gz	41	['The inclusion criteria were: 1).']	(6231, 6263)	FALSE
PMC5273824.nxml.gz	42	['Clear diagnosis of GDM after OGTT test; 2).']	(6264, 6307)	FALSE
PMC5273824.nxml.gz	43	['At middle or late term of pregnancy; 3).']	(6308, 6348)	FALSE
PMC5273824.nxml.gz	44	['No current medical illness; 4).']	(6349, 6380)	FALSE
PMC5273824.nxml.gz	45	['Voluntary participation of the study.']	(6381, 6418)	FALSE
PMC5273824.nxml.gz	46	['The exclusion criteria are: 1).']	(6419, 6450)	FALSE
PMC5273824.nxml.gz	47	['Medical history of bone mineral metabolic disease; 2).']	(6451, 6505)	FALSE
PMC5273824.nxml.gz	48	['Medical history of liver disease; 3).']	(6506, 6543)	FALSE
PMC5273824.nxml.gz	49	['Medical history of kidney dysfunction.']	(6544, 6582)	FALSE
PMC5273824.nxml.gz	50	['Groups\nThe exogenous Vitamin D came from Vitamin D supplement or Vitamin D rich food.']	(6584, 6669)	FALSE
PMC5273824.nxml.gz	51	['Patients were divided into two groups, Vitamin D supplement intake group (intervention) or control group, based on whether Vitamin D supplement was take or not before blood test.']	(6670, 6848)	FALSE
PMC5273824.nxml.gz	52	['Participants took a survey about their Vitamin D supplement intake history, including brand, gestational week when starting the intake, frequency and dose, and calculation of non-dietary Vitamin D daily intake.']	(6849, 7059)	FALSE
PMC5273824.nxml.gz	53	['Average daily intake of dairy products, egg, animal organ and seafood was calculated based on participants’ dietary record.']	(7060, 7183)	FALSE
PMC5273824.nxml.gz	54	['Measurement of serum 25-OH Vitamin D\nBlood was collected after overnight fasting and serum 25-OH Vitamin D2 (Molecular weight 412.66) and D3 (Molecular weight 400.63) levels were measured by using LC-MS/MS (Waters UPLC, AB Sciex 4000QTRP), and then total 25-OH Vitamin D level was calculated.']	(7185, 7477)	FALSE
PMC5273824.nxml.gz	55	['According to the characteristics of the weather in Beijing, the season was divided to winter (November – February), spring and fall (March – May, September – October) and summer (June – August), the seasonal distribution of the data was also analyzed.']	(7478, 7729)	FALSE
PMC5273824.nxml.gz	56	['Statistical analysis\nStatistical analysis was performed using SPSS11.5 software.']	(7731, 7811)	FALSE
PMC5273824.nxml.gz	57	['Measurement data were presented as mean\u2009±\u2009for standard deviation.']	(7812, 7877)	FALSE
PMC5273824.nxml.gz	58	['Student’s t test was used to compare the difference in serum 25-OH Vitamin D between the two groups.']	(7878, 7978)	FALSE
PMC5273824.nxml.gz	59	['The relationship between non-dietary Vitamin D intake dose and serum 25-OH Vitamin D level was analyzed using Pearson independence test.']	(7979, 8115)	TRUE
