PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	IGNORANCE_CLASSIFICATION
PMC3348565.nxml.gz	0	['Effect on the incidence of pneumonia of vitamin D supplementation by quarterly bolus dose to infants in Kabul: a randomised controlled superiority trial\n\nAbstractSummary\n\nBackground\nVitamin D has a role in regulating immune function, and its deficiency is a suggested risk factor for childhood pneumonia.']	(0, 304)	TRUE
PMC3348565.nxml.gz	1	['Our aim was to assess whether oral supplementation of vitamin D3(cholecalciferol) will reduce the incidence and severity of pneumonia in a high-risk infant population.']	(305, 472)	TRUE
PMC3348565.nxml.gz	2	['Methods\nWe did a randomised placebo-controlled trial to compare oral 100\u2008000 IU (2·5 mg) vitamin D3with placebo given to children aged 1–11 months in Kabul, Afghanistan.']	(474, 643)	FALSE
PMC3348565.nxml.gz	3	['Randomisation was by use of a computer-generated list.']	(644, 698)	FALSE
PMC3348565.nxml.gz	4	['Vitamin D or placebo was given by fieldworkers once every 3 months for 18 months.']	(699, 780)	TRUE
PMC3348565.nxml.gz	5	['Children presenting at the study hospital with signs of pneumonia had their diagnosis confirmed radiographically.']	(781, 894)	FALSE
PMC3348565.nxml.gz	6	['Our primary outcome was the first or only episode of radiologically confirmed pneumonia.']	(895, 983)	FALSE
PMC3348565.nxml.gz	7	['Our analysis was by intention to treat.']	(984, 1023)	FALSE
PMC3348565.nxml.gz	8	['This study is registered withClinicalTrials.gov, numberNCT00548379.']	(1024, 1091)	FALSE
PMC3348565.nxml.gz	9	['Findings\n1524 children were assigned to receive vitamin D3and 1522 placebo.']	(1093, 1168)	FALSE
PMC3348565.nxml.gz	10	['There was no significant difference between the incidence of first or only pneumonia between the vitamin D (0·145 per child per year, 95% CI 0·129–0·164) and the placebo group (0.137, 0·121–0·155); the incidence rate ratio was 1·06 (95% CI 0·89–1·27).']	(1169, 1420)	TRUE
PMC3348565.nxml.gz	11	['From 652 children during five separate periods of testing serum calcifediol, only one child in each of two testing periods had results greater than 375 nmol/L in the intervention group—a toxic level.']	(1421, 1620)	FALSE
PMC3348565.nxml.gz	12	['Interpretations\nQuarterly bolus doses of oral vitamin D3supplementation to infants are not an effective intervention to reduce the incidence of pneumonia in infants in this setting.']	(1622, 1803)	FALSE
PMC3348565.nxml.gz	13	['Funding\nWellcome Trust and British Council.']	(1805, 1848)	FALSE
PMC3348565.nxml.gz	14	['Introduction\nAfghanistan has the third highest mortality of children younger than 5 years in the world (257 per 1000 livebirths); a leading cause of this is pneumonia.']	(1850, 2017)	FALSE
PMC3348565.nxml.gz	15	['Two hospital-based case-control studies in Ethiopia1and India2suggest that vitamin D deficiency might substantially increase the risk of severe pneumonia in children.']	(2018, 2184)	TRUE
PMC3348565.nxml.gz	16	['Our systematic review identified one randomised placebo controlled trial3relating pneumonia or lower respiratory infections to vitamin D deficiency supplementation in young children.']	(2185, 2367)	TRUE
PMC3348565.nxml.gz	17	['This trial of 100\u2008000 IU (2·5 mg) vitamin D3(cholecalciferol) supplementation along with antibiotic treatment of children younger than 3 years with clinically diagnosed pneumonia in Kabul showed no difference in the time to recovery between the groups.']	(2368, 2620)	TRUE
