PMC6039335.nxml.gz-164,"[['19681'], ['19685'], 'vary', 'problem_complication', 'problem_complication', 'PMC6039335.nxml.gz_118']"
PMC6039335.nxml.gz-167,"[['19721'], ['19727'], 'due to', 'due_to', 'PROBLEM_COMPLICATION', 'PMC6039335.nxml.gz_119']"
PMC6039335.nxml.gz-221,"[['24191', '24205'], ['24194', '24207'], 'due ... to', 'problem_complication', 'problem_complication', 'PMC6039335.nxml.gz_151']"
PMC6039335.nxml.gz-408,"[['41795'], ['41803'], 'problems', 'problems', 'PROBLEM_COMPLICATION', 'PMC6039335.nxml.gz_263']"
PMC6039335.nxml.gz-413,"[['42141'], ['42149'], 'problems', 'problems', 'PROBLEM_COMPLICATION', 'PMC6039335.nxml.gz_265']"
PMC6039335.nxml.gz-419,"[['42502'], ['42510'], 'problems', 'problems', 'PROBLEM_COMPLICATION', 'PMC6039335.nxml.gz_267']"
PMC6039335.nxml.gz-590,"[['55860'], ['55871'], 'limitations', 'problem_complication', 'problem_complication', 'PMC6039335.nxml.gz_346']"
PMC6039335.nxml.gz-597,"[['56247'], ['56253'], 'issues', 'issues', 'PROBLEM_COMPLICATION', 'PMC6039335.nxml.gz_348']"
PMC6039335.nxml.gz-624,"[['57476'], ['57484'], 'concerns', 'concerns', 'PROBLEM_COMPLICATION', 'PMC6039335.nxml.gz_357']"
PMC6039335.nxml.gz-82,"[['8852'], ['8864'], 'depending on', 'problem_complication', 'problem_complication', 'PMC6039335.nxml.gz_54']"
