PMC4275682.nxml.gz-270,"[['20558'], ['20570'], 'there are no', 'there_are_no', 'FULL_UNKNOWN', 'PMC4275682.nxml.gz_111']"
PMC4275682.nxml.gz-299,"[['21755'], ['21758'], 'new', 'new', 'FULL_UNKNOWN', 'PMC4275682.nxml.gz_115']"
PMC4275682.nxml.gz-322,"[['22246'], ['22251'], 'novel', 'novel', 'FULL_UNKNOWN', 'PMC4275682.nxml.gz_117']"
PMC4275682.nxml.gz-332,"[['22572'], ['22577'], 'novel', 'novel', 'FULL_UNKNOWN', 'PMC4275682.nxml.gz_119']"
PMC4275682.nxml.gz-37050,"[['20722'], ['20730'], 'original', 'full_unknown', 'full_unknown', 'PMC4275682.nxml.gz_111']"
PMC4275682.nxml.gz-483,"[['28282'], ['28293'], 'do not have', 'do_not_have', 'FULL_UNKNOWN', 'PMC4275682.nxml.gz_148']"
PMC4275682.nxml.gz-49,"[['2271'], ['2276'], 'novel', 'novel', 'FULL_UNKNOWN', 'PMC4275682.nxml.gz_13']"
PMC4275682.nxml.gz-57,"[['2478'], ['2483'], 'novel', 'novel', 'FULL_UNKNOWN', 'PMC4275682.nxml.gz_14']"
PMC4275682.nxml.gz-665,"[['34587'], ['34592'], 'novel', 'novel', 'FULL_UNKNOWN', 'PMC4275682.nxml.gz_183']"
PMC4275682.nxml.gz-96,"[['3610'], ['3631'], 'has not been reported', 'has_not_been_reported', 'FULL_UNKNOWN', 'PMC4275682.nxml.gz_20']"
