	PMCID	SENTENCE_NUM	SENTENCE_START	SENTENCE_END	WORD	POS_TAG	WORD_START	WORD_END	BIO_TAG	PMC_MENTION_ID	ONTOLOGY_CONCEPT_ID	ONTOLOGY_LABEL
0	PMC3271033.nxml.gz	PMC3271033.nxml.gz_0	0	336	Effects	NNS	0	7	O	None	None	None
1	PMC3271033.nxml.gz	PMC3271033.nxml.gz_0	0	336	of	IN	8	10	O	None	None	None
2	PMC3271033.nxml.gz	PMC3271033.nxml.gz_0	0	336	ethnicity	NN	11	20	O	None	None	None
3	PMC3271033.nxml.gz	PMC3271033.nxml.gz_0	0	336	and	CC	21	24	O	None	None	None
4	PMC3271033.nxml.gz	PMC3271033.nxml.gz_0	0	336	vitamin	NN	25	32	O	None	None	None
5	PMC3271033.nxml.gz	PMC3271033.nxml.gz_0	0	336	D	NNP	33	34	O	None	None	None
6	PMC3271033.nxml.gz	PMC3271033.nxml.gz_0	0	336	supplementation	NN	35	50	O	None	None	None
7	PMC3271033.nxml.gz	PMC3271033.nxml.gz_0	0	336	on	IN	51	53	O	None	None	None
8	PMC3271033.nxml.gz	PMC3271033.nxml.gz_0	0	336	vitamin	NN	54	61	O	None	None	None
9	PMC3271033.nxml.gz	PMC3271033.nxml.gz_0	0	336	D	NNP	62	63	O	None	None	None
10	PMC3271033.nxml.gz	PMC3271033.nxml.gz_0	0	336	status	NN	64	70	O	None	None	None
11	PMC3271033.nxml.gz	PMC3271033.nxml.gz_0	0	336	and	CC	71	74	O	None	None	None
12	PMC3271033.nxml.gz	PMC3271033.nxml.gz_0	0	336	changes	NNS	75	82	O	None	None	None
13	PMC3271033.nxml.gz	PMC3271033.nxml.gz_0	0	336	in	IN	83	85	O	None	None	None
14	PMC3271033.nxml.gz	PMC3271033.nxml.gz_0	0	336	bone	NN	86	90	O	None	None	None
15	PMC3271033.nxml.gz	PMC3271033.nxml.gz_0	0	336	mineral	NN	91	98	O	None	None	None
16	PMC3271033.nxml.gz	PMC3271033.nxml.gz_0	0	336	content	NN	99	106	O	None	None	None
