PMC2722583.nxml.gz-118,"[['15979', '15993'], ['15983', '16000'], 'More ... studies', 'more...studies', 'FUTURE_WORK', 'PMC2722583.nxml.gz_108']"
PMC2722583.nxml.gz-15,"[['1489'], ['1498'], 'should be', 'should_be', 'FUTURE_WORK', 'PMC2722583.nxml.gz_8']"
PMC2722583.nxml.gz-154,"[['17164'], ['17175'], 'of interest', 'of_interest', 'FUTURE_WORK', 'PMC2722583.nxml.gz_114']"
PMC2722583.nxml.gz-165,"[['17730'], ['17738'], 'assessed', 'future_work', 'future_work', 'PMC2722583.nxml.gz_116']"
PMC2722583.nxml.gz-166,"[['17751'], ['17762'], 'future work', 'future_work', 'future_work', 'PMC2722583.nxml.gz_116']"
PMC2722583.nxml.gz-173,"[['18076'], ['18086'], 'strategies', 'strategies', 'FUTURE_WORK', 'PMC2722583.nxml.gz_118']"
PMC2722583.nxml.gz-18,"[['1515'], ['1523'], 'strategy', 'strategy', 'FUTURE_WORK', 'PMC2722583.nxml.gz_8']"
PMC2722583.nxml.gz-196,"[['18715'], ['18728'], 'should not be', 'should_not_be', 'FUTURE_WORK', 'PMC2722583.nxml.gz_120']"
PMC2722583.nxml.gz-266,"[['21574'], ['21583'], 'should be', 'should_be', 'FUTURE_WORK', 'PMC2722583.nxml.gz_133']"
PMC2722583.nxml.gz-270,"[['21619'], ['21629'], 'strategies', 'strategies', 'FUTURE_WORK', 'PMC2722583.nxml.gz_133']"
PMC2722583.nxml.gz-271,"[['21636'], ['21642'], 'aim to', 'aim_to', 'FUTURE_WORK', 'PMC2722583.nxml.gz_133']"
PMC2722583.nxml.gz-280,"[['21825'], ['21831'], 'target', 'target', 'FUTURE_WORK', 'PMC2722583.nxml.gz_134']"
PMC2722583.nxml.gz-305,"[['23103'], ['23109'], 'target', 'target', 'FUTURE_WORK', 'PMC2722583.nxml.gz_140']"
PMC2722583.nxml.gz-31,"[['2245'], ['2253'], 'strategy', 'strategy', 'FUTURE_WORK', 'PMC2722583.nxml.gz_11']"
PMC2722583.nxml.gz-316,"[['23522'], ['23536'], 'Future studies', 'future_studies', 'FUTURE_WORK', 'PMC2722583.nxml.gz_143']"
PMC2722583.nxml.gz-318,"[['23537'], ['23543'], 'should', 'should', 'FUTURE_WORK', 'PMC2722583.nxml.gz_143']"
PMC2722583.nxml.gz-36890,"[['17148'], ['17163'], 'would have been', 'future_work', 'future_work', 'PMC2722583.nxml.gz_114']"
