PMC4037583.nxml.gz-1029,"[['27421'], ['27428'], 'improve', 'improve', 'FUTURE_WORK', 'PMC4037583.nxml.gz_195']"
PMC4037583.nxml.gz-18673,"[['26016'], ['26023'], 'further', 'future_work', 'future_work', 'PMC4037583.nxml.gz_189']"
PMC4037583.nxml.gz-18691,"[['27267'], ['27272'], 'could', 'future_work', 'future_work', 'PMC4037583.nxml.gz_195']"
PMC4037583.nxml.gz-413,"[['27298'], ['27306'], 'identify', 'identify', 'FUTURE_WORK', 'PMC4037583.nxml.gz_195']"
PMC4037583.nxml.gz-47,"[['26046'], ['26056'], 'are needed', 'are_needed', 'FUTURE_WORK', 'PMC4037583.nxml.gz_189']"
PMC4037583.nxml.gz-588,"[['24936'], ['24947'], 'of interest', 'of_interest', 'FUTURE_WORK', 'PMC4037583.nxml.gz_181']"
PMC4037583.nxml.gz-590,"[['25284'], ['25295'], 'of interest', 'of_interest', 'FUTURE_WORK', 'PMC4037583.nxml.gz_184']"
PMC4037583.nxml.gz-744,"[['26876'], ['26882'], 'Should', 'should', 'FUTURE_WORK', 'PMC4037583.nxml.gz_194']"
PMC4037583.nxml.gz-786,"[['27372'], ['27382'], 'strategies', 'strategies', 'FUTURE_WORK', 'PMC4037583.nxml.gz_195']"
PMC4037583.nxml.gz-971,"[['23357'], ['23368'], 'hypothesise', 'hypothesise', 'FUTURE_WORK', 'PMC4037583.nxml.gz_171']"
