PMC3710985.nxml.gz-1210,"[['2124'], ['2130'], 'should', 'should', 'FUTURE_WORK', 'PMC3710985.nxml.gz_14']"
PMC3710985.nxml.gz-1212,"[['33376'], ['33382'], 'should', 'should', 'FUTURE_WORK', 'PMC3710985.nxml.gz_165']"
PMC3710985.nxml.gz-1214,"[['2962'], ['2971'], 'should be', 'should_be', 'FUTURE_WORK', 'PMC3710985.nxml.gz_19']"
PMC3710985.nxml.gz-1216,"[['26771'], ['26780'], 'should be', 'should_be', 'FUTURE_WORK', 'PMC3710985.nxml.gz_134']"
PMC3710985.nxml.gz-1218,"[['29753'], ['29762'], 'should be', 'should_be', 'FUTURE_WORK', 'PMC3710985.nxml.gz_153']"
PMC3710985.nxml.gz-1220,"[['32879'], ['32888'], 'should be', 'should_be', 'FUTURE_WORK', 'PMC3710985.nxml.gz_164']"
PMC3710985.nxml.gz-1222,"[['35225'], ['35234'], 'should be', 'should_be', 'FUTURE_WORK', 'PMC3710985.nxml.gz_172']"
PMC3710985.nxml.gz-1224,"[['35443'], ['35452'], 'should be', 'should_be', 'FUTURE_WORK', 'PMC3710985.nxml.gz_175']"
PMC3710985.nxml.gz-1228,"[['37417'], ['37426'], 'should be', 'should_be', 'FUTURE_WORK', 'PMC3710985.nxml.gz_184']"
PMC3710985.nxml.gz-1469,"[['31726'], ['31736'], 'to confirm', 'to_confirm', 'FUTURE_WORK', 'PMC3710985.nxml.gz_159']"
PMC3710985.nxml.gz-16074,"[['34983', '34997'], ['34989', '35004'], 'future ... studies', 'further_studies', 'FUTURE_WORK', 'PMC3710985.nxml.gz_171']"
PMC3710985.nxml.gz-16083,"[['35453'], ['35460'], 'further', 'future_work', 'future_work', 'PMC3710985.nxml.gz_175']"
PMC3710985.nxml.gz-16095,"[['37257'], ['37266'], 'should be', 'should_be', 'FUTURE_WORK', 'PMC3710985.nxml.gz_183']"
PMC3710985.nxml.gz-16097,"[['37277'], ['37287'], 'considered', 'considered', 'FUTURE_WORK', 'PMC3710985.nxml.gz_183']"
PMC3710985.nxml.gz-1634,"[['5999'], ['6017'], 'the development of', 'the_development_of', 'FUTURE_WORK', 'PMC3710985.nxml.gz_32']"
PMC3710985.nxml.gz-1672,"[['35710'], ['35723'], 'investigation', 'investigation', 'FUTURE_WORK', 'PMC3710985.nxml.gz_177']"
PMC3710985.nxml.gz-1674,"[['35890'], ['35903'], 'investigation', 'investigation', 'FUTURE_WORK', 'PMC3710985.nxml.gz_177']"
PMC3710985.nxml.gz-1724,"[['33319'], ['33327'], 'research', 'research', 'FUTURE_WORK', 'PMC3710985.nxml.gz_165']"
PMC3710985.nxml.gz-316,"[['26757'], ['26770'], 'consideration', 'consideration', 'FUTURE_WORK', 'PMC3710985.nxml.gz_134']"
PMC3710985.nxml.gz-320,"[['27955'], ['27965'], 'considered', 'considered', 'FUTURE_WORK', 'PMC3710985.nxml.gz_141']"
PMC3710985.nxml.gz-326,"[['32889'], ['32899'], 'considered', 'considered', 'FUTURE_WORK', 'PMC3710985.nxml.gz_164']"
PMC3710985.nxml.gz-51041,"[['31656'], ['31671'], 'Further studies', 'further...studies', 'FUTURE_WORK', 'PMC3710985.nxml.gz_159']"
PMC3710985.nxml.gz-51087,"[['2108'], ['2123'], 'Future research', 'future_research', 'FUTURE_WORK', 'PMC3710985.nxml.gz_14']"
PMC3710985.nxml.gz-557,"[['33415'], ['33431'], 'further research', 'further_research', 'FUTURE_WORK', 'PMC3710985.nxml.gz_166']"
PMC3710985.nxml.gz-561,"[['35477'], ['35492'], 'future research', 'future...research', 'FUTURE_WORK', 'PMC3710985.nxml.gz_175']"
PMC3710985.nxml.gz-713,"[['31838'], ['31850'], 'is warranted', 'is_warranted', 'FUTURE_WORK', 'PMC3710985.nxml.gz_159']"
