PMC3205727.nxml.gz-102,"[['3196'], ['3215'], 'future intervention', 'future_intervention', 'FUTURE_WORK', 'PMC3205727.nxml.gz_19']"
PMC3205727.nxml.gz-1160,"[['21920', '21957'], ['21926', '21965'], 'future ... research', 'future_work', 'future_work', 'PMC3205727.nxml.gz_136']"
PMC3205727.nxml.gz-1168,"[['23069', '23155', '23167'], ['23087', '23158', '23173'], 'additional studies ... are ... needed', 'future_work', 'future_work', 'PMC3205727.nxml.gz_142']"
PMC3205727.nxml.gz-368,"[['22018'], ['22028'], 'are needed', 'are_needed', 'FUTURE_WORK', 'PMC3205727.nxml.gz_136']"
PMC3205727.nxml.gz-444,"[['24506'], ['24531'], 'Future research is needed', 'future_work', 'future_work', 'PMC3205727.nxml.gz_151']"
PMC3205727.nxml.gz-476,"[['25421'], ['25436'], 'Future research', 'future_research', 'FUTURE_WORK', 'PMC3205727.nxml.gz_157']"
PMC3205727.nxml.gz-530,"[['26727'], ['26752'], 'future research is needed', 'future_work', 'future_work', 'PMC3205727.nxml.gz_164']"
PMC3205727.nxml.gz-568,"[['27833'], ['27853'], 'future interventions', 'future_interventions', 'FUTURE_WORK', 'PMC3205727.nxml.gz_171']"
PMC3205727.nxml.gz-671,"[['27429', '27501'], ['27442', '27510'], 'More research ... is needed', 'future_work', 'future_work', 'PMC3205727.nxml.gz_169']"
PMC3205727.nxml.gz-674,"[['27598', '27644'], ['27604', '27661'], 'future ... trials are needed', 'future_work', 'future_work', 'PMC3205727.nxml.gz_170']"
