	IGNORANCE CATEGORY	ARTICLE	CUE SPAN	CUE	SENTENCE	SENTENCE SPAN
186	superficial_relationship	PMC4949713	[(276, 286)]	associated	['Although histologically benign, these are clinically aggressive tumours, difficult to manage and associated with poor quality of life for the patients.']	(179, 330)
187	superficial_relationship	PMC4949713	[(468, 477)]	underlies	['Several human and mouse studies have provided unequivocal evidence that the overâ\x80\x90activation of the WNT/Î²â\x80\x90catenin signalling pathway underlies the molecular aetiology of these tumours.']	(331, 519)
188	superficial_relationship	PMC4949713	[(654, 658)]	role	['Recently, research using genetically modified mouse models of human ACP have revealed a critical and unexpected nonâ\x80\x90cell autonomous role for pituitary stem cells in ACP tumourigenesis, which has expanded the cancer stem cell paradigm.']	(520, 756)
189	superficial_relationship	PMC4949713	[(1176, 1182)]	affect	['Introduction\n\nAdamantinomatous craniopharyngiomas (ACPs) are nonâ\x80\x90hormone secreting sellar tumours that mostly affect children under 15, but can be diagnosed at any age, with a second peak of incidence in adults between 50 and 74 years.']	(1064, 1301)
190	superficial_relationship	PMC4949713	[(1345, 1355)]	associated	['The clinical relevance of ACP is not their associated mortality, which is usually low when properly managed, but their high morbidity due to serious endocrinological disturbances and tendency to infiltrate locally and aggressively into the hypothalamus and visual tracts.']	(1302, 1573)
191	superficial_relationship	PMC4949713	[(1817, 1827)]	associated	['Consequences of the tumour and its treatment are long lasting and associated with poor quality of life for the survivors, making many clinicians consider human ACP as a chronic disease [1, 2].']	(1751, 1943)
192	superficial_relationship	PMC4949713	[(2512, 2516)]	role	['In particular, it will provide an overview on the critical findings that have helped delineate the early cellular and molecular mechanisms resulting in development of ACP, with a particular emphasis on the role of pituitary stem cells.']	(2306, 2541)
193	superficial_relationship	PMC4949713	[(10830, 10839)]	underlies	['Overâ\x80\x90activation of the WNT/Î²â\x80\x90catenin pathway underlies the molecular aetiology of human and mouse ACP \n\nAn interesting observation of the previously described embryonic mouse line (hereby referred to as the â\x80\x98embryonic ACP modelâ\x80\x99) is that the remaining 20% of the pups survive weaning but show variable growth defects and fully penetrant pituitary tumours, with a median survival of around 11 weeks of age [21].']	(10780, 11199)
194	superficial_relationship	PMC4949713	[(13254, 13258)]	role	['Together, the human and mouse studies have provided robust evidence for a role of CTNNB1 mutations and the overâ\x80\x90activation of the WNT/Î²â\x80\x90catenin pathway in the molecular aetiology of ACP.']	(13180, 13371)
195	superficial_relationship	PMC4949713	[(14399, 14409)]	equivalent	['The similarities between the mouse and human clusters are remarkable, not only morphologically but also at the molecular level, strongly suggesting that they represent equivalent structures in mouse and human ACPs.']	(14231, 14445)
196	superficial_relationship	PMC4949713	[(15448, 15452)]	role	['Pituitary stem cells play a critical role in the pathogenesis of ACP \n\nThe presence of tissueâ\x80\x90specific stem cells has been demonstrated in several organs including the brain, gastrointestinal tract, skin, bone marrow and skeletal muscle among others.']	(15411, 15663)
197	superficial_relationship	PMC4949713	[(15802, 15812)]	contribute	['Sox2) and can give rise to progeny able to differentiate and contribute to tissue homeostasis as well as regeneration [32, 50].']	(15741, 15868)
198	superficial_relationship	PMC4949713	[(15886, 15893)]	similar	['The existence of similar cells in the adult murine pituitary gland has been long suspected [51], but not fully demonstrated until recently, by using genetic tracing in the mouse [52, 53].']	(15869, 16056)
199	superficial_relationship	PMC4949713	[(17542, 17553)]	resemblance	['Importantly, these tumours contain Î²â\x80\x90cateninâ\x80\x90accumulating cell clusters, indicating a significant resemblance to both human ACP and the embryonic model previously described.']	(17439, 17617)
200	superficial_relationship	PMC4949713	[(20045, 20055)]	underlying	['A paracrine model for the involvement of pituitary stem cells in tumourigenesis\n\nIf murine ACP tumours are not derived from the mutated SOX2+ve stem cells in a cellâ\x80\x90autonomous manner, what is the mechanism underlying tumour formation?']	(19837, 20073)
201	superficial_relationship	PMC4949713	[(21142, 21147)]	roles	['Many of these factors have been shown to be expressed in several tumours/cancers and play critical roles in tumour biology [61, 62, 63, 64, 65].']	(21043, 21187)
202	superficial_relationship	PMC4949713	[(21576, 21585)]	affecting	['In mouse ACP, Î²â\x80\x90cateninâ\x80\x90accumulating cell clusters secrete factors affecting the tissue microenvironment in a paracrine manner, promoting cell transformation and tumourigenesis.']	(21504, 21686)
203	superficial_relationship	PMC4949713	[(22491, 22502)]	relevant to	['An important question is to what extent these findings are relevant to human ACP.']	(22432, 22513)
204	superficial_relationship	PMC4949713	[(22611, 22618)]	similar	['Several lines of evidence support the view that the pathogenesis of mouse and human ACP are very similar: (i) recent research using a xenograft model of human ACP in immunosuppressed mice has shown that the activities of the clusters are critical to regulate cell behaviour in the invasive front of the tumours [66]; (ii) human clusters also express FGFs, TGFÎ²s, SHH, chemokine receptors and other secreted factors capable of modifying the tumour microenvironment and promoting tumour growth [22, 42, 67, 68]; (iii) cluster cells in the human tumours are nonâ\x80\x90proliferative, undifferentiated (i.e.']	(22514, 23113)
205	superficial_relationship	PMC4949713	[(24163, 24169)]	impact	['Conclusions and open questions\n\nThe pathogenesis of human ACP is being revealed and several dysregulated genes and pathways have been identified, which may impact the diagnosis, prognosis and treatment of patients in the years to come.']	(24007, 24242)
206	superficial_relationship	PMC4949713	[(24353, 24361)]	underlie	['It is established that mutations in CTNNB1 resulting in the overâ\x80\x90activation of the WNT/Î²â\x80\x90catenin pathway underlie the aetiology of ACP, but many questions remain unanswered.']	(24243, 24421)
207	superficial_relationship	PMC4949713	[(24447, 24454)]	effects	"[""Why are the tumourigenic effects of mutant Î²â\x80\x90catenin restricted only to Rathke's pouch embryonic precursors and adult pituitary stem cells?""]"	(24422, 24564)
208	superficial_relationship	PMC4949713	[(25867, 25877)]	biomarkers	['Mouse and human studies have discovered several pathways that are dysregulated in ACP, but nonâ\x80\x90biased largeâ\x80\x90scale gene expression analyses of human ACP are needed to identify other targetable pathways and novel biomarkers capable of predicting tumour behaviour such as infiltrative potential and recurrence.']	(25652, 25963)
209	superficial_relationship	PMC4949713	[(25889, 25899)]	predicting	['Mouse and human studies have discovered several pathways that are dysregulated in ACP, but nonâ\x80\x90biased largeâ\x80\x90scale gene expression analyses of human ACP are needed to identify other targetable pathways and novel biomarkers capable of predicting tumour behaviour such as infiltrative potential and recurrence.']	(25652, 25963)
210	superficial_relationship	PMC4949713	[(26549, 26559)]	contribute	['The paracrine mechanism described using the adult ACP model has broadened our knowledge on how adult stem cells contribute to tumourigenesis beyond the classical CSC paradigm.']	(26437, 26612)
211	superficial_relationship	PMC4949713	[(26689, 26695)]	impact	['Future research is required to dissect this model further and to assess its impact in the cancer field.']	(26613, 26716)
