	IGNORANCE CATEGORY	ARTICLE	CUE SPAN	CUE	SENTENCE	SENTENCE SPAN
6	difficult_task	PMC4949713	[(252, 261)]	difficult	['Although histologically benign, these are clinically aggressive tumours, difficult to manage and associated with poor quality of life for the patients.']	(179, 330)
7	difficult_task	PMC4949713	[(7820, 7827)]	complex	['In the absence of WNT ligands, Î²â\x80\x90catenin is phosphorylated by a destruction complex and degraded rapidly, via the ubiquitination pathway, preventing its stabilization and the activation of the pathway.']	(7741, 7945)
8	difficult_task	PMC4949713	[(9062, 9071)]	cannot be	['This causes the dysruption of the destruction complex, releasing Î²â\x80\x90catenin, which cannot be efficiently phosphorylated or degraded.']	(8977, 9111)
9	difficult_task	PMC4949713	[(23435, 23444)]	difficult	['If this was not the case, it would be difficult to explain why the tumour ends up killing all of the normal pituitary tissue, but sparing a limited population of nonâ\x80\x90dividing cells forming clusters.']	(23397, 23597)
300	difficult_task	PMC7547020	[(2988, 2998)]	unreliable	['However, when such models are trained on more limited datasets, the results are often unreliable, as the models overfit the training data.']	(2902, 3040)
301	difficult_task	PMC7547020	[(4209, 4216)]	attempt	['to real data in an attempt to preserve domain-specific features.']	(4190, 4254)
302	difficult_task	PMC7547020	[(5016, 5027)]	complicated	['This remains a complicated and computationally intensive task.']	(5001, 5063)
303	difficult_task	PMC7547020	[(7080, 7093)]	heterogeneous	['Radiographically, ACP is characterized by heterogeneous solid tissue, cystic regions, and calcification.']	(7038, 7142)
304	difficult_task	PMC7547020	[(17573, 17580)]	complex	['In our study, the stochastic approach yielded superior results without the requirement to train and evaluate complex machine-learning systems and with lesser computational demand.']	(17464, 17643)
305	difficult_task	PMC7547020	[(18347, 18356)]	difficult	['Datasets in which the target object is more difficult to distinguish from the background (for example, identifying a person wearing black and white stripes among a group of zebras) may, however, better demonstrate the advantage of the more complex TANDA methodology.']	(18303, 18569)
306	difficult_task	PMC7547020	[(18543, 18550)]	complex	['Datasets in which the target object is more difficult to distinguish from the background (for example, identifying a person wearing black and white stripes among a group of zebras) may, however, better demonstrate the advantage of the more complex TANDA methodology.']	(18303, 18569)
307	difficult_task	PMC7547020	[(33089, 33098)]	attempted	['It is worth noting that genetic algorithms are prone to identifying local minima which can lead to biased optimization results, though we have attempted to mitigate this by using random mutation.']	(32946, 33141)
523	difficult_task	PMC7074265	[(753, 760)]	attempt	['Recent years have witnessed significant efforts to fully detail the genomic, transcriptomic and proteomic make-up of these tumors, in an attempt to identify potential therapeutic targets.']	(616, 803)
524	difficult_task	PMC7074265	[(1917, 1930)]	heterogeneous	['Histologically, ACPs are heterogeneous tumors of epithelial origin.']	(1892, 1959)
