	IGNORANCE CATEGORY	ARTICLE	CUE SPAN	CUE	SENTENCE	SENTENCE SPAN
222	important_consideration	PMC4949713	[(136, 147)]	most common	['Molecular and cellular pathogenesis of adamantinomatous craniopharyngioma\n\nAbstract\n\nAdamantinomatous craniopharyngiomas (ACPs) are the most common pituitary tumours in children.']	(0, 178)
223	important_consideration	PMC4949713	[(608, 616)]	critical	['Recently, research using genetically modified mouse models of human ACP have revealed a critical and unexpected nonâ\x80\x90cell autonomous role for pituitary stem cells in ACP tumourigenesis, which has expanded the cancer stem cell paradigm.']	(520, 756)
224	important_consideration	PMC4949713	[(853, 865)]	implications	['As the result of this basic research, the pathogenesis of ACP is being unveiled, with promising implications for the development of novel treatments against these childhood neoplasms.']	(757, 940)
225	important_consideration	PMC4949713	[(1315, 1324)]	relevance	['The clinical relevance of ACP is not their associated mortality, which is usually low when properly managed, but their high morbidity due to serious endocrinological disturbances and tendency to infiltrate locally and aggressively into the hypothalamus and visual tracts.']	(1302, 1573)
226	important_consideration	PMC4949713	[(1443, 1450)]	serious	['The clinical relevance of ACP is not their associated mortality, which is usually low when properly managed, but their high morbidity due to serious endocrinological disturbances and tendency to infiltrate locally and aggressively into the hypothalamus and visual tracts.']	(1302, 1573)
227	important_consideration	PMC4949713	[(1833, 1837)]	poor	['Consequences of the tumour and its treatment are long lasting and associated with poor quality of life for the survivors, making many clinicians consider human ACP as a chronic disease [1, 2].']	(1751, 1943)
228	important_consideration	PMC4949713	[(2199, 2211)]	implications	['It will present results obtained from human and mouse studies, highlighting the implications of data derived from current research using validated mouse models for these human neoplasms.']	(2119, 2305)
229	important_consideration	PMC4949713	[(2356, 2364)]	critical	['In particular, it will provide an overview on the critical findings that have helped delineate the early cellular and molecular mechanisms resulting in development of ACP, with a particular emphasis on the role of pituitary stem cells.']	(2306, 2541)
230	important_consideration	PMC4949713	[(5222, 5231)]	essential	['WNT/Î²â\x80\x90catenin signalling is required for normal development of the pituitary gland\n\nThe pituitary gland is a master endocrine organ that regulates essential physiological processes including growth, reproduction, metabolism and stress response.']	(5072, 5319)
231	important_consideration	PMC4949713	[(9772, 9783)]	requirement	['Genetic studies in mice have demonstrated the requirement of this pathway for normal pituitary morphogenesis and differentiation.']	(9726, 9855)
232	important_consideration	PMC4949713	[(9876, 9885)]	necessary	"[""WNT/Î²â\x80\x90catenin is necessary for terminal differentiation of hormoneâ\x80\x90producing cells at late stages of pituitary development, while it must be inhibited at early stages to establish normal proliferation of Rathke's pouch progenitors [34, 35, 36, 37, 38, 39].""]"	(9856, 10117)
233	important_consideration	PMC4949713	[(9994, 10001)]	must be	"[""WNT/Î²â\x80\x90catenin is necessary for terminal differentiation of hormoneâ\x80\x90producing cells at late stages of pituitary development, while it must be inhibited at early stages to establish normal proliferation of Rathke's pouch progenitors [34, 35, 36, 37, 38, 39].""]"	(9856, 10117)
234	important_consideration	PMC4949713	[(12863, 12871)]	critical	['These are mostly restricted to exon 3 and result in the substitution or deletion of the critical regulatory amino acids that control stabilization of the protein, predicted to lead to its nucleocytoplasmic accumulation and overâ\x80\x90activation of the WNT/Î²â\x80\x90catenin pathway [21, 22, 25, 41, 47].']	(12775, 13069)
235	important_consideration	PMC4949713	[(15439, 15447)]	critical	['Pituitary stem cells play a critical role in the pathogenesis of ACP \n\nThe presence of tissueâ\x80\x90specific stem cells has been demonstrated in several organs including the brain, gastrointestinal tract, skin, bone marrow and skeletal muscle among others.']	(15411, 15663)
236	important_consideration	PMC4949713	[(18014, 18023)]	important	['It was important to address whether the mutated SOX2+ve cells in the adult ACP model were CSCs.']	(18007, 18102)
237	important_consideration	PMC4949713	[(18119, 18128)]	important	['To address this important question, SOX2+ve stem cells have been targeted to simultaneously express oncogenic mutant Î²â\x80\x90catenin and yellow fluorescent protein (YFP).']	(18103, 18270)
238	important_consideration	PMC4949713	[(20771, 20779)]	critical	['In addition, several chemokines and cytokines as well as their receptors, which are critical mediators of inflammation, are also upâ\x80\x90regulated in the mouse clusters.']	(20687, 20853)
239	important_consideration	PMC4949713	[(21133, 21141)]	critical	['Many of these factors have been shown to be expressed in several tumours/cancers and play critical roles in tumour biology [61, 62, 63, 64, 65].']	(21043, 21187)
240	important_consideration	PMC4949713	[(22435, 22444)]	important	['An important question is to what extent these findings are relevant to human ACP.']	(22432, 22513)
241	important_consideration	PMC4949713	[(22752, 22760)]	critical	['Several lines of evidence support the view that the pathogenesis of mouse and human ACP are very similar: (i) recent research using a xenograft model of human ACP in immunosuppressed mice has shown that the activities of the clusters are critical to regulate cell behaviour in the invasive front of the tumours [66]; (ii) human clusters also express FGFs, TGFÎ²s, SHH, chemokine receptors and other secreted factors capable of modifying the tumour microenvironment and promoting tumour growth [22, 42, 67, 68]; (iii) cluster cells in the human tumours are nonâ\x80\x90proliferative, undifferentiated (i.e.']	(22514, 23113)
242	important_consideration	PMC4949713	[(23336, 23343)]	must be	['neither endocrine not neural) and express markers associated with stem cells [21, 23]; (iv) cell clusters are present in the majority of human ACP, even in very large and advanced tumours, suggesting that their activities must be required for growth and/or survival of tumour cells.']	(23114, 23396)
243	important_consideration	PMC4949713	[(23344, 23352)]	required	['neither endocrine not neural) and express markers associated with stem cells [21, 23]; (iv) cell clusters are present in the majority of human ACP, even in very large and advanced tumours, suggesting that their activities must be required for growth and/or survival of tumour cells.']	(23114, 23396)
244	important_consideration	PMC4949713	[(23738, 23747)]	important	['Whether the paracrine signals of the clusters may also be required for the initial transformation of the cell of origin of the tumour is an important question that requires further research.']	(23598, 23788)
245	important_consideration	PMC4949713	[(23762, 23770)]	requires	['Whether the paracrine signals of the clusters may also be required for the initial transformation of the cell of origin of the tumour is an important question that requires further research.']	(23598, 23788)
246	important_consideration	PMC4949713	[(23945, 23957)]	implications	['Moreover, it is possible that the paracrine model may be applicable to other pituitary tumours and human cancers as published evidence suggests its broader implications in the oncology field [69, 70, 71, 72, 73, 74].']	(23789, 24005)
247	important_consideration	PMC4949713	[(26632, 26640)]	required	['Future research is required to dissect this model further and to assess its impact in the cancer field.']	(26613, 26716)
423	important_consideration	PMC7547020	[(5643, 5654)]	devastating	['ACP is a neurologically devastating brain tumor that is notorious for causing vision loss, hypothalamic injury, hormone dysfunction and cerebrospinal fluid pathway obstruction, among other injuries.']	(5619, 5817)
424	important_consideration	PMC7547020	[(6567, 6578)]	most common	['For example, Germinoma, one of the most common tumors in the radiographic differential diagnosis of ACP, is effectively treated without surgical intervention.']	(6532, 6690)
425	important_consideration	PMC7547020	[(6796, 6803)]	require	['Other masses of this region, including glioma, pituitary adenoma, arachnoid cysts, and others, similarly require therapy tailored to the particular entity.']	(6691, 6846)
426	important_consideration	PMC7547020	[(7437, 7448)]	most common	['While ACP is the most common sellar/suprasellar pediatric tumor, it is an uncommon entity, representing 2 to 5% of all pediatric brain tumors, with an incidence of approximately 1.9 per million patient-years.']	(7420, 7628)
427	important_consideration	PMC7547020	[(8206, 8211)]	ideal	['In summary, ACP is an ideal candidate for CNN inference due to its consistent anatomical location, radiographically recognizable features, and, most importantly, the substantial clinical management differences between ACP and the other brain masses that lie within the differential diagnosis.']	(8184, 8476)
428	important_consideration	PMC7547020	[(17770, 17778)]	critical	['An additional aspect of our data that could favor the use of stochastic data augmentation is the relative conspicuity of the critical features of the image.']	(17645, 17801)
429	important_consideration	PMC7547020	[(18643, 18651)]	critical	['Manual objective obfuscation indicates the sellar/suprasellar region is critical to class identification\n\nCaption (Fig): FIG 5\n\nPituitary obfuscation reveals latent features exist outside canonical ROI for CT scans.']	(18571, 18786)
430	important_consideration	PMC7547020	[(22469, 22474)]	ideal	['Our GA previously identified that augmented data were ideal for training and original data were ideal for test data, thus we chose to evaluate 5F-CV in three different scenarios to verify that augmenting training data are superior (Fig.Â\xa06).']	(22415, 22656)
431	important_consideration	PMC7547020	[(22511, 22516)]	ideal	['Our GA previously identified that augmented data were ideal for training and original data were ideal for test data, thus we chose to evaluate 5F-CV in three different scenarios to verify that augmenting training data are superior (Fig.Â\xa06).']	(22415, 22656)
432	important_consideration	PMC7547020	[(23634, 23640)]	needed	['In fact, information needed in the CT-MRI context may be obscured or dropped by concatenating two augmented case examples.']	(23613, 23735)
433	important_consideration	PMC7547020	[(25027, 25035)]	relevant	['This is likely due to the increase in relevant information put forth by consideration of both imaging modalities.']	(24989, 25102)
434	important_consideration	PMC7547020	[(33465, 33469)]	Note	['Note, that although there are only 9 optimizers explicitly listed in Fig.Â\xa02B that the proximal optimizers have 4 unique variants (no regularization, l1-regularization, l2-regularization, and l1/l2-regularization; as demarcated by the asterisk in the figure), yielding 15 possible optimizers.']	(33465, 33757)
906	important_consideration	PMC7074265	[(70, 82)]	Implications	['The Inflammatory Milieu of Adamantinomatous Craniopharyngioma and Its Implications for Treatment\n\nAbstract\n\nPediatric Adamantinomatous Craniopharyngiomas (ACPs) are histologically benign brain tumors that often follow an aggressive clinical course.']	(0, 248)
907	important_consideration	PMC7074265	[(310, 318)]	critical	['Their suprasellar location leaves them in close proximity to critical neurological and vascular structures and often results in significant neuroendocrine morbidity.']	(249, 414)
908	important_consideration	PMC7074265	[(587, 591)]	safe	['Current treatment paradigms, involving surgical resection and radiotherapy, confer significant morbidity to patients and there is an obvious need to discover effective and safe alternative treatments.']	(415, 615)
909	important_consideration	PMC7074265	[(917, 925)]	critical	['These studies have resulted in ever mounting evidence that inflammatory processes and the immune response play a critical role in the pathogenesis of both the solid and cystic portion of ACPs.']	(804, 996)
910	important_consideration	PMC7074265	[(2277, 2285)]	critical	['Their proximity to critical neurological and vascular structures often confers significant neuroendocrine morbidity on patients.']	(2258, 2386)
911	important_consideration	PMC7074265	[(5073, 5080)]	crucial	['Although this aberrant overactivation of the WNT pathway is thought to be crucial in the pathogenesis of ACPs, the resulting nuclear accumulation of beta-catenin is only observed in a minority of cells, specifically in whorl like epithelial cell clusters (Figure 1D).']	(4999, 5266)
912	important_consideration	PMC7074265	[(5297, 5304)]	crucial	['These cells are thought to be crucial in the tumorigenesis of ACP and various mechanisms have been proposed as to how they may drive tumor growth (Figure 2).']	(5267, 5424)
913	important_consideration	PMC7074265	[(5820, 5827)]	crucial	['It has also been hypothesized that the nuclear accumulation of beta-catenin and overactivation of the WNT pathway in these cell clusters might also play a crucial role in the invasion of adjacent structures (e.g.']	(5665, 5877)
914	important_consideration	PMC7074265	[(6043, 6052)]	important	['Microscopically, a digitate invasion/growth pattern into structures such as the hypothalamus can be seen and is thought to be an important factor in the neuro-endocrine disorders frequently seen in children with ACP.']	(5914, 6130)
915	important_consideration	PMC7074265	[(7961, 7968)]	crucial	['Fascin is a member of the actin cross-linking family of proteins and plays a crucial role in cell-matrix adhesion, cell migration, and remodeling of the cell cytoskeleton/architecture.']	(7884, 8068)
916	important_consideration	PMC7074265	[(8696, 8703)]	crucial	['Given the seemingly crucial role of WNT overactivation in ACPs, targeting the WNT pathway would appear to represent an attractive strategy for tackling these tumors.']	(8676, 8841)
917	important_consideration	PMC7074265	[(8883, 8890)]	crucial	['The WNT pathway has been shown to play a crucial role in a number of cancers such as colorectal cancers, non-small cell lung cancer, and chronic myeloid leukemia.']	(8842, 9004)
918	important_consideration	PMC7074265	[(9291, 9296)]	major	['The reasons for the difficulty in targeting the WNT pathway are legion and complex but one major area of concern is the important role the pathway plays in the maintenance of normal stem cells for tissue regeneration.']	(9200, 9417)
919	important_consideration	PMC7074265	[(9320, 9329)]	important	['The reasons for the difficulty in targeting the WNT pathway are legion and complex but one major area of concern is the important role the pathway plays in the maintenance of normal stem cells for tissue regeneration.']	(9200, 9417)
920	important_consideration	PMC7074265	[(10010, 10020)]	imperative	['It is unlikely such a therapy will become a viable option in the treatment of ACP in the near future and as a result, the need to discover other effective therapies has become imperative.']	(9834, 10021)
921	important_consideration	PMC7074265	[(11112, 11122)]	importance	['The following is a review of the evidence that highlights the potential importance of the inflammatory/immune response in the generation of these tumors and the potential in targeting these pathways in the treatment of this often-devastating disease.']	(11040, 11290)
922	important_consideration	PMC7074265	[(11270, 11281)]	devastating	['The following is a review of the evidence that highlights the potential importance of the inflammatory/immune response in the generation of these tumors and the potential in targeting these pathways in the treatment of this often-devastating disease.']	(11040, 11290)
923	important_consideration	PMC7074265	[(11951, 11960)]	desirable	['As a result, a better understanding of the pathogenesis of ACP cysts and the development of better treatments to limit their growth is clearly desirable.']	(11808, 11961)
924	important_consideration	PMC7074265	[(12406, 12415)]	important	['who demonstrated highly elevated levels of IL-6 in the cyst fluid of 15 pediatric ACPs and posited that IL-6 plays an important role in the inflammatory reaction associated with ACPs.']	(12288, 12471)
925	important_consideration	PMC7074265	[(13117, 13125)]	critical	['They posited that the detection of these proteins suggested that the innate immune response was playing a critical role in cyst generation and that a possible mechanism of action of IFN-alpha in treating the cyst was via an immune-modulatory effect.']	(13011, 13260)
