PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	IGNORANCE_CLASSIFICATION
PMC4122855.nxml.gz	0	['Translation of a gestational diabetes nutrition model of care into practice: results from an implementation project\n\nBackground\nReduced need for insulin therapy in Gestational Diabetes Mellitus (GDM) has been documented in a study validating American Nutrition Practice Guidelines, which recommend at least 3 dietitian visits.']	(0, 326)	TRUE
PMC4122855.nxml.gz	1	['No Australian GDM Nutrition Practice Guidelines exist and systematic delivery of dietetic care to women with GDM does not occur in Australia.']	(327, 468)	TRUE
PMC4122855.nxml.gz	2	['This paper evaluates a theory-informed implementation plan to translate a dietetic model of care based on the American guidelines in an Australian maternity hospital.']	(469, 635)	TRUE
PMC4122855.nxml.gz	3	['Materials and methods\nThe planned implementation consisted of a 9-month pre (usual care)/post (new model of care) design with a month for ‘integration’ across 2012-2013.']	(637, 806)	FALSE
PMC4122855.nxml.gz	4	['Primary outcomes were uptake of the new dietetic schedule (process) and requirement for pharmacotherapy (clinical).']	(807, 922)	FALSE
PMC4122855.nxml.gz	5	['Secondary outcomes were change in: staff’s awareness, knowledge, and acceptance of the model, and change in client satisfaction (process), and in dietary indices, physical activity levels, and key maternal and infant outcomes (clinical).']	(923, 1160)	TRUE
PMC4122855.nxml.gz	6	['Results\nBoth phases only ran for 7 months; integration required 4 months.']	(1162, 1235)	TRUE
PMC4122855.nxml.gz	7	['Pre-intervention, only one of the 91 women with GDM seen received ≥ 1 dietetic follow-up appointment.']	(1236, 1337)	TRUE
PMC4122855.nxml.gz	8	['Post-intervention, significantly more women (50.6%) received best-practice care (2+reviews) (p = 0.02).']	(1338, 1441)	FALSE
PMC4122855.nxml.gz	9	['However, due to heavy clinical demand, only 31.5 % of the 162 women seen after the change in practice received best-practice individual dietitian review at their first visit.']	(1442, 1616)	TRUE
PMC4122855.nxml.gz	10	['Clinically-relevant trends were seen in changes in medication requirements; the percentage of women requiring pharmacologic treatment decreased from 31.1% to 26.9%.']	(1617, 1781)	TRUE
PMC4122855.nxml.gz	11	['This was more pronounced in women who received best-practice care (25.0% (yes) vs. 27.2% (no)).']	(1782, 1877)	FALSE
PMC4122855.nxml.gz	12	['Only a small change in glycemic index of women’s diet occurred after seeing a dietitian, pre- to post- implementation (-2.0 ± 4.4 vs. -3.0 ± 5.0).']	(1878, 2024)	TRUE
PMC4122855.nxml.gz	13	['However, this was significant between women who received best practice care (-7.9 ± 6.1) and not best practice care (-2.1 ± 4.4, p = 0.014), and also pre-intervention women (p=0.01).']	(2025, 2207)	TRUE
PMC4122855.nxml.gz	14	['Differences in physical activity levels were clinically, but not significantly different (15.5 mins vs 9l.8mins/week).']	(2208, 2326)	FALSE
PMC4122855.nxml.gz	15	['Client satisfaction remained high over the project, between 4.3-4.7/5.']	(2327, 2397)	FALSE
PMC4122855.nxml.gz	16	['Staff are currently being surveyed regarding their guideline knowledge and acceptance.']	(2398, 2484)	FALSE
PMC4122855.nxml.gz	17	['Clinical outcomes are currently being examined.']	(2485, 2532)	FALSE
PMC4122855.nxml.gz	18	['Conclusions\nThis implementation project was successful in increasing the proportion of women seen according to best practice.']	(2534, 2659)	FALSE
PMC4122855.nxml.gz	19	['Service limitations impaired the delivery of optimal care.']	(2660, 2718)	TRUE
PMC4122855.nxml.gz	20	['Partial adherence to the model of care may have attenuated changes in medication requirements and dietary patterns.']	(2719, 2834)	TRUE
PMC4122855.nxml.gz	21	['Full adherence may have resulted in even greater changes.']	(2835, 2892)	TRUE
PMC4122855.nxml.gz	22	['PubMed Central:']	(2894, 2909)	FALSE
