Another	O
study	O
was	O
organized	O
to	O
determine	O
ASD	O
in	O
children	O
born	O
preterm	O
and	O
the	O
role	O
of	O
exposure	O
to	O
perinatal	O
inflammation	O
.	O

Then	O
in	O
2005	O
,	O
Anway	O
et	O
al	O
.	O

Quantitative	O
real	O
-	O
time	O
RT	O
-	O
PCR	O
First	O
-	O
strand	O
cDNA	O
was	O
synthesized	O
from	O
2	O
μg	O
of	O
total	O
RNA	O
(	O
n	O
=	O
14	O
per	O
diet	O
and	O
stage	O
)	O
using	O
random	O
primers	O
and	O
oligo	O
d	O
(	O
T	O
)	O
13VN	O
in	O
the	O
presence	O
of	O
Superscript	O
III	O
reverse	O
transcriptase	O
(	O
Invitrogen	O
,	O
Karlsruhe	O
,	O
Germany	O
).	O

Dean	O
et	O
al	O
.,	O
2013	O
[	O
4	O
];	O
Requejo	O
et	O
al	O
.,	O
2013	O
[	O
5	O
];	O
Lawn	O
et	O
al	O
.,	O
2013	O
[	O
6	O
].	O

Overall	O
,	O
this	O
book	O
will	O
be	O
of	O
benefit	O
to	O
postgraduates	O
in	O
the	O
field	O
of	O
nutrition	O
,	O
nutritionists	O
in	O
hospitals	O
and	O
physicians	O
.	O

Some	O
of	O
the	O
best	B
mHealth	O
evidence	O
comes	O
from	O
smoking	O
cessation	O
studies	O
[	O
9	O
,	O
10	O
].	O

The	O
samples	O
were	O
added	O
to	O
ethylenediaminetetraacetic	O
acid	O
-	O
containing	O
tubes	O
and	O
sent	O
to	O
endocrinology	O
and	O
metabolism	O
laboratories	O
of	O
Shahid	O
Beheshti	O
University	O
of	O
Medical	O
Sciences	O
,	O
Tehran	O
within	O
24	O
hours	O
and	O
kept	O
at	O
2	O
-	O
8	O
°	O
C	O
.	O

All	O
seven	O
major	O
malformations	O
occurring	O
in	O
the	O
exposed	O
group	O
were	O
associated	O
with	O
maternal	O
polytherapy	O
,	O
which	O
reached	O
8	O
.	O
4	O
%	O
for	O
this	O
subgroup	O
,	O
and	O
no	O
major	O
malformations	O
were	O
reported	O
in	O
the	O
monotherapy	O
group	O
.	O

There	O
was	O
no	O
statistical	O
significance	O
observed	O
when	O
respondents	O
’	O
maritalstatus	O
and	O
age	O
were	O
compared	O
with	O
the	O
satisfaction	O
of	O
the	O
different	O
services	O
in	O
the	O
