PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	IGNORANCE_CLASSIFICATION
PMC1626394.nxml.gz	0	['Reproductive Toxicity: Too Much of a Good Thing?']	(0, 48)	FALSE
PMC1626394.nxml.gz	1	['Pregnant women are famously exhorted to faithfully take their daily prenatal vitamins, which often contain iron and other minerals.']	(49, 180)	FALSE
PMC1626394.nxml.gz	2	['But new research suggests that a weekly iron supplement coinciding with the renewal of the small intestine’s mucosal lining cells (where nutrient absorption occurs) works better than a daily supplement and prevents problems resulting from too much iron at the wrong times.']	(181, 453)	TRUE
PMC1626394.nxml.gz	3	['Maternal iron deficiency and anemia early in gestation can result in premature birth and low birth weight.']	(454, 560)	FALSE
PMC1626394.nxml.gz	4	['These, in turn, can trigger further problems ranging from slow physical growth and motor development to impaired emotional control.']	(561, 692)	FALSE
PMC1626394.nxml.gz	5	['In severe cases, both maternal and fetal survival can be threatened at or near birth.']	(693, 778)	FALSE
PMC1626394.nxml.gz	6	['Thus, there exists a near-global public health policy of maternal iron supplementation during pregnancy.']	(779, 883)	FALSE
PMC1626394.nxml.gz	7	['The new study appears in the July 2006 issue of Archives of Medical Research .']	(884, 962)	FALSE
PMC1626394.nxml.gz	8	['A team including nutritionist and epidemiologist Esther Casanueva of the National Institute of Perinatology Isidro Espinosa de los Reyes (INPerIER) in Mexico City and colleagues elsewhere in Mexico City and California studied 116 women receiving prenatal care at INPerIER.']	(963, 1235)	FALSE
PMC1626394.nxml.gz	9	['All had come to INPerIER for prenatal care by gestational week 20.']	(1236, 1302)	FALSE
PMC1626394.nxml.gz	10	['None of the women were anemic at that point, but 66% had low levels of ferritin (the principal form of stored iron), suggesting low iron nutritional status.']	(1303, 1459)	FALSE
PMC1626394.nxml.gz	11	['Half took 60 mg of iron as ferrous sulfate with 200 μg of folic acid and 1 μg of vitamin B12once a day; the others took double this dose once a week.']	(1460, 1609)	FALSE
PMC1626394.nxml.gz	12	['The researchers checked the women’s levels of hemoglobin (which transports oxygen) and ferritin every four weeks through the end of pregnancy.']	(1610, 1752)	TRUE
PMC1626394.nxml.gz	13	['More of the women taking the weekly dose were mildly anemic (with hemoglobin levels shown not to carry any risk for mothers and infants) compared with the women taking the daily dose.']	(1753, 1936)	TRUE
PMC1626394.nxml.gz	14	['However, by weeks 28 to 36, women taking the daily supplement had a significantly higher prevalence of hemoconcentration, a condition defined as hemoglobin levels above 145 g/L.']	(1937, 2114)	TRUE
PMC1626394.nxml.gz	15	['Ironically, both early gestational iron-deficiency anemia and hemoconcentration later in pregnancy increase the risk of premature birth and low birth weight.']	(2115, 2272)	FALSE
PMC1626394.nxml.gz	16	['Thus, the researchers suggest that excess iron supplementation can cause the same problems it is supposed to correct.']	(2273, 2390)	FALSE
PMC1626394.nxml.gz	17	['Animal studies suggest that excess iron can also trigger formation of free radicals in the intestinal mucosa and other tissues, and that both iron deficiency and iron overload can damage nuclear DNA and mitochondrial DNA.']	(2391, 2612)	TRUE
PMC1626394.nxml.gz	18	['This kind of damage has been implicated in cancer induction.']	(2613, 2673)	FALSE
PMC1626394.nxml.gz	19	['The intestinal mucosa is renewed every 5 to 6 days and will absorb as much iron as necessary to maintain iron balance; however, mature cells will stop absorbing iron entirely if they are flooded with it, even if there is an iron deficit.']	(2674, 2911)	TRUE
PMC1626394.nxml.gz	20	['“Maintaining a high iron environment in the intestine by ingesting significantly more iron than needed every day overwhelms this safety system,” says coauthor Fernando E. Viteri.']	(2912, 3090)	FALSE
PMC1626394.nxml.gz	21	['A more subtly calibrated iron supplementation during pregnancy may be as effective as current public health recommendations, and perhaps safer.']	(3091, 3234)	FALSE
PMC1626394.nxml.gz	22	['PubMed Central:']	(3236, 3251)	FALSE
