	PMCID	SENTENCE_NUM	SENTENCE_START	SENTENCE_END	WORD	POS_TAG	WORD_START	WORD_END
0	PMC7222517	PMC7222517_0	0	4924	""""	JJ	0	1
1	PMC7222517	PMC7222517_0	0	4924	Acta	NNP	1	5
2	PMC7222517	PMC7222517_0	0	4924	Neuropathol	NNP	6	17
3	PMC7222517	PMC7222517_0	0	4924	CommunActa	NNP	18	28
4	PMC7222517	PMC7222517_0	0	4924	Neuropathol	NNP	29	40
5	PMC7222517	PMC7222517_0	0	4924	CommunActa	NNP	41	51
6	PMC7222517	PMC7222517_0	0	4924	Neuropathologica	NNP	52	68
7	PMC7222517	PMC7222517_0	0	4924	Communications2051	NNP	69	87
8	PMC7222517	PMC7222517_0	0	4924	-	:	87	88
9	PMC7222517	PMC7222517_0	0	4924	5960BioMed	CD	88	98
10	PMC7222517	PMC7222517_0	0	4924	CentralLondon32404202722251793910	NNP	99	132
11	PMC7222517	PMC7222517_0	0	4924	.	.	132	133
12	PMC7222517	PMC7222517_0	0	4924	1186	CD	133	137
13	PMC7222517	PMC7222517_0	0	4924	/	NN	137	138
14	PMC7222517	PMC7222517_0	0	4924	s40478	VBD	138	144
15	PMC7222517	PMC7222517_0	0	4924	-	:	144	145
16	PMC7222517	PMC7222517_0	0	4924	020	CD	145	148
17	PMC7222517	PMC7222517_0	0	4924	-	:	148	149
18	PMC7222517	PMC7222517_0	0	4924	00939	CD	149	154
19	PMC7222517	PMC7222517_0	0	4924	-	:	154	155
20	PMC7222517	PMC7222517_0	0	4924	0ResearchTranscriptional	CD	155	179
21	PMC7222517	PMC7222517_0	0	4924	analyses	NNS	180	188
22	PMC7222517	PMC7222517_0	0	4924	of	IN	189	191
23	PMC7222517	PMC7222517_0	0	4924	adult	NN	192	197
24	PMC7222517	PMC7222517_0	0	4924	and	CC	198	201
25	PMC7222517	PMC7222517_0	0	4924	pediatric	JJ	202	211
26	PMC7222517	PMC7222517_0	0	4924	adamantinomatous	JJ	212	228
27	PMC7222517	PMC7222517_0	0	4924	craniopharyngioma	NN	229	246
28	PMC7222517	PMC7222517_0	0	4924	reveals	NNS	247	254
29	PMC7222517	PMC7222517_0	0	4924	similar	JJ	255	262
30	PMC7222517	PMC7222517_0	0	4924	expression	NN	263	273
31	PMC7222517	PMC7222517_0	0	4924	signatures	NNS	274	284
32	PMC7222517	PMC7222517_0	0	4924	regarding	VBG	285	294
33	PMC7222517	PMC7222517_0	0	4924	potential	JJ	295	304
34	PMC7222517	PMC7222517_0	0	4924	therapeutic	JJ	305	316
35	PMC7222517	PMC7222517_0	0	4924	targetshttp	NN	317	328
36	PMC7222517	PMC7222517_0	0	4924	://	NNP	328	331
37	PMC7222517	PMC7222517_0	0	4924	orcid	NN	331	336
38	PMC7222517	PMC7222517_0	0	4924	.	.	336	337
39	PMC7222517	PMC7222517_0	0	4924	org	NN	337	340
40	PMC7222517	PMC7222517_0	0	4924	/	NN	340	341
41	PMC7222517	PMC7222517_0	0	4924	0000	CD	341	345
42	PMC7222517	PMC7222517_0	0	4924	-	:	345	346
43	PMC7222517	PMC7222517_0	0	4924	0001	CD	346	350
44	PMC7222517	PMC7222517_0	0	4924	-	:	350	351
45	PMC7222517	PMC7222517_0	0	4924	7359	CD	351	355
46	PMC7222517	PMC7222517_0	0	4924	-	:	355	356
47	PMC7222517	PMC7222517_0	0	4924	6608PrinceEricEric	CD	356	374
48	PMC7222517	PMC7222517_0	0	4924	.	.	374	375
49	PMC7222517	PMC7222517_0	0	4924	Prince	NN	375	381
50	PMC7222517	PMC7222517_0	0	4924	@	JJ	381	382
51	PMC7222517	PMC7222517_0	0	4924	CUAnschutz	NNP	382	392
52	PMC7222517	PMC7222517_0	0	4924	.	.	392	393
53	PMC7222517	PMC7222517_0	0	4924	edu12WhelanRos3DonsonAndrew24StaulcupSusan1HengartnerAstrid12VijmasiTrinka12AgwuChibueze5LilleheiKevin	NN	393	495
54	PMC7222517	PMC7222517_0	0	4924	O	NNP	496	497
55	PMC7222517	PMC7222517_0	0	4924	.	.	497	498
56	PMC7222517	PMC7222517_0	0	4924	3ForemanNicholas	CD	498	514
