	PMCID	SENTENCE_NUM	SENTENCE_START	SENTENCE_END	WORD	POS_TAG	WORD_START	WORD_END
0	PMC6712354.nxml.gz	PMC6712354.nxml.gz_0	0	274	Targeting	VBG	0	9
1	PMC6712354.nxml.gz	PMC6712354.nxml.gz_0	0	274	IL	NNP	10	12
2	PMC6712354.nxml.gz	PMC6712354.nxml.gz_0	0	274	-	:	12	13
3	PMC6712354.nxml.gz	PMC6712354.nxml.gz_0	0	274	6	CD	13	14
4	PMC6712354.nxml.gz	PMC6712354.nxml.gz_0	0	274	Is	VBZ	15	17
5	PMC6712354.nxml.gz	PMC6712354.nxml.gz_0	0	274	a	DT	18	19
6	PMC6712354.nxml.gz	PMC6712354.nxml.gz_0	0	274	Potential	JJ	20	29
7	PMC6712354.nxml.gz	PMC6712354.nxml.gz_0	0	274	Treatment	NN	30	39
8	PMC6712354.nxml.gz	PMC6712354.nxml.gz_0	0	274	for	IN	40	43
9	PMC6712354.nxml.gz	PMC6712354.nxml.gz_0	0	274	Primary	NNP	44	51
10	PMC6712354.nxml.gz	PMC6712354.nxml.gz_0	0	274	Cystic	NNP	52	58
11	PMC6712354.nxml.gz	PMC6712354.nxml.gz_0	0	274	Craniopharyngioma	NNP	59	76
12	PMC6712354.nxml.gz	PMC6712354.nxml.gz_0	0	274	Abstract	NNP	78	86
13	PMC6712354.nxml.gz	PMC6712354.nxml.gz_0	0	274	Adamantinomatous	NNP	88	104
14	PMC6712354.nxml.gz	PMC6712354.nxml.gz_0	0	274	craniopharyngioma	NN	105	122
15	PMC6712354.nxml.gz	PMC6712354.nxml.gz_0	0	274	(	(	123	124
16	PMC6712354.nxml.gz	PMC6712354.nxml.gz_0	0	274	ACP	NNP	124	127
17	PMC6712354.nxml.gz	PMC6712354.nxml.gz_0	0	274	)	)	127	128
18	PMC6712354.nxml.gz	PMC6712354.nxml.gz_0	0	274	makes	VBZ	129	134
19	PMC6712354.nxml.gz	PMC6712354.nxml.gz_0	0	274	up	RP	135	137
