PMC3271033.nxml.gz-133,"[['18275'], ['18278'], 'but', 'anomaly_curious_finding', 'anomaly_curious_finding', 'PMC3271033.nxml.gz_118']"
PMC3271033.nxml.gz-221,"[['1363'], ['1370'], 'despite', 'despite', 'ANOMALY_CURIOUS_FINDING', 'PMC3271033.nxml.gz_6']"
PMC3271033.nxml.gz-223,"[['23406'], ['23413'], 'despite', 'despite', 'ANOMALY_CURIOUS_FINDING', 'PMC3271033.nxml.gz_153']"
PMC3271033.nxml.gz-306,"[['19991'], ['20002'], 'even though', 'even_though', 'ANOMALY_CURIOUS_FINDING', 'PMC3271033.nxml.gz_129']"
PMC3271033.nxml.gz-33,"[['17919'], ['17927'], 'although', 'although', 'ANOMALY_CURIOUS_FINDING', 'PMC3271033.nxml.gz_116']"
PMC3271033.nxml.gz-35,"[['18894'], ['18902'], 'although', 'although', 'ANOMALY_CURIOUS_FINDING', 'PMC3271033.nxml.gz_122']"
PMC3271033.nxml.gz-37,"[['19002'], ['19010'], 'Although', 'although', 'ANOMALY_CURIOUS_FINDING', 'PMC3271033.nxml.gz_123']"
PMC3271033.nxml.gz-39,"[['19549'], ['19557'], 'although', 'although', 'ANOMALY_CURIOUS_FINDING', 'PMC3271033.nxml.gz_126']"
PMC3271033.nxml.gz-39851,"[['1945'], ['1953'], 'Although', 'although', 'ANOMALY_CURIOUS_FINDING', 'PMC3271033.nxml.gz_10']"
PMC3271033.nxml.gz-39933,"[['2380'], ['2390'], 'especially', 'anomaly_curious_finding', 'anomaly_curious_finding', 'PMC3271033.nxml.gz_11']"
PMC3271033.nxml.gz-39941,"[['3179'], ['3187'], 'Although', 'although', 'ANOMALY_CURIOUS_FINDING', 'PMC3271033.nxml.gz_16']"
PMC3271033.nxml.gz-43,"[['22407'], ['22413'], 'appear', 'appear', 'ANOMALY_CURIOUS_FINDING', 'PMC3271033.nxml.gz_146']"
PMC3271033.nxml.gz-45,"[['1294'], ['1301'], 'appears', 'appears', 'ANOMALY_CURIOUS_FINDING', 'PMC3271033.nxml.gz_6']"
PMC3271033.nxml.gz-47,"[['21468'], ['21475'], 'appears', 'appears', 'ANOMALY_CURIOUS_FINDING', 'PMC3271033.nxml.gz_140']"
PMC3271033.nxml.gz-49,"[['21737'], ['21750'], 'appears to be', 'appears_to_be', 'ANOMALY_CURIOUS_FINDING', 'PMC3271033.nxml.gz_141']"
PMC3271033.nxml.gz-649,"[['22995'], ['23006'], 'Nonetheless', 'anomaly_curious_finding', 'anomaly_curious_finding', 'PMC3271033.nxml.gz_150']"
PMC3271033.nxml.gz-674,"[['12745'], ['12752'], 'Of note', 'of_note', 'ANOMALY_CURIOUS_FINDING', 'PMC3271033.nxml.gz_86']"
PMC3271033.nxml.gz-676,"[['17548'], ['17555'], 'Of note', 'of_note', 'ANOMALY_CURIOUS_FINDING', 'PMC3271033.nxml.gz_114']"
PMC3271033.nxml.gz-678,"[['18778'], ['18785'], 'Of note', 'of_note', 'ANOMALY_CURIOUS_FINDING', 'PMC3271033.nxml.gz_122']"
PMC3271033.nxml.gz-680,"[['23331'], ['23338'], 'Of note', 'of_note', 'ANOMALY_CURIOUS_FINDING', 'PMC3271033.nxml.gz_153']"
PMC3271033.nxml.gz-844,"[['2590'], ['2600'], 'Remarkably', 'remarkably', 'ANOMALY_CURIOUS_FINDING', 'PMC3271033.nxml.gz_13']"
PMC3271033.nxml.gz-9202,"[['10833'], ['10840'], 'however', 'anomaly_curious_finding', 'anomaly_curious_finding', 'PMC3271033.nxml.gz_70']"
PMC3271033.nxml.gz-9204,"[['10896'], ['10900'], 'only', 'anomaly_curious_finding', 'anomaly_curious_finding', 'PMC3271033.nxml.gz_70']"
PMC3271033.nxml.gz-9208,"[['12826'], ['12833'], 'but not', 'anomaly_curious_finding', 'anomaly_curious_finding', 'PMC3271033.nxml.gz_86']"
PMC3271033.nxml.gz-9210,"[['13271'], ['13274'], 'but', 'anomaly_curious_finding', 'anomaly_curious_finding', 'PMC3271033.nxml.gz_89']"
PMC3271033.nxml.gz-9214,"[['24090'], ['24100'], 'especially', 'anomaly_curious_finding', 'anomaly_curious_finding', 'PMC3271033.nxml.gz_157']"
