TOKEN	TRUE	PREDICTED
Headliners	O	O
:	O	O
Maternal	O	O
Nutrition	O	O
and	O	O
Child	O	O
Cancer	O	O
:	O	O
Mother	O	O
’	O	O
s	O	O
Pre	O	O
-	O	O
pregnancy	O	O
Diet	O	O
May	O	O
Influence	O	O
Child	O	O
Cancer	O	O
Risk	O	O
Jensen	O	O
CD	O	O
,	O	O
Block	O	O
G	O	O
,	O	O
Buffler	O	O
P	O	O
,	O	O
Ma	O	O
X	O	O
,	O	O
Selvin	O	O
S	O	O
,	O	O
Month	O	O
S	O	O
.	O	O
2004	O	O
.	O	O

Maternal	O	O
dietary	O	O
risk	O	O
factors	O	O
in	O	O
childhood	O	O
acute	O	O
lymphoblastic	O	O
leukemia	O	O
(	O	O
United	O	O
States	O	O
).	O	O

Cancer	O	O
Causes	O	O
Control	O	O
15	O	O
(	O	O
6	O	O
):	O	O
559	O	O
–	O	O
570	O	O
.	O	O

Acute	O	O
lymphoblastic	O	O
leukemia	O	O
(	O	O
ALL	O	O
)	O	O
is	O	O
the	O	O
most	O	O
common	O	O
childhood	O	O
cancer	O	O
(	O	O
with	O	O
2	O	O
,	O	O
400	O	O
cases	O	O
diagnosed	O	O
each	O	O
year	O	O
in	O	O
those	O	O
under	O	O
age	O	O
20	O	O
)	O	O
and	O	O
the	O	O
second	O	O
most	O	O
common	O	O
cause	O	O
of	O	O
mortality	O	O
in	O	O
children	O	O
aged	O	O
1	O	O
–	O	O
14	O	O
.	O	O

Recent	O	O
research	O	O
has	O	O
confirmed	O	O
that	O	O
ALL	O	O
can	O	O
originate	O	O
in	O	O
utero	O	O
.	O	O

New	O	O
findings	O	O
from	O	O
the	O	O
NIEHS	O	O
-	O	O
funded	O	O
Northern	O	O
California	O	O
Childhood	O	O
Leukemia	O	O
Study	O	O
(	O	O
NCCLS	O	O
)	O	O
show	O	O
that	O	O
the	O	O
disease	O	O
may	O	O
originate	O	O
even	O	O
earlier	O	O
—	O	O
in	O	O
the	O	O
foods	O	O
a	O	O
woman	O	O
eats	O	O
before	O	O
she	O	O
even	O	O
becomes	O	O
pregnant	O	O
.	O	O

The	O	O
effect	O	O
of	O	O
maternal	O	O
diet	O	O
on	O	O
child	O	O
leukemia	O	O
risk	O	O
has	O	O
not	O	O
