PMC5226708.nxml.gz-1005,"[['631'], ['634'], 'why', 'why', 'EXPLICIT_QUESTION', 'PMC5226708.nxml.gz_3']"
PMC5226708.nxml.gz-1007,"[['9878'], ['9881'], 'why', 'why', 'EXPLICIT_QUESTION', 'PMC5226708.nxml.gz_39']"
PMC5226708.nxml.gz-1009,"[['21565'], ['21568'], 'why', 'why', 'EXPLICIT_QUESTION', 'PMC5226708.nxml.gz_91']"
PMC5226708.nxml.gz-1023,"[['76'], ['77'], '?', '?', 'EXPLICIT_QUESTION', 'PMC5226708.nxml.gz_0']"
PMC5226708.nxml.gz-1025,"[['14876'], ['14877'], '?', '?', 'EXPLICIT_QUESTION', 'PMC5226708.nxml.gz_65']"
PMC5226708.nxml.gz-1027,"[['17257'], ['17258'], '?', '?', 'EXPLICIT_QUESTION', 'PMC5226708.nxml.gz_74']"
PMC5226708.nxml.gz-409,"[['186'], ['189'], 'how', 'how', 'EXPLICIT_QUESTION', 'PMC5226708.nxml.gz_1']"
PMC5226708.nxml.gz-413,"[['1288'], ['1291'], 'how', 'how', 'EXPLICIT_QUESTION', 'PMC5226708.nxml.gz_6']"
PMC5226708.nxml.gz-419,"[['11182'], ['11185'], 'how', 'how', 'EXPLICIT_QUESTION', 'PMC5226708.nxml.gz_44']"
PMC5226708.nxml.gz-421,"[['17230'], ['17233'], 'how', 'how', 'EXPLICIT_QUESTION', 'PMC5226708.nxml.gz_74']"
PMC5226708.nxml.gz-57402,"[['549'], ['552'], 'how', 'how', 'EXPLICIT_QUESTION', 'PMC5226708.nxml.gz_3']"
PMC5226708.nxml.gz-939,"[['1330'], ['1334'], 'what', 'what', 'EXPLICIT_QUESTION', 'PMC5226708.nxml.gz_6']"
PMC5226708.nxml.gz-941,"[['14625'], ['14629'], 'what', 'what', 'EXPLICIT_QUESTION', 'PMC5226708.nxml.gz_63']"
PMC5226708.nxml.gz-943,"[['14665'], ['14669'], 'what', 'what', 'EXPLICIT_QUESTION', 'PMC5226708.nxml.gz_63']"
PMC5226708.nxml.gz-945,"[['14847'], ['14851'], 'What', 'what', 'EXPLICIT_QUESTION', 'PMC5226708.nxml.gz_65']"
PMC5226708.nxml.gz-967,"[['901'], ['908'], 'whether', 'explicit_question', 'explicit_question', 'PMC5226708.nxml.gz_4']"
