	PMCID	SENTENCE_NUM	SENTENCE_START	SENTENCE_END	WORD	POS_TAG	WORD_START	WORD_END	BIO_TAG	PMC_MENTION_ID	ONTOLOGY_CONCEPT_ID	ONTOLOGY_LABEL
0	PMC1626394.nxml.gz	PMC1626394.nxml.gz_0	0	48	Reproductive	JJ	0	12	O	[None]	[None]	[None]
1	PMC1626394.nxml.gz	PMC1626394.nxml.gz_0	0	48	Toxicity	NN	13	21	O	[None]	[None]	[None]
2	PMC1626394.nxml.gz	PMC1626394.nxml.gz_0	0	48	:	:	21	22	O	[None]	[None]	[None]
3	PMC1626394.nxml.gz	PMC1626394.nxml.gz_0	0	48	Too	RB	23	26	O	[None]	[None]	[None]
4	PMC1626394.nxml.gz	PMC1626394.nxml.gz_0	0	48	Much	JJ	27	31	O	[None]	[None]	[None]
5	PMC1626394.nxml.gz	PMC1626394.nxml.gz_0	0	48	of	IN	32	34	O	[None]	[None]	[None]
6	PMC1626394.nxml.gz	PMC1626394.nxml.gz_0	0	48	a	DT	35	36	O	[None]	[None]	[None]
7	PMC1626394.nxml.gz	PMC1626394.nxml.gz_0	0	48	Good	JJ	37	41	O	[None]	[None]	[None]
8	PMC1626394.nxml.gz	PMC1626394.nxml.gz_0	0	48	Thing	NN	42	47	O	[None]	[None]	[None]
9	PMC1626394.nxml.gz	PMC1626394.nxml.gz_0	0	48	?	.	47	48	B	['PMC1626394.nxml.gz-5888']	['explicit_question']	['explicit_question']
10	PMC1626394.nxml.gz	PMC1626394.nxml.gz_1	49	180	Pregnant	JJ	49	57	O	[None]	[None]	[None]
11	PMC1626394.nxml.gz	PMC1626394.nxml.gz_1	49	180	women	NNS	58	63	O	[None]	[None]	[None]
12	PMC1626394.nxml.gz	PMC1626394.nxml.gz_1	49	180	are	VBP	64	67	O	[None]	[None]	[None]
13	PMC1626394.nxml.gz	PMC1626394.nxml.gz_1	49	180	famously	RB	68	76	O	[None]	[None]	[None]
14	PMC1626394.nxml.gz	PMC1626394.nxml.gz_1	49	180	exhorted	VBN	77	85	O	[None]	[None]	[None]
15	PMC1626394.nxml.gz	PMC1626394.nxml.gz_1	49	180	to	TO	86	88	O	[None]	[None]	[None]
16	PMC1626394.nxml.gz	PMC1626394.nxml.gz_1	49	180	faithfully	RB	89	99	O	[None]	[None]	[None]
17	PMC1626394.nxml.gz	PMC1626394.nxml.gz_1	49	180	take	VB	100	104	O	[None]	[None]	[None]
18	PMC1626394.nxml.gz	PMC1626394.nxml.gz_1	49	180	their	PRP$	105	110	O	[None]	[None]	[None]
19	PMC1626394.nxml.gz	PMC1626394.nxml.gz_1	49	180	daily	JJ	111	116	O	[None]	[None]	[None]
20	PMC1626394.nxml.gz	PMC1626394.nxml.gz_1	49	180	prenatal	NN	117	125	O	[None]	[None]	[None]
21	PMC1626394.nxml.gz	PMC1626394.nxml.gz_1	49	180	vitamins	NNS	126	134	O	[None]	[None]	[None]
22	PMC1626394.nxml.gz	PMC1626394.nxml.gz_1	49	180	,	,	134	135	O	[None]	[None]	[None]
23	PMC1626394.nxml.gz	PMC1626394.nxml.gz_1	49	180	which	WDT	136	141	O	[None]	[None]	[None]
24	PMC1626394.nxml.gz	PMC1626394.nxml.gz_1	49	180	often	RB	142	147	O	[None]	[None]	[None]
25	PMC1626394.nxml.gz	PMC1626394.nxml.gz_1	49	180	contain	VBP	148	155	O	[None]	[None]	[None]
26	PMC1626394.nxml.gz	PMC1626394.nxml.gz_1	49	180	iron	NNS	156	160	O	[None]	[None]	[None]
27	PMC1626394.nxml.gz	PMC1626394.nxml.gz_1	49	180	and	CC	161	164	O	[None]	[None]	[None]
28	PMC1626394.nxml.gz	PMC1626394.nxml.gz_1	49	180	other	JJ	165	170	O	[None]	[None]	[None]
29	PMC1626394.nxml.gz	PMC1626394.nxml.gz_1	49	180	minerals	NNS	171	179	O	[None]	[None]	[None]
30	PMC1626394.nxml.gz	PMC1626394.nxml.gz_1	49	180	.	.	179	180	O	[None]	[None]	[None]
31	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	But	CC	181	184	O	[None]	[None]	[None]
32	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	new	JJ	185	188	O	[None]	[None]	[None]
33	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	research	NN	189	197	O	[None]	[None]	[None]
34	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	suggests	VBZ	198	206	O	[None]	[None]	[None]
35	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	that	IN	207	211	O	[None]	[None]	[None]
36	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	a	DT	212	213	O	[None]	[None]	[None]
37	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	weekly	JJ	214	220	O	[None]	[None]	[None]
38	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	iron	NN	221	225	O	[None]	[None]	[None]
39	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	supplement	NN	226	236	O	[None]	[None]	[None]
40	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	coinciding	VBG	237	247	O	[None]	[None]	[None]
41	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	with	IN	248	252	O	[None]	[None]	[None]
42	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	the	DT	253	256	O	[None]	[None]	[None]
43	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	renewal	NN	257	264	O	[None]	[None]	[None]
44	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	of	IN	265	267	O	[None]	[None]	[None]
45	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	the	DT	268	271	O	[None]	[None]	[None]
46	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	small	JJ	272	277	O	[None]	[None]	[None]
47	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	intestine	NN	278	287	O	[None]	[None]	[None]
48	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	’	NNP	287	288	O	[None]	[None]	[None]
49	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	s	NN	288	289	O	[None]	[None]	[None]
50	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	mucosal	NN	290	297	O	[None]	[None]	[None]
51	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	lining	VBG	298	304	O	[None]	[None]	[None]
52	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	cells	NNS	305	310	O	[None]	[None]	[None]
53	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	(	(	311	312	O	[None]	[None]	[None]
54	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	where	WRB	312	317	O	[None]	[None]	[None]
55	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	nutrient	NN	318	326	O	[None]	[None]	[None]
56	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	absorption	NN	327	337	O	[None]	[None]	[None]
57	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	occurs	VBZ	338	344	O	[None]	[None]	[None]
58	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	)	)	344	345	O	[None]	[None]	[None]
59	PMC1626394.nxml.gz	PMC1626394.nxml.gz_2	181	453	works	VBZ	346	351	O	[None]	[None]	[None]
