PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	IGNORANCE_CLASSIFICATION
PMC5685050.nxml.gz	0	['Vitamin D deficiency in Thailand☆\nVitamin D deficiency has received increased attention over the past several years since vitamin D may play an important role not only in bone metabolism but also in a variety of non-skeletal diseases such as diabetes mellitus, autoimmune diseases, infectious diseases, cardiovascular diseases and cancer1,2,3.']	(0, 343)	TRUE
PMC5685050.nxml.gz	1	['Vitamin D is primarily synthesized in the skin and is partly derived from dietary sources[4].']	(344, 437)	FALSE
PMC5685050.nxml.gz	2	['During exposure to sunlight, ultraviolet B (UVB) (wavelength 290–305\xa0nm) penetrates the skin and converts 7-dehydrocholesterol to previtamin D3.']	(438, 582)	FALSE
PMC5685050.nxml.gz	3	['Previtamin D3is then rapidly converted by a heat dependent process to vitamin D3(cholecalciferol)5,6.']	(583, 684)	FALSE
PMC5685050.nxml.gz	4	["Vitamin D2(ergocalciferol), from dietary sources or supplements, and vitamin D3are metabolized in the liver to 25-hydroxyvitamin D (25(OH)D), which is the major circulating form of vitamin D and is used to determine an individual's vitamin D status[1]."]	(685, 937)	TRUE
PMC5685050.nxml.gz	5	['The circulating 25(OH)D is then metabolized in the kidneys to its biologically more active form, 1,25-dihydroxyvitamin D[1].']	(938, 1062)	TRUE
PMC5685050.nxml.gz	6	['Many factors can alter cutaneous vitamin D production such as aging, skin pigmentation, sunscreen usage, time of the day, season and latitude5,7.']	(1063, 1208)	FALSE
PMC5685050.nxml.gz	7	["Latitude is an important determinant of vitamin D status since the amount of UVB that penetrates the earth's surface decreases markedly with increasing latitude[8]."]	(1209, 1373)	FALSE
PMC5685050.nxml.gz	8	['People residing far from the equator are at an increased risk for vitamin D deficiency due to decreased cutaneous synthesis of vitamin D[9].']	(1374, 1514)	FALSE
PMC5685050.nxml.gz	9	['People residing near the equator should have lower prevalence of vitamin D deficiency compared to people living at high latitudes.']	(1515, 1645)	FALSE
PMC5685050.nxml.gz	10	['However, according to the recent studies, vitamin D deficiency is also common in these countries10,11.']	(1646, 1748)	FALSE
PMC5685050.nxml.gz	11	['In this issue of Journal of Clinical and Translational Endocrinology, Alissa et\xa0al.']	(1749, 1832)	FALSE
PMC5685050.nxml.gz	12	['found that vitamin D insufficiency is common in the sunny climate in Saudi Arabia[3].']	(1833, 1918)	FALSE
PMC5685050.nxml.gz	13	['Vitamin D deficiency and insufficiency is also common in Thailand (at latitudes between 5°30′ N and 20°30′ N) where adequate UVB exposure is available all year round as shown inTable\xa0112,13,14,15,16,17,18.']	(1919, 2124)	FALSE
PMC5685050.nxml.gz	14	['Chailurkit et\xa0al.']	(2125, 2142)	FALSE
PMC5685050.nxml.gz	15	['[12]conducted the largest-scale examination of vitamin D status in Thai population and reported a 45.2% prevalence rate of vitamin D insufficiency, defined as serum 25(OH)D level\xa0<\xa030\xa0ng/mL (<75\xa0nmol/L) a 5.7% prevalence rate of vitamin D deficiency, defined as serum 25(OH)D level <20\xa0ng/mL (<50\xa0nmol/L).']	(2142, 2447)	TRUE
PMC5685050.nxml.gz	16	['Low serum 25(OH)D concentrations were more prevalent in individuals with female gender, younger age and urban versus rural residence in Thailand.']	(2448, 2593)	TRUE
PMC5685050.nxml.gz	17	['Chailurkit et\xa0al.']	(2594, 2611)	FALSE
PMC5685050.nxml.gz	18	['[13]and Kruavit et\xa0al.']	(2611, 2633)	FALSE
PMC5685050.nxml.gz	19	['[14]assessed vitamin D status in healthy Thai elderly women and found that two-thirds had vitamin D insufficiency and one-third had vitamin D deficiency.']	(2633, 2786)	FALSE
PMC5685050.nxml.gz	20	['Women living in a nursing home have a higher prevalence of vitamin D deficiency than in free-living women, 39.8% compared to 30%, respectively[13].']	(2787, 2934)	FALSE
PMC5685050.nxml.gz	21	['Soontrapa et\xa0al.']	(2935, 2951)	FALSE
PMC5685050.nxml.gz	22	['[15]evaluated vitamin D status in a younger group of premenopausal women found the prevalence of vitamin D insufficiency to be 77.8%, which was as high as the rate found in elderly Thai women living in nursing homes.']	(2951, 3167)	FALSE
PMC5685050.nxml.gz	23	['Nimitphong et\xa0al.']	(3168, 3185)	FALSE
PMC5685050.nxml.gz	24	['[16]evaluated vitamin D status in healthy young Thai men and women (age 25–54 years) and found that the prevalence of vitamin D deficiency was three-fold higher in females than in males (43.1% in females compared to 13.9% in males).']	(3185, 3417)	FALSE
PMC5685050.nxml.gz	25	['Charatcharoenwitthaya et\xa0al.']	(3418, 3446)	FALSE
PMC5685050.nxml.gz	26	['[17]demonstrated that 83.3% of pregnant Thai women, especially in the 1st trimester of pregnancy, had vitamin D insufficiency but without association with adverse pregnancy outcomes such as spontaneous abortion, gestational diabetes, cesarean section rate and preterm labor.']	(3446, 3720)	TRUE
PMC5685050.nxml.gz	27	['They also demonstrated that intake of prenatal vitamins at the vitamin D dose of 400\xa0IU/day was sufficient to prevent vitamin D deficiency but was not high enough to prevent vitamin D insufficiency.']	(3721, 3919)	FALSE
PMC5685050.nxml.gz	28	['Rojroongwasonkul et\xa0al.']	(3920, 3943)	FALSE
PMC5685050.nxml.gz	29	['[18]showed in a recent study in Thai children that vitamin D deficiency was also highly prevalent in school children aged 3–12.9 years.']	(3943, 4078)	FALSE
PMC5685050.nxml.gz	30	['Vitamin D deficiency was found in at least one fourth of children living in rural areas.']	(4079, 4167)	FALSE
