PMCID	SENTENCE_NUMBER	SENTENCE	SENTENCE_INDICES	IGNORANCE_CLASSIFICATION
PMC5030620.nxml.gz	0	['Environmentally induced epigenetic toxicity: potential public health concerns\n\nAbstractAbstract\nThroughout our lives, epigenetic processes shape our development and enable us to adapt to a constantly changing environment.']	(0, 221)	TRUE
PMC5030620.nxml.gz	1	['Identifying and understanding environmentally induced epigenetic change(s) that may lead to adverse outcomes is vital for protecting public health.']	(222, 369)	TRUE
PMC5030620.nxml.gz	2	['This review, therefore, examines the present understanding of epigenetic mechanisms involved in the mammalian life cycle, evaluates the current evidence for environmentally induced epigenetic toxicity in human cohorts and rodent models and highlights the research considerations and implications of this emerging knowledge for public health and regulatory toxicology.']	(370, 737)	TRUE
PMC5030620.nxml.gz	3	['Many hundreds of studies have investigated such toxicity, yet relatively few have demonstrated a mechanistic association among specific environmental exposures, epigenetic changes and adverse health outcomes in human epidemiological cohorts and/or rodent models.']	(738, 1000)	FALSE
PMC5030620.nxml.gz	4	['While this small body of evidence is largely composed of exploratory in vivo high-dose range studies, it does set a precedent for the existence of environmentally induced epigenetic toxicity.']	(1001, 1192)	FALSE
PMC5030620.nxml.gz	5	['Consequently, there is worldwide recognition of this phenomenon, and discussion on how to both guide further scientific research towards a greater mechanistic understanding of environmentally induced epigenetic toxicity in humans, and translate relevant research outcomes into appropriate regulatory policies for effective public health protection.']	(1193, 1541)	TRUE
PMC5030620.nxml.gz	6	['Introduction\nThe belief that the sequence of our DNA (our genome) is the sole determinant of our life-long development and health has long been regarded as too simplistic.']	(1543, 1714)	FALSE
PMC5030620.nxml.gz	7	['Darwin’s ‘On the Origin of the Species’ highlighted the role of the environment in the process of evolution, the natural selection of advantageous genetic mutations through environmental pressures (Darwin1859).']	(1715, 1925)	FALSE
PMC5030620.nxml.gz	8	['It has also been recognized that the pace of such change is sometimes too rapid to be accounted for by natural selection.']	(1926, 2047)	FALSE
PMC5030620.nxml.gz	9	['First Lamarck, and then Waddington, suggested that alternative mechanisms, now termed epigenetics, must also contribute to phenotypic outcomes (Noble2006).']	(2048, 2203)	TRUE
PMC5030620.nxml.gz	10	['Epigenetics encompasses the mechanisms that regulate gene expression without altering the underlying DNA sequence, and the complete epigenetic status of a cell at any given time is termed the epigenome.']	(2204, 2406)	FALSE
PMC5030620.nxml.gz	11	['Epigenetic programing is fundamental for normal mammalian development, and provides a more subtle mechanism by which the environment can rapidly alter gene expression within single or multiple generations.']	(2407, 2612)	FALSE
PMC5030620.nxml.gz	12	['It is the complex interaction among our genome, epigenome and environment that shapes our development into unique individuals, and thus influences our health and potentially the health of our future offspring.']	(2613, 2822)	FALSE
PMC5030620.nxml.gz	13	['The induction of adverse DNA mutations by environmental factors that lead to disease, particularly cancer, is well established and recognized by regulatory bodies worldwide.']	(2823, 2996)	FALSE
PMC5030620.nxml.gz	14	['As such, testing procedures and safety guidelines are in place to protect human health against the adverse effects of environmentally induced genetic mutations.']	(2997, 3157)	FALSE
PMC5030620.nxml.gz	15	['There are, however, no current established regulatory procedures or guidelines in chemical safety programs for determining environmentally induced epigenetic toxicity.']	(3158, 3325)	FALSE
PMC5030620.nxml.gz	16	['We, therefore, wanted to examine both the potential public health concerns and the resulting regulatory implications of such toxicity.']	(3326, 3460)	TRUE
PMC5030620.nxml.gz	17	['For this purpose, we searched the current literature on epigenetic mechanisms involved in the mammalian life cycle and environmentally induced epigenetic toxicity in human epidemiological cohorts and rodent models in PubMed using the terms in Supplementary Table 1; defining environmentally induced epigenetic toxicity as environmental factors (chemicals, radiation and lifestyle factors (including alcohol, nutrition and smoking)) that induce adverse effects (growth retardation, fertility problems, hormonal changes, reproductive and/or other organ- and system-specific abnormalities (including immune disorders, obesity, diabetes and cancer)) and are associated with epigenetic mechanisms (histone modifications, DNA methylation, non-coding RNAs (ncRNAs) and other epigenetic machinery (DNA/RNA binding and modifying proteins)).']	(3461, 4292)	FALSE
PMC5030620.nxml.gz	18	['Relevant papers were selected based on the inclusion criteria in Supplementary Table 1.']	(4293, 4380)	FALSE
PMC5030620.nxml.gz	19	['These were then further evaluated and collated to provide a critical review that summarizes the main epigenetic mechanisms important during the mammalian life cycle, evaluates the current evidence for environmentally induced epigenetic toxicity in human cohorts and rodents models, and highlights the research considerations and implications of this emerging knowledge for public health and regulatory toxicology.']	(4381, 4794)	TRUE
PMC5030620.nxml.gz	20	["Environmentally induced epigenetic toxicity is an issue that has been highlighted as a current research focus within Public Health England’s (PHE's) Center for Radiation, Chemical and Environmental Hazards (CRCE), the wider PHE organization as part of the early life priority ‘ensuring every child has the best start in life’, and the international research and governmental communities."]	(4795, 5182)	FALSE
PMC5030620.nxml.gz	21	['By identifying and contributing to the knowledge gaps PHE, and similar organizations worldwide, can ensure that they stay fully aware of the current situation and are in the best position to give advice and put forward any necessary recommendations and policies to protect public health against such toxicity.']	(5183, 5492)	TRUE
PMC5030620.nxml.gz	22	['Epigenetic mechanisms\nHistones are a family of highly conserved, small, basic (positively charged) proteins around which (negatively charged) DNA winds to form nucleosomes, the main structural units of chromatin (the protein-DNA complex) that enable DNA to be packaged into the nucleus (Kornberg & Lorch1999).']	(5494, 5803)	FALSE
PMC5030620.nxml.gz	23	['Both the tails and globular domains of histones can undergo multiple posttranslational modifications, including acetylation, methylation, phosphorylation, ADP ribosylation, ubiquitination and sumoylation, giving rise to the so-called histone code (Strahl & Allis2000; Turner2000; Jenuwein & Allis2001; Bhaumik et\xa0al.2007; Kouzarides2007; Suganuma & Workman2011).']	(5804, 6166)	FALSE
PMC5030620.nxml.gz	24	['The functional groups are added or removed by a range of enzymes: acetylases, methyltransferases, kinases, ADP ribosyltransferases, ubiquitin ligases, sumo ligases; and deacteylases, demethylases, phosphatases, ADP ribosyl hydrolases, deubiquitinases, sumo deconjugating enzymes, respectively (Wang & Dasso2009; Khare et\xa0al.2012).']	(6167, 6497)	FALSE
PMC5030620.nxml.gz	25	['These modifications alter the interaction between DNA and DNA binding proteins (such as transcription factors and RNA polymerases) so that it is the overall combined effect of the histone code that determines an active or repressive chromatin structure and thus regulates gene expression.']	(6498, 6786)	FALSE
PMC5030620.nxml.gz	26	['In general, histone acetylation and demethylation are associated with active chromatin (euchromatin), while histone deacteylation and methylation are associated with repressive chromatin (heterochromatin).']	(6787, 6992)	FALSE
PMC5030620.nxml.gz	27	['DNA methylation involves the addition of a methyl group, primarily to the C5 of cytosine within cytosine–phosphate–guanine dinucelotides (CpGs) to produce 5-methylcytosine (5mC).']	(6993, 7171)	FALSE
PMC5030620.nxml.gz	28	['Due to the high mutagenic potential of 5mC to spontaneously deaminate to thymine, the mammalian genome is largely depleted of CpGs (Bird1980; Bird & Taggart1980), with the exception of distinct regions known as CpG islands (CGIs) (Bird et\xa0al.1985).']	(7172, 7420)	FALSE
PMC5030620.nxml.gz	29	['These CpG rich CGIs are non-randomly distributed throughout the mammalian genome, being predominantly associated with regulatory elements such as promoters (Deaton & Bird2011).']	(7421, 7597)	FALSE
PMC5030620.nxml.gz	30	['DNA methylation also alters the interaction between DNA and DNA binding proteins to regulate gene expression.']	(7598, 7707)	FALSE
PMC5030620.nxml.gz	31	['Methylation at CGIs is generally associated with transcriptional repression, although the local CpG density within a specific promoter can contribute to the actual transcriptional effect (Hackett & Surani2013; Messerschmidt et\xa0al.2014).']	(7708, 7944)	FALSE
PMC5030620.nxml.gz	32	['DNA is methylated by a family of DNA methyltransferases (DNMTs) (Bestor & Ingram1983; Li et\xa0al.1992, 1996; Okano et\xa0al.1998,1999; Aapola et\xa0al.2000; Gowher et\xa0al.2005).']	(7945, 8113)	FALSE
PMC5030620.nxml.gz	33	['DNMT1, the maintenance DNMT, preferentially methylates hemimethylated DNA and thus maintains DNA methylation following DNA replication.']	(8114, 8249)	FALSE
PMC5030620.nxml.gz	34	['De novo methylation is established by the de novo DNMTs 3A and 3B, which preferentially methylate unmethylated DNA.']	(8250, 8365)	FALSE
PMC5030620.nxml.gz	35	['The third member of the DNMT3 family, DNMT3L, does not possess any DNMT activity, but can help to recruit, and stimulate the activity of, DNMT3A and 3B.']	(8366, 8518)	FALSE
PMC5030620.nxml.gz	36	['Much less is known about the mechanisms of DNA demethylation.']	(8519, 8580)	FALSE
PMC5030620.nxml.gz	37	['It has long been suggested that 5mC can be removed by both passive (through lack of maintenance during replication) and active (enzymatic) mechanisms.']	(8581, 8731)	FALSE
PMC5030620.nxml.gz	38	['Yet, specific DNA demethylase enzyme(s) in mammals remained elusive until the discovery of the 10–11 translocation (TET) enzyme family.']	(8732, 8867)	FALSE
PMC5030620.nxml.gz	39	['This family, which can oxidize 5mC to 5-hydroxymethylcytosine (5hmC) and further to 5-formylcytosine (5fC) and 5-carboxycytosine (5caC) (Tahiliani et\xa0al.2009; Ito et\xa0al.2011), has fueled research into indirect active DNA demethylation pathways.']	(8868, 9112)	FALSE
PMC5030620.nxml.gz	40	['Consequently, a range of mechanisms for the demethylation of DNA have been proposed (described in relation to mammalian development in Dean2014; Messerschmidt et\xa0al.2014; Messerschmidt,2016).']	(9113, 9304)	FALSE
PMC5030620.nxml.gz	41	['The ncRNA superfamily encompasses a number of families broadly classified according to their length: long non-coding RNAs (lncRNAs) (>200\u2009nt) and short non coding RNAs (sncRNAs) (<200\u2009nt), which include microRNAs (miRNAs, single stranded, ∼19–25\u2009nt), piwi-interacting RNAs (piRNAs, single stranded, ∼24–30\u2009nt) and endogenous short interfering RNAs (esiRNAs, double stranded, ∼21–22\u2009nt).']	(9305, 9691)	FALSE
PMC5030620.nxml.gz	42	['The vast majority of the mammalian genome is composed of so-called non-coding DNA (ncDNA), with only 1–5% coding for proteins.']	(9692, 9818)	FALSE
PMC5030620.nxml.gz	43	['It was widely believed that these 20–30\u2009000 protein-coding genes were the sole mediators and executors of all cellular functions.']	(9819, 9948)	FALSE
PMC5030620.nxml.gz	44	['The remaining 95–99% of the genome was regarded as ‘junk’ DNA.']	(9949, 10011)	FALSE
PMC5030620.nxml.gz	45	['However, a functional role for ncDNA was inferred from the strong correlation between increasing ncDNA abundance and increasing organism complexity (Mattick2007).']	(10012, 10174)	FALSE
PMC5030620.nxml.gz	46	['Prokaryote genomes contain only 10% ncDNA, more complex fungi and animals >50%, rising to >98% in complex mammals (including mice and humans) (Carey2011).']	(10175, 10329)	FALSE
PMC5030620.nxml.gz	47	['Indeed, over the last decade, the previous gene-centric dogma, central to molecular biology, has been shown to be incorrect.']	(10330, 10454)	FALSE
PMC5030620.nxml.gz	48	['NcDNA is transcribed into ncRNAs, which play major roles in regulating gene expression.']	(10455, 10542)	FALSE
PMC5030620.nxml.gz	49	['While lncRNAs do this in a variety of ways, including chromosome remodeling, and transcriptional or post-transcriptional regulation (Galupa & Heard2015; Kanduri2016; Taylor et\xa0al.2015), sncRNAs predominantly mediate gene expression at the post-transcriptional level (Cook & Blelloch2013; Hale et\xa0al.2014).']	(10543, 10848)	FALSE
PMC5030620.nxml.gz	50	['In general, miRNAs repress gene expression by binding to mRNAs in a sequence-specific manner and either inducing their degradation or inhibiting their translation (Ivey & Srivastava2015), whereas piRNAs and esiRNAs bind to complementary transposable elements (TEs) and induce their degradation (Watanabe et\xa0al.2006,2008).']	(10849, 11170)	FALSE
PMC5030620.nxml.gz	51	['Thus, miRNAs are involved in fine tuning gene expression, whilst piRNAs and esiRNAs play a primary role in maintaining genome stability.']	(11171, 11307)	FALSE
