PMC6000839.nxml.gz-142,"[['3794'], ['3801'], 'purpose', 'purpose', 'QUESTION_ANSWERED_BY_THIS_WORK', 'PMC6000839.nxml.gz_23']"
PMC6000839.nxml.gz-143,"[['3805'], ['3822'], 'the current study', 'the_current_study', 'QUESTION_ANSWERED_BY_THIS_WORK', 'PMC6000839.nxml.gz_23']"
PMC6000839.nxml.gz-144,"[['3827'], ['3841'], 'to investigate', 'to_investigate', 'QUESTION_ANSWERED_BY_THIS_WORK', 'PMC6000839.nxml.gz_23']"
PMC6000839.nxml.gz-175,"[['9470'], ['9484'], 'To investigate', 'to_investigate', 'QUESTION_ANSWERED_BY_THIS_WORK', 'PMC6000839.nxml.gz_71']"
PMC6000839.nxml.gz-221,"[['15476'], ['15486'], 'This study', 'this_study', 'QUESTION_ANSWERED_BY_THIS_WORK', 'PMC6000839.nxml.gz_103']"
PMC6000839.nxml.gz-272,"[['17168'], ['17181'], 'Present study', 'present_study', 'QUESTION_ANSWERED_BY_THIS_WORK', 'PMC6000839.nxml.gz_112']"
PMC6000839.nxml.gz-28,"[['507'], ['514'], 'purpose', 'purpose', 'QUESTION_ANSWERED_BY_THIS_WORK', 'PMC6000839.nxml.gz_2']"
PMC6000839.nxml.gz-29,"[['518'], ['535'], 'the current study', 'the_current_study', 'QUESTION_ANSWERED_BY_THIS_WORK', 'PMC6000839.nxml.gz_2']"
PMC6000839.nxml.gz-296,"[['18186'], ['18203'], 'the current study', 'the_current_study', 'QUESTION_ANSWERED_BY_THIS_WORK', 'PMC6000839.nxml.gz_118']"
PMC6000839.nxml.gz-30,"[['540'], ['554'], 'to investigate', 'to_investigate', 'QUESTION_ANSWERED_BY_THIS_WORK', 'PMC6000839.nxml.gz_2']"
PMC6000839.nxml.gz-394,"[['20504'], ['20521'], 'the current study', 'the_current_study', 'QUESTION_ANSWERED_BY_THIS_WORK', 'PMC6000839.nxml.gz_136']"
PMC6000839.nxml.gz-401,"[['20809'], ['20822'], 'present study', 'present_study', 'QUESTION_ANSWERED_BY_THIS_WORK', 'PMC6000839.nxml.gz_138']"
PMC6000839.nxml.gz-65,"[['1720'], ['1728'], 'assessed', 'assessed', 'QUESTION_ANSWERED_BY_THIS_WORK', 'PMC6000839.nxml.gz_11']"
