PMC5540678.nxml.gz-104,"[['11324'], ['11335'], 'In order to', 'in_order_to', 'QUESTION_ANSWERED_BY_THIS_WORK', 'PMC5540678.nxml.gz_49']"
PMC5540678.nxml.gz-106,"[['11333'], ['11342'], 'to assess', 'to_assess', 'QUESTION_ANSWERED_BY_THIS_WORK', 'PMC5540678.nxml.gz_49']"
PMC5540678.nxml.gz-110,"[['11590'], ['11604'], 'To investigate', 'to_investigate', 'QUESTION_ANSWERED_BY_THIS_WORK', 'PMC5540678.nxml.gz_50']"
PMC5540678.nxml.gz-112,"[['11711'], ['11722'], 'In order to', 'in_order_to', 'QUESTION_ANSWERED_BY_THIS_WORK', 'PMC5540678.nxml.gz_51']"
PMC5540678.nxml.gz-114,"[['11720'], ['11734'], 'to investigate', 'to_investigate', 'QUESTION_ANSWERED_BY_THIS_WORK', 'PMC5540678.nxml.gz_51']"
PMC5540678.nxml.gz-173,"[['26689', '26724'], ['26693', '26729'], 'this ... study', 'question_answered_by_this_work', 'question_answered_by_this_work', 'PMC5540678.nxml.gz_83']"
PMC5540678.nxml.gz-200,"[['27682'], ['27690'], 'examined', 'examined', 'QUESTION_ANSWERED_BY_THIS_WORK', 'PMC5540678.nxml.gz_88']"
PMC5540678.nxml.gz-65,"[['3309'], ['3321'], 'investigated', 'investigated', 'QUESTION_ANSWERED_BY_THIS_WORK', 'PMC5540678.nxml.gz_13']"
PMC5540678.nxml.gz-68,"[['3474'], ['3486'], 'investigated', 'investigated', 'QUESTION_ANSWERED_BY_THIS_WORK', 'PMC5540678.nxml.gz_14']"
PMC5540678.nxml.gz-8,"[['248'], ['253'], 'aimed', 'aimed', 'QUESTION_ANSWERED_BY_THIS_WORK', 'PMC5540678.nxml.gz_1']"
