CL_2021_10_26_Instance_4	PMC1626394.nxml.gz_2	290 297;298 304;305 310	mucosal lining cells	CL_biobert_model_local_PMC1626394.nxml.gz
CL_2021_10_26_Instance_8	PMC2396486.nxml.gz_16	2885 2890;2891 2895	glial cell	CL_biobert_model_local_PMC2396486.nxml.gz
CL_2021_10_26_Instance_9	PMC2396486.nxml.gz_98	17686 17694;17705 17717	cortical ... interneurons	CL_biobert_model_local_PMC2396486.nxml.gz
CL_2021_10_26_Instance_10	PMC2396486.nxml.gz_100	18065 18072	neurons	CL_biobert_model_local_PMC2396486.nxml.gz
CL_2021_10_26_Instance_11	PMC2396486.nxml.gz_102	18538 18546	neuronal	CL_biobert_model_local_PMC2396486.nxml.gz
CL_2021_10_26_Instance_12	PMC2396486.nxml.gz_103	18831 18838	neurons	CL_biobert_model_local_PMC2396486.nxml.gz
CL_2021_10_26_Instance_13	PMC2396486.nxml.gz_104	19009 19021;19022 19029	dopaminergic neurons	CL_biobert_model_local_PMC2396486.nxml.gz
CL_2021_10_26_Instance_14	PMC2396486.nxml.gz_113	20225 20232	neurons	CL_biobert_model_local_PMC2396486.nxml.gz
CL_2021_10_26_Instance_15	PMC2396486.nxml.gz_114	20383 20395;20396 20401	dopaminergic cells	CL_biobert_model_local_PMC2396486.nxml.gz
CL_2021_10_26_Instance_16	PMC2396486.nxml.gz_122	22136 22143	neurons	CL_biobert_model_local_PMC2396486.nxml.gz
CL_2021_10_26_Instance_18	PMC2516588.nxml.gz_12	1736 1741	sperm	CL_biobert_model_local_PMC2516588.nxml.gz
CL_2021_10_26_Instance_19	PMC2516588.nxml.gz_12	1754 1759	sperm	CL_biobert_model_local_PMC2516588.nxml.gz
CL_2021_10_26_Instance_21	PMC2672462.nxml.gz_122	23681 23682;23682 23683;23683 23688	β - cells	CL_biobert_model_local_PMC2672462.nxml.gz
CL_2021_10_26_Instance_22	PMC2672462.nxml.gz_122	23802 23803;23803 23804;23804 23808	β - cell	CL_biobert_model_local_PMC2672462.nxml.gz
CL_2021_10_26_Instance_23	PMC2672462.nxml.gz_122	23922 23923;23923 23924;23924 23929	β - cells	CL_biobert_model_local_PMC2672462.nxml.gz
CL_2021_10_26_Instance_24	PMC2672462.nxml.gz_124	24253 24254;24254 24255;24255 24259	β - cell	CL_biobert_model_local_PMC2672462.nxml.gz
CL_2021_10_26_Instance_27	PMC2722583.nxml.gz_3	805 808;809 813	Red cell	CL_biobert_model_local_PMC2722583.nxml.gz
CL_2021_10_26_Instance_28	PMC2722583.nxml.gz_3	834 845	erythrocyte	CL_biobert_model_local_PMC2722583.nxml.gz
CL_2021_10_26_Instance_29	PMC2722583.nxml.gz_59	9387 9392;9393 9398;9399 9403	white blood cell	CL_biobert_model_local_PMC2722583.nxml.gz
CL_2021_10_26_Instance_30	PMC2722583.nxml.gz_59	9464 9476	reticulocyte	CL_biobert_model_local_PMC2722583.nxml.gz
CL_2021_10_26_Instance_31	PMC2722583.nxml.gz_60	9721 9732	erythrocyte	CL_biobert_model_local_PMC2722583.nxml.gz
CL_2021_10_26_Instance_32	PMC2722583.nxml.gz_79	11978 11983;11984 11988	white cell	CL_biobert_model_local_PMC2722583.nxml.gz
CL_2021_10_26_Instance_33	PMC2722583.nxml.gz_87	13176 13188	reticulocyte	CL_biobert_model_local_PMC2722583.nxml.gz
CL_2021_10_26_Instance_34	PMC2722583.nxml.gz_98	14421 14424;14425 14429	red cell	CL_biobert_model_local_PMC2722583.nxml.gz
CL_2021_10_26_Instance_35	PMC2722583.nxml.gz_100	14829 14841	reticulocyte	CL_biobert_model_local_PMC2722583.nxml.gz
CL_2021_10_26_Instance_36	PMC2722583.nxml.gz_100	14871 14874;14875 14879	red cell	CL_biobert_model_local_PMC2722583.nxml.gz
CL_2021_10_26_Instance_37	PMC2722583.nxml.gz_105	15533 15545	erythrocytes	CL_biobert_model_local_PMC2722583.nxml.gz
CL_2021_10_26_Instance_39	PMC2727050.nxml.gz_143	28328 28338;28339 28344	epithelial cells	CL_biobert_model_local_PMC2727050.nxml.gz
CL_2021_10_26_Instance_40	PMC2727050.nxml.gz_143	28367 28377	leukocytes	CL_biobert_model_local_PMC2727050.nxml.gz
CL_2021_10_26_Instance_44	PMC2889879.nxml.gz_28	4408 4416	Neuronal	CL_biobert_model_local_PMC2889879.nxml.gz
CL_2021_10_26_Instance_45	PMC2889879.nxml.gz_33	5234 5237;5238 5243;5244 5249	red blood cells	CL_biobert_model_local_PMC2889879.nxml.gz
CL_2021_10_26_Instance_46	PMC2889879.nxml.gz_33	5259 5269	fibroblast	CL_biobert_model_local_PMC2889879.nxml.gz
CL_2021_10_26_Instance_47	PMC2889879.nxml.gz_69	11481 11485	eggs	CL_biobert_model_local_PMC2889879.nxml.gz
CL_2021_10_26_Instance_48	PMC2889879.nxml.gz_132	31313 31316;31317 31322;31323 31328	red blood cells	CL_biobert_model_local_PMC2889879.nxml.gz
CL_2021_10_26_Instance_49	PMC2889879.nxml.gz_132	31338 31349	fibroblasts	CL_biobert_model_local_PMC2889879.nxml.gz
CL_2021_10_26_Instance_50	PMC2889879.nxml.gz_153	34630 34633;34634 34638	red cell	CL_biobert_model_local_PMC2889879.nxml.gz
CL_2021_10_26_Instance_51	PMC2889879.nxml.gz_156	35107 35110;35111 35116	red cells	CL_biobert_model_local_PMC2889879.nxml.gz
CL_2021_10_26_Instance_53	PMC2898025.nxml.gz_54	8606 8611;8612 8617	brain cells	CL_biobert_model_local_PMC2898025.nxml.gz
CL_2021_10_26_Instance_54	PMC2898025.nxml.gz_73	12598 12604	glioma	CL_biobert_model_local_PMC2898025.nxml.gz
CL_2021_10_26_Instance_55	PMC2898025.nxml.gz_93	15969 15981	astrocytomas	CL_biobert_model_local_PMC2898025.nxml.gz
CL_2021_10_26_Instance_56	PMC2898025.nxml.gz_95	16419 16430	astrocytoma	CL_biobert_model_local_PMC2898025.nxml.gz
CL_2021_10_26_Instance_57	PMC2898025.nxml.gz_109	18553 18559;18560 18564	glioma cell	CL_biobert_model_local_PMC2898025.nxml.gz
CL_2021_10_26_Instance_58	PMC2898025.nxml.gz_126	21736 21747	astrocytoma	CL_biobert_model_local_PMC2898025.nxml.gz
CL_2021_10_26_Instance_61	PMC2999828.nxml.gz_12	1771 1772;1773 1784	T lymphocytes	CL_biobert_model_local_PMC2999828.nxml.gz
CL_2021_10_26_Instance_62	PMC2999828.nxml.gz_13	2045 2046;2047 2052	T cells	CL_biobert_model_local_PMC2999828.nxml.gz
CL_2021_10_26_Instance_63	PMC2999828.nxml.gz_15	2271 2275;2276 2281	mast cells	CL_biobert_model_local_PMC2999828.nxml.gz
CL_2021_10_26_Instance_64	PMC2999828.nxml.gz_16	2461 2465;2466 2470	mast cell	CL_biobert_model_local_PMC2999828.nxml.gz
CL_2021_10_26_Instance_65	PMC2999828.nxml.gz_20	3009 3013;3014 3019	mast cells	CL_biobert_model_local_PMC2999828.nxml.gz
CL_2021_10_26_Instance_66	PMC2999828.nxml.gz_21	3313 3325;3326 3331	inflammatory cells	CL_biobert_model_local_PMC2999828.nxml.gz
CL_2021_10_26_Instance_67	PMC2999828.nxml.gz_21	3343 3352	basophils	CL_biobert_model_local_PMC2999828.nxml.gz
CL_2021_10_26_Instance_68	PMC2999828.nxml.gz_21	3354 3365	eosinophils	CL_biobert_model_local_PMC2999828.nxml.gz
CL_2021_10_26_Instance_69	PMC2999828.nxml.gz_21	3371 3372;3373 3379;3380 3384;3385 3386	T helper type 2 ...	CL_biobert_model_local_PMC2999828.nxml.gz
CL_2021_10_26_Instance_70	PMC2999828.nxml.gz_21	3388 3391;3393 3404	Th2 ... lymphocytes	CL_biobert_model_local_PMC2999828.nxml.gz
CL_2021_10_26_Instance_71	PMC2999828.nxml.gz_131	20465 20475	lymphocyte	CL_biobert_model_local_PMC2999828.nxml.gz
CL_2021_10_26_Instance_72	PMC2999828.nxml.gz_164	25706 25707;25708 25712	T cell	CL_biobert_model_local_PMC2999828.nxml.gz
CL_2021_10_26_Instance_73	PMC2999828.nxml.gz_167	26240 26250	leukocytes	CL_biobert_model_local_PMC2999828.nxml.gz
CL_2021_10_26_Instance_74	PMC2999828.nxml.gz_168	26331 26332;26333 26338	T cells	CL_biobert_model_local_PMC2999828.nxml.gz
CL_2021_10_26_Instance_75	PMC2999828.nxml.gz_175	27656 27666	eosinophil	CL_biobert_model_local_PMC2999828.nxml.gz
CL_2021_10_26_Instance_76	PMC2999828.nxml.gz_194	31269 31279	leukocytes	CL_biobert_model_local_PMC2999828.nxml.gz
CL_2021_10_26_Instance_78	PMC3075531.nxml.gz_10	1944 1945;1946 1952;1953 1958	T helper cells	CL_biobert_model_local_PMC3075531.nxml.gz
CL_2021_10_26_Instance_79	PMC3075531.nxml.gz_10	2560 2573	monocytes9and	CL_biobert_model_local_PMC3075531.nxml.gz
CL_2021_10_26_Instance_80	PMC3075531.nxml.gz_10	2633 2642	monocytes	CL_biobert_model_local_PMC3075531.nxml.gz
